speaker,timestamp,"End Time",words

"Sam Schrager","00;39;59;24","00;40;02;02","Your parents themselves, too, You."

"Ruth Olson","00;40;02;04","00;40;23;27","Know, they never dance. I don't I think I don't remember his brothers. They used to dance and then to I don't think the Lutheran church, I mean, when they were in the East, they belonged to the Lutheran church. I don't believe that they believed too much of that know."

"Sam Schrager","00;40;23;29","00;40;25;06","I think perhaps."

"Ruth Olson","00;40;25;06","00;40;38;13","No, I think that moment, of course, was one of their."

"Sam Schrager","00;40;38;15","00;40;47;23","Where how did it happen that you both decided that you weren't to teach boys?"

"Ruth Olson","00;40;47;25","00;41;26;25","Well, you know, at that time there weren't many openings for our Mormon girls, you know, to get out. My older sister was a nurse invited last Thursday or last Saturday. They had their class reunions from when she graduated from the V.A. hospital, 50 years ago. And we had to stop there. And St Mary's on our way back. And she had two of her classmates there spending the night, well, spend several days with her."

"Ruth Olson","00;41;26;27","00;41;55;16","And she'd been up Spokane. There were several in her class. And the doctors to the inner programs of the night before. And she's a great time about nursing and teaching. Some did office work, but I always to me, I always saw I, I want to teach. I like children and I wish that I'd like you. I would recommend."

"Sam Schrager","00;41;55;19","00;42;01;17","You to get married or when you were going to school And then did you here for a long time in elementary school?"

"Ruth Olson","00;42;01;23","00;42;24;09","Well, I think the teachers play a lot. They are not much more. I had some teachers I thought an awful lot of and I really admired them. And I think that's one thing. And of course, my grandfather's the teacher. My mother was a teacher that taught, like I said, for some of the teachers that I had and I certainly admired."

"Ruth Olson","00;42;24;09","00;42;29;28","And I thought a lot of and I think that's partly why I went that way."

"Sam Schrager","00;42;30;00","00;42;31;18","Yeah. How about you?"

"Ruth Olson","00;42;31;20","00;42;56;17","Well, it's probably the same thing. And I was interested in modern and home economics, but I, I went up and started working with that and, and at the time couldn't go on to finish. We had to finish two years and go out worked. So I went to school and by the time I got to where I was, I ought to be able to go on and finish up."

"Ruth Olson","00;42;56;17","00;43;11;14","I decided that I didn't want to work with the older ones. After seeing and working with younger ones and some of the problems coming from the older ones, I decided I'd rather stay with a lower level. Father's Day stayed elementary."

"Sam Schrager","00;43;11;17","00;43;14;24","Well, I have to ask you what some of what you saw as the problems."

"Ruth Olson","00;43;14;24","00;43;43;27","Well, those days, the older kids, some of these discipline problems and things that they were encountering in some of the some of the older ones, well, then they were so much minor and minor that. Yes. And they were they were minor. Like I said, some of the kids that I had been in school now or at a school when I was teaching and I thought they were kind of problems to a certain extent in troublemakers."

"Ruth Olson","00;43;43;29","00;43;48;09","There wouldn't be anything compared to the things that I saw in the last few years that I taught."

"Sam Schrager","00;43;48;11","00;44;00;29","Well, then give me an idea of what discipline problems would have been in those days. What you you know, what you saw as problems. So I get an idea, the difference between, well."

"Ruth Olson","00;44;01;02","00;44;41;06","They wouldn't be considered problems at all. Now, just some of them may be rebelling a little bit about some of the things that maybe you asked them to do, just objecting and these kinds of things where they didn't want to get work to work and do what you're asking them to do and it wouldn't be anything today when you see some of the things now and every time that you try to do there for the last few years, you try to get some of them to do something and but you make me do this or you do that like my folks are going to sue you and this kind of thing."

"Ruth Olson","00;44;41;08","00;44;49;24","Is this the thing that is coming up now? All the time we thought too much the last few years we were getting."

"Sam Schrager","00;44;49;26","00;44;53;10","Where do you think you got the interest in home economics from?"

"Ruth Olson","00;44;53;13","00;45;17;08","Probably from my mother. She helped us a lot. She helped us with cooking, she helped us with sewing and this kind of thing. And that's the kind of thing I like to do and do with her. Now, some of the the family weren't as much interested in that kind of thing. They'd like to go outside and work in the yard and do things like that more."

"Sam Schrager","00;45;17;10","00;45;20;25","Did you go to to Moscow? No, This."

"Ruth Olson","00;45;20;25","00;45;36;11","Was my first. The college of the 18. I don't I didn't Vermont, but all of us, my college was outside, so I went to Lewiston one summer. Otherwise it's all on the boat."

"Sam Schrager","00;45;36;13","00;45;40;25","But it was for financial reasons that made you decide to start teaching."

"Ruth Olson","00;45;40;28","00;45;57;04","Yes, I had. I finished two years and then went out to teach to begin with."

"Sam Schrager","00;45;57;06","00;45;59;03","Where did you go to school?"

"Ruth Olson","00;45;59;05","00;46;04;05","I did mathematics and I work at Cheyney too."

"Sam Schrager","00;46;04;08","00;46;07;03","How did you happen to go to Cheyney?"

"Ruth Olson","00;46;07;06","00;46;32;02","Well, I know I had my aunt there. I had a couple of cousins there and things like that to make sure I had a finding that was part of what influenced us or in a way to I kind of this older sister was in Spokane at the time training, and I thought, Well, I guess I'll be close to an friend."

"Ruth Olson","00;46;32;05","00;47;13;26","And I used to spend a lot of weekends in Spokane with her at the hospital, and Cheyney was considered a very good school at that time. I think it was rated higher than most of the. Of course, Cheyney and Louis were the two or three teachers was training colleges. They got them at that time and I, I think Cheyney had better it was right higher than the U.S. I am several quarters of course the summer school there and I went we went to Mount Carmel, went to Bellingham and."

"Sam Schrager","00;47;13;29","00;47;42;11","Again, tell me a little about what college life was, was was like then I've heard I've read about the twenties is there as being the flapper age that people were were it was more collegiate maybe than it had been before. Maybe it wasn't that way. Achieving that. Just curious about the."

"Ruth Olson","00;47;42;13","00;48;18;00","What would you say? Well, I want to collaborate on your own three camps. Is there much difference when that was any other age? Using those things? there were no cars on campus. You know, if anybody had a car, they were just left at home. Well, I know that when we were up there one time when we were there, we a bunch of us decided we wanted to come from a lonely island and we decided we wanted to come home."

"Ruth Olson","00;48;18;01","00;48;38;11","And a friend of mine from Dallas and they borrowed a car. This was out of the car and there were only six or six of us not in that old touring car came over the weekend, and that way it was very seldom that anyone had a car at that time, you know, around the campus at all. I don't know."

"Ruth Olson","00;48;38;12","00;49;07;17","We were at Boston and that's quite a ways you can discover how we were here. And if we want to go downtown, You know, when it first walked in, we walked down the back of the school into the dorm. And, you know, even those schools that there wasn't too much social activity. There was absolutely no another thing. There was absolutely no smoking allowed in the dorms at all."

"Ruth Olson","00;49;07;17","00;49;33;27","I remember we went into a friend's room one evening and she was all panicky. We'd had a house meeting and the housemother announced there was no smoking and she did smoke, but she had quite a few cigarets there. She was getting them wrapped up in a hurry. So she could send them home the next day to get them out of her room because she was afraid to be kicked out of school if they were found there."

"Ruth Olson","00;49;33;29","00;49;48;06","Sure. Hustling around those things. Here was a she was Montana kids day, very tumultuous day the first year I was there. I don't I don't think you know her."

"Sam Schrager","00;49;48;08","00;49;52;27","Were there were there any any man at the school going to school for teacher training, too?"

"Ruth Olson","00;49;53;06","00;50;00;12","yes. They had one dorm. All men in the dorm."

"Sam Schrager","00;50;00;15","00;50;04;16","But still, it seemed to me like a great majority of the teachers were."

"Ruth Olson","00;50;04;23","00;50;19;07","that's true. Yeah. Most of them represented women there. And I remember when I lived in Lewiston, we had Spalding and Norris home. I know."

"Sam Schrager","00;50;19;10","00;50;31;08","But I want to ask you that this did you feel at all at the time that there was the concern about a lack of opportunity for women?"

"Ruth Olson","00;50;31;10","00;51;12;08","I you know, I've always, of course, that they didn't talk about racial or racial prejudice. They're not in the realm of discrimination. But I can't it's true that man, of course, a little later when they had so much activity in athletics, the men would get their salary from teaching and they also got a salary for coaching and that and then they got salaries and women."

"Ruth Olson","00;51;12;10","00;51;30;11","And in book there was books there. And it shows there isn't too much discrimination, is there? No. In the salary gives the salary of the men and women in the school and I can't see where the women were discriminated against too much."

"Sam Schrager","00;51;30;13","00;51;41;06","I think that what strikes me is that is the the fact that most that almost all women had to go if they wanted a career into either teaching or."

"Ruth Olson","00;51;41;06","00;52;10;14","Nursing, it was limited at that time. That's definitely true. Now, I if I had lived around many years later, I certainly would have gone into forestry or something like that at that time. That would be unthinkable. I had to work for the Forest Service and all that kind of stuff, and I really enjoy that kind of stuff. But I at that time I wasn't doing my work."

"Ruth Olson","00;52;10;16","00;52;17;09","I think a woman was crazy for driving. Going to that fair."

"Sam Schrager","00;52;17;11","00;52;28;10","I think that's what I mean, that looking back at it, that seems like a narrow view of what women could do."

"Ruth Olson","00;52;28;12","00;52;43;07","Well, of course, a lot of them didn't expect to go. A lot of them expected to marry and go in and they didn't expect to go out and work after they were married. They expect to stay home and take care of their home and their family. And there were so many going out looking for jobs."

"Sam Schrager","00;52;43;09","00;53;03;14","Well, that's another thing. It strikes me that, you know, it seems like most women who were who were married, who say they taught for a few years, they got married then they always seemed to start teaching. Now, was that were they do you know whether that was what they were, what they had to do or whether it wasn't just wanted to to start."

"Ruth Olson","00;53;03;14","00;53;10;18","Schools wouldn't hire a married teacher? Very well. They were married and then their job was over."

"Sam Schrager","00;53;10;20","00;53;17;26","But what's the what would the reason for that being that there would be that they would I mean, there's no I just can't right now."

"Ruth Olson","00;53;17;29","00;53;47;15","I don't really know. Well, I think that maybe it was because there were too many openings. They felt that this other woman had a man to take care of. But the likelihood and what necessary job. Now, I know a lot of like some friends, you know, they they were married, but they kept it a secret for just who was out because they wanted an education."

"Ruth Olson","00;53;47;17","00;54;06;20","And it happened quite often. They knew that if the school knew that there were very well, then, you know, I guess a contract doesn't I don't know, maybe the contract stated that it may environmental."

"Sam Schrager","00;54;06;23","00;54;29;21","Of course, that might or might not be true of that. I would think that I mean, I imagine in some cases a family would be struggling could be very much struggling with just one member of the family working. I mean the reason that one of the main reasons why both my spouses were both in work these days is because it takes too long."

"Sam Schrager","00;54;29;21","00;54;30;29","You know."

"Ruth Olson","00;54;31;01","00;54;53;02","They didn't the man I mean, they didn't expect I didn't have to have everything. I don't want to here. When I was there, I went to Colfax to teach. Our principal was really put out. He says these some of these younger folks coming in wanting jobs. And then he says they'd call him as a principal and ask him if he could find them an apartment or to help him find an apartment."

"Ruth Olson","00;54;53;07","00;55;09;05","And he says they won't have anything but the bare pieces. Thelma and I well, the he still they were still using a wood stove. He says we're satisfied with that. But he says he's no one's coming out, won't have anything but electric range and everything. The best of everything."

"Sam Schrager","00;55;09;07","00;55;12;10","With this been in the in the fifties maybe here."

"Ruth Olson","00;55;12;13","00;55;17;05","Yeah 5840."

"Sam Schrager","00;55;17;08","00;55;20;19","Yeah. So then then you're saying expectations really changed that."

"Ruth Olson","00;55;20;20","00;55;22;23","That's right. Yeah."

"Sam Schrager","00;55;22;26","00;55;35;19","When I think about it then it seems like it seems like a person would be forced to make a choice if he were woman teaching between their, you know, family career to some extent. If you wanted to teach."

"Ruth Olson","00;55;35;25","00;55;42;23","That's right. They would."

"Sam Schrager","00;55;42;25","00;56;09;25","Which is a choice that men certainly didn't have to make at all. When you first taught where where where were you teaching?"

"Ruth Olson","00;56;09;28","00;56;17;24","My first year was in a rural school out here. So still this building still standing on your subsidiary."

"Sam Schrager","00;56;17;27","00;56;18;29","What was it the."

"Ruth Olson","00;56;19;02","00;56;20;11","Applicant."

"Sam Schrager","00;56;20;13","00;56;21;01","Was offered?"

"Ruth Olson","00;56;21;08","00;56;23;13","You know where Alvin Nelson is?"

"Sam Schrager","00;56;23;16","00;56;25;00","No, I don't think."

"Ruth Olson","00;56;25;02","00;56;39;07","Just across from the house that he's living in. I bet that this whole farmhouse that he's living in now and talking, that was my first school."

"Sam Schrager","00;56;39;10","00;56;42;24","Was a way to teach. Well, start with."

"Ruth Olson","00;56;42;26","00;57;19;16","Very little to do with practically nothing. And supply carried your work, carried water, not fire or swept the floors as part of your work along with teaching you or janitor. Do you know lights? And sometimes I think they were a lot better than they are. They the sanitation, you know. And there would be some stuff like that in here."

"Ruth Olson","00;57;19;16","00;57;41;23","They have no water bucket on back in the school. And sometimes I had a different name there, but sometimes we had they had their tin cups, you know, but drank out of the same door and they sent it to."

"Sam Schrager","00;57;41;25","00;57;47;00","Did you feel it that you could where did you where were you?"

"Ruth Olson","00;57;47;03","00;58;13;09","Mine was out here too. I thought it sounded like. to storage at the old school is still standing. And it was a very well, I was it was a two room school and I had a first four grades. And Mr. Barrett, his son, lives in Moscow now. But, Mr. Barrett, we talk for your grades."

"Sam Schrager","00;58;13;11","00;58;19;19","It sounds a little luxurious to have two rooms there for the school and two teachers."

"Ruth Olson","00;58;19;21","00;58;20;17","Well, that."

"Sam Schrager","00;58;20;20","00;58;22;03","Was it, because there were a lot of kids."

"Ruth Olson","00;58;22;10","00;58;46;02","And there was a lot. Yes. For that. Well, a farm for so much more. And they are now up there on the ridge and you know the houses. Well, we'll say, well, we drive along there with some of these friends. Well, this was where all the horses in this were terrible place used to be. Those were in various houses."

"Ruth Olson","00;58;46;04","00;59;05;11","And you can place after place, the house is gone. And at that time, of course, families living there with three or four or five children in the family. So there was quite a few, just a lot of people at the time."

"Sam Schrager","00;59;05;13","00;59;23;29","Did you feel that that you could that you could take care of all of the needs for the kids and the way of learning at that time or was with having to teach so many grades? Was it was it really difficult?"

"Ruth Olson","00;59;24;02","00;59;54;09","It was difficult. But children learn. I mean, they learn from each other a lot. Yes, they did. For younger children. Listen to the older ones and our school, they was longer. It is today. And then we never let out before 4:00 at night. And some of those kids, you know, from those rural schools that come in the high school and do fine, you know, do as well and work better than some of those living in town."

"Ruth Olson","00;59;54;11","01;00;38;18","Of course, now I'm a little person just to have the range of or the fields that they can go into. But those in those rural schools, they they came in and I think they were just ready for their high school and their colleges a lot of years you look back at some of them, they all that have gone on and and well, there's one little boy that I remember that school that plans your classroom, you know, down between your trouble and he was very bright, a bright child."

"Ruth Olson","01;00;38;21","01;01;02;10","And I think I had three years in that school and he went on to high school. And of course, when he got in high school, you just can't get the ability to do that. He went on to college and the doctor now look at that year that that report was in the paper from Moscow. They had the averages from the school throughout the state."

"Ruth Olson","01;01;02;12","01;01;19;02","Elk River would have top average of high school students at the University of Idaho. And Gary had the third ranking out of at least four high schools and those kids were mostly kids that had come in from rural schools and got by."

"Sam Schrager","01;01;19;04","01;01;25;04","Or is thinking that that it was better, actually."

"Ruth Olson","01;01;25;06","01;01;49;14","Well, I don't say it was better, but I think at that time, I think you were doing just as good a job for the children in the rural schools as as they were in the in town. They just had the fundamentals that I mean, that the well, like you might say, the reading, writing, arithmetic, this like that. Of course, we went into social studies like that."

"Ruth Olson","01;01;49;16","01;01;54;11","They didn't expect all this extra stuff that they expect nowadays. And I don't think some of us."

"Sam Schrager","01;01;54;11","01;01;59;06","Necessary extra stuff. Like what? Like band and that sort of thing."

"Ruth Olson","01;01;59;06","01;02;22;05","Well, that's all right for kids after they get out the way. But I think sometimes they start that take their kids in the car up to a meeting place like my wife and kids hike up there. And that's cool. You know, when you think of that, there's those kids in the country that work for the school. It wasn't good."

"Ruth Olson","01;02;22;07","01;02;46;00","I mean, it was hard, I'm sure. But they they certainly and it just seemed to hurt them. Any one thing that I know, we kind of when we were over there, mostly they got at one time, they got the idea that whenever we took the children out for recess, they should be have a supervised game, that they should be playing all at the same thing."

"Ruth Olson","01;02;46;03","01;03;07;14","And we said no. We thought that they needed to get out there and have some freedom of their own where they decided what they were going to. We'd be there to supervise so they didn't get hurt or get into trouble in this kind of thing. But we didn't think it should be supervised play. And I think they need more of this for their on their own to do the kind of activities they want to do."

"Sam Schrager","01;03;07;16","01;03;20;02","Do you think that kind of means that there's too much organization that goes on now or two to too much expecting every all the kids to do the same thing or Yeah."

"Ruth Olson","01;03;20;04","01;03;42;28","I think they're all very different than in they're not supposed to be their free time, especially I think I think they should they need and like I say, we objected to that and until finally we weren't required to do it anymore because we tried, we finally, I think, made them see that we built it and they didn't need that."

"Ruth Olson","01;03;42;28","01;03;58;26","So we are that is that organized planning. We needed to be there. Supervisory. Okay. This is it is now this is three, four, four or five. Yes, it's a seventh grade."

"Sam Schrager","01;03;58;26","01;04;03;05","But did you do most of your teaching around here?"

"Ruth Olson","01;04;03;08","01;04;12;11","Yeah, no, I taught in rural schools here for several years now. I was at Colfax for 11 years and it what was it like for 16 years and."

"Sam Schrager","01;04;12;11","01;04;13;00","What did you teach?"

"Ruth Olson","01;04;13;00","01;04;22;00","Mostly for intermediate grade or anything? I was looking around and."

"Sam Schrager","01;04;22;00","01;04;23;20","Then I taught at park."

"Ruth Olson","01;04;23;23","01;04;26;08","Yes."

"Sam Schrager","01;04;26;11","01;04;28;15","What was that like? Did you find Park?"

"Ruth Olson","01;04;28;22","01;04;49;27","I enjoyed it out there. I really did. It was parks, this little community of own. And they they made their own entertainment. We didn't have a car, so we'd get in and out whenever we wanted to go through an interstate. If we went out lots of time in the wintertime, we went out with the sledding team and, you know, you would understand a child."

"Ruth Olson","01;04;49;27","01;05;18;00","You would understand when you lived in a community like that. You can understand children a lot more, a lot better. You. Well, I know I had my little girl. She just used my words all the time, constantly. And when I got to know our parents, I knew why because that was part of our conversation and why. I mean, it wasn't a child's problem."

"Ruth Olson","01;05;18;01","01;05;38;14","That's all she heard at home. So she had to separate that except as a way to talk. And I. I don't want to much that you have to be careful. And I tried to talk to her and tell her I asked that we don't talk like that and she will. Why don't you? And you really got to understand the child."

"Ruth Olson","01;05;38;17","01;05;49;02","And you could see that a lot of their problems are caused by and I enjoyed it."

"Sam Schrager","01;05;49;05","01;05;54;26","Did you feel there was much chance to help children with their problems?"

"Ruth Olson","01;05;54;29","01;06;10;05","Well, or some you could some there wasn't too much that was just their way of life."

"Sam Schrager","01;06;10;07","01;06;30;07","I just was thinking more what he what teachers in those days would feel they they were responsible to do if they could. If you could make a neat division between studies and and personal things or or if they had to deal with both."

"Ruth Olson","01;06;30;09","01;06;59;12","Well, you have to deal with what you had to deal with both trying to get them to see their responsibilities in their study and then in their behavior and all that. It was it all worked together. Just like I think that the teacher, you had your guidance people in your schools and everything like that. But I think a teacher has more effect or can work better in guiding a child."

"Ruth Olson","01;06;59;12","01;07;32;17","And then these people come in and and try to there are psychologists and all that. You have more influence on me or with them every day."

"Sam Schrager","01;07;32;19","01;07;36;05","Did you feel that you got to know the kids really well? yeah, you can."

"Ruth Olson","01;07;36;05","01;07;58;18","You know, that was clearly especially those are all you really I think your invite, you were invited into their homes, you were in their homes and you saw how they lived and you knew the children so much better than nowadays."

"Sam Schrager","01;07;58;21","01;08;25;01","Do you think that the kids and those in those communities, were they I know this a hard thing to know, but were they individuals? You know, they do they stand out as individuals or were they? I often get the feeling that kids today are tend to to to be more of a well, I don't know. I don't have a very long time span to look at it all, you know, 25 years."

"Sam Schrager","01;08;25;01","01;08;31;00","And so it seems like there there's a lot of similarities. Kids, you know, one kid to another."

"Ruth Olson","01;08;31;03","01;09;11;00","This is a real I don't know. I think that kids to a certain extent were individuals. But then, too, when you think about these little communities, they all were together so much all the time that they just but they seem to get along most of the time. They say they seem to not have any difficulties. When I when I returned, it was like they gave this book and they had written to this was just showing what impressed a child in those days, this one that wrote this letter."

"Ruth Olson","01;09;11;02","01;09;34;08","She is a teacher's book. And and I had her in a rural schools up by Crystal River and it says thank you for spending some of your teaching time at Megan school and I Idaho. I was so glad I was privileged to have you as my fifth grade teacher. As I look back on that year, I find I have many memories and they're happy ones."

"Ruth Olson","01;09;34;08","01;09;57;19","Indeed The Christmas programs we had in La Grange Hall, the delicious soup and spaghetti you fixed on the wood stove for our hot lunch, the walks we took looking for wildflowers, the baseball. I was hit square in the eye with a fast one of the library furniture. Furniture we made from orange crates and apple boxes. They were beautiful, painted orange and blue."

"Ruth Olson","01;09;57;21","01;10;22;23","The walks to school with the hearse, the Herald and the hearse children. And that kind of shoes showed me that. But they had such a terrible side. And but anything like that that I like that you knew the child and you thought of them and tried to work with them and do for them and I know we used to write the afternoon."

"Ruth Olson","01;10;22;23","01;10;49;21","I can remember down it pleasant. How about. that's good on anybody between here and try That was after recess on Friday. We had a while kind of a crafts time and we had cooking start and things like that and then cut out all magazine racks and we painted with crayons and things like that and sent to the county fair."

"Ruth Olson","01;10;49;21","01;11;16;13","And that was a big time for them. It took so little at that time, just like this, to make an impression on. We have so much in our lives today and kids have so many things to play with that these little things I make furniture out of a crate to them. To Nana, that meant a lot. And today they have too much."

"Ruth Olson","01;11;16;15","01;11;26;15","But still a lot of children love to to learn and work with their hands. I've never they don't do it too much anymore. I think."

"Sam Schrager","01;11;26;17","01;11;28;16","It was a really simple thing that she's."

"Ruth Olson","01;11;28;16","01;11;40;12","Talking about. That's right. And I have raised her so much and."

"Sam Schrager","01;11;40;15","01;11;49;12","You think that teacher had a special role in the community and the community's life?"

"Ruth Olson","01;11;49;14","01;12;11;21","Definitely. A teacher was one of the most respected people in the. And don't you think so? I think so thank you for so many things. You know, just as normal man. He was 87 years old and they had that. They used to have parties at the school. A lot of a child had a birthday. They'd bring a cake, little music come up there."

"Ruth Olson","01;12;11;23","01;12;39;26","And this day Mr. Chamberland came up to me and he says, Say Ruth. He says, And how many petticoats do women wear nowadays? And I said, Well, I usually wear just one. And he says, That's what I told Lenny, that she was bound of the long three to the you that you were asked the question you knew it would be."

"Sam Schrager","01;12;39;29","01;12;43;29","You were asked you asked about the way things should be done."

"Ruth Olson","01;12;44;04","01;12;45;22","Yeah."

"Sam Schrager","01;12;45;24","01;12;50;07","And it was the etiquette."

"Ruth Olson","01;12;50;10","01;13;20;25","Okay. They thought they considered that teacher quite literally the another thing that always was a plain that this one mother told me, she says so and John Rowan from Voyager one day and and she said she was in the living room and there was a door was open to hear them talking and they were talking about people and and so you said, well, mother is smart."

"Ruth Olson","01;13;20;25","01;13;52;04","And John says, yes, but she hasn't the smartest results and is also not almost much as God. And but that was their idea. You can answer their simple questions, and that's the way they don't have to answer their questions. And there's question. Q They were simple ones, and you had an answer for my Someday, Yes, I'm even now."

"Ruth Olson","01;13;52;04","01;14;10;10","And I taught first grade for many years, even in the first grade by then, you know, a lot of times they felt the teacher I was very much you can't palm room off my friend and Jonathan."

"Sam Schrager","01;14;10;12","01;14;42;13","Would you be asked for a by I want one teacher told me that that that she would send actually sent for information on things that that local people wanted to know about things and she couldn't answer. Did you ever have that kind of experience of, you know, being asked for technical advice? You know, this was, I think, digging."

"Sam Schrager","01;14;42;15","01;14;43;22","Well, digging."

"Ruth Olson","01;14;44;08","01;15;20;29","wow. I don't know we've ever done that. I remember ever doing that. But yes, lots of times we refer them to places where they could send for information, where they come in and want information on something. And they you couldn't and maybe you'd refer them to some I. Don't remember ever having sat for it but well, now, like here over there at Moses Lake, I know one time one of the mothers came through and I had well, Margaret started getting the range for her room at school."

"Ruth Olson","01;15;21;01","01;15;47;28","It's surprising how much money you spend in your school room for the kids. You know, you're your salary and Margaret ordered range of and her kids had enjoyed it very early folks and so I had copies of Major Ruth in school. I subscribe for it and a mother came to school and. She said her son had been telling things that we've been talking about, you know, nature."

"Ruth Olson","01;15;48;00","01;16;34;07","And and I showed her the strange fruit. I said, if you want to get something for him. And the boy was a very bright boy, and he was definitely interested in that kind of stuff. I, I think one of the nicest things you getting for Christmas be a subscription of orange or white red. And so she did. And one of the first things that they saw when they got to the magazine was something about submarines and they were over the ice up north, you know, and it happened to be that one of the fellows in the submarine was telling the story was Dick and a known him was in work with him and all that"

"Ruth Olson","01;16;34;09","01;17;03;29","much. The boy in the school said that man, that story was a friend of his dad's, but that they they do books and things like that. They often ask for information what to get for a child or whatever, because they're they're interested in a book that would fit the need. I had, you know, Bobby Nelson in my room, his brother was in, and I he took a day off from school to go over me."

"Ruth Olson","01;17;04;03","01;17;08;11","And he came in over Sam."

"Sam Schrager","01;17;08;14","01;17;31;03","Was there any special kind of any special books that that you found were really especially nice for to read to the kids and your teaching things. And you thought were really, you know, spoke to them well."

"Ruth Olson","01;17;31;06","01;17;53;07","So I think it varied according to your your class and your movie interests. I think one one group the read one thing one another. But there were books that, I can't recall what ones are now particular. But one year I read that maybe two or three years later I thought, well, that would fit this class and use the same book."

"Ruth Olson","01;17;53;10","01;18;15;22","But this is one thing I think that definitely they need is some book that you're reading. Two of them, because it carries along and keeps and keeps them going along for the year and it's something that they enjoy."

"Sam Schrager","01;18;15;24","01;18;19;12","And which keeps them going along the way."

"Ruth Olson","01;18;19;15","01;18;21;27","They wait for the next chapter."

"Sam Schrager","01;18;21;29","01;18;24;07","I remember feeling that way when I was in school."

"Ruth Olson","01;18;24;09","01;18;35;19","Sometimes they did. You have to stop right there and you stop right there on purpose. Yes."

"Sam Schrager","01;18;35;21","01;18;43;26","Did you teach did you do much for teaching here? And you did you talk around?"

"Ruth Olson","01;18;43;28","01;19;00;11","We talk in in some we talk. Let's see. I was in Idaho, 18 years, in Washington, 25, I guess so. So we were I was in Washington."

"Sam Schrager","01;19;00;13","01;19;06;20","Was there a particular reason why you you both did better teaching over there than here?"

"Ruth Olson","01;19;06;22","01;19;25;13","Well, I went there about the time of the war. I was in on the salaries, you know, And so that was it. I was retired and everything. I was in Plummer and just across the line they called me and asked me if I'd be interested in coming to Fairfield. And the salary was so much better. And that's part of what you teach, you know?"

"Sam Schrager","01;19;25;13","01;19;27;11","Yeah, yeah."

"Ruth Olson","01;19;27;13","01;19;38;12","Down to the if I back to Plummer, they want me to take over as the principal. I knew there were some problems coming up that I didn't want to do that."

"Sam Schrager","01;19;38;14","01;19;45;27","But did you see much consolidation going on when you were teaching?"

"Ruth Olson","01;19;46;00","01;20;04;29","Well, most of the schools we went in through were pretty well consolidated already. That was the ones that weren't consolidated with course to begin with. Here we were in rural schools and they later came in here, but we were away from here at the time before. These are the range that's talked about. so Nature magazine and I've always been kind of a viewing for nature."

"Ruth Olson","01;20;04;29","01;20;41;26","I like that. And Steel and Caney and Rimrock and Fern Hill and Applecross and Elwood Buckhorn Libertine all out south of town here. Well, I'm between here and Troy. There was Brannon and then, you know, Spring Valley, just right along our. Well, there's Bear Creek. Over Creek. Yes. And right between here and try and quite close to the highway to."

"Sam Schrager","01;20;41;28","01;21;02;04","These ones that you listed are all on on Texas Ridge because there are was there do you think there was a wide variation on these little schools in terms of the size of the of the attendance number of kids that were going into teaching?"

"Ruth Olson","01;21;02;05","01;21;41;00","I think there was I think some of them were always quite a bit smaller than others. But no, liberty was always a one room school with Buckhorn and Elwood, two or two room school and the old steel school is what is now the dining room. Don Granger Well, the Buckhorn School is the house up here that are our top cardholders that was brought in and they made into our house."

"Sam Schrager","01;21;41;03","01;21;51;20","We'll ask you about the depression and and what effect that had around on people out here yourselves."

"Ruth Olson","01;21;51;23","01;22;32;22","Well, we just plain didn't have much. There were were times when you didn't have anything for money to buy anything. Well, we had I don't know, one day it was after the banks closed and we had our warrants. We got more children, school, they had neuroprotection, we had those. And then dairy bank had closed and we had, of course, someone in Missouri Bank got a great deal, but we had our warrants, we had a checking account, dairy and that no cash."

"Ruth Olson","01;22;32;29","01;22;57;22","We couldn't get any. And my dad, we wanted to buy a tire. We I guess we had a flat tire on the way to Moscow or someplace. Anyway, we wanted to buy it on that at trial. When we came through here, we didn't have any cash or anything like that. Of course, I imagine if we'd gone to Oklahoma, Dinsmore had a service station."

"Ruth Olson","01;22;57;24","01;23;24;02","We could have gotten into that. But we didn't want to. We wanted to pay for it. And perhaps as well, just too many reasons I in to see only Borman for equal and he went and told them that man is warrants. I guess we had to come on in and we had to cash in and we needed some money and all."

"Ruth Olson","01;23;24;06","01;23;50;03","He says, well they said, I can't let them have all the cash, but said, just checking, come here, just let me write checks, you know, when they want to send money that way. So that's when we started making it, trying that now never just tied up every position and just we couldn't pay our board room. We were boarding and roaming out in the school."

"Ruth Olson","01;23;50;05","01;23;53;06","We couldn't pay them. We didn't have anything to pay at work."

"Sam Schrager","01;23;53;09","01;23;55;08","Because you weren't being paid for teaching."

"Ruth Olson","01;23;55;10","01;24;20;25","Right? We were getting warrants, but they weren't taking them anyplace, you know, until we that were pretty darn good to get a cash. And many of the times our warrants were registered and either we had to get a bank that would take them and hold them, or we had to hold them until they were called because we weren't funds from the district funds to pay them."

"Sam Schrager","01;24;20;27","01;24;22;26","Where were you teaching at that time?"

"Ruth Olson","01;24;22;28","01;24;27;24","I was out park at the time. I met the person who."

