speaker,timestamp,words,End Time

Arthur Sundberg,01:14:14,"Well, that that would be more or less overall. Cost of operation and an income. You know, from the from the mill and the town, the whole the whole layout. And, you know, it's only, I guess, natural that the larger the operation or then people think that the more the province, you know, you take a small operation, people naturally think it's small province, a large operation, naturally think it's arts profits. Well, that true in some instances, I guess. And there was a time here. Oh, you know when. After you got going again, after the depression that we had in the 30s. Well, management would explain to us that. That all they were doing is trading an old dollar for a new dollar… and it wasn't making a dime. All they were doing was just trying to get a dollar back for a dollar spent and without any profits. And you know that during that period when he offered, let some of us look at the books. But,… take as far as their they own an awful lot of Timberland and.",01;16;15;14
Arthur Sundberg,01:16:15,"You take when lumber was selling for. Horse, they take an average price. They just roughly speaking, say an average price of $50 a thousand. And they they had a valuation set on their books as to what the timber was worth standing. Well, then you had the cost of logging, transportation, manufacture, sales and finally get it to the consumer. By that $50 average that they was getting cost them $50. And in some cases it cost them more than that. So you see, it's you get to figuring finances in on big scale. And there's so many things that the general public don't know a thing about. You know, all they can see is they're shipping millions of feet of lumber and they're getting thousands of dollars per thousand feet of lumber and all of their getting all that. And look at all the money. Nowadays, they are making a lot of money, there's no question about it. But there was for good many years that they didn't.",01;17;49;13
Sam Schrager,01:17:49,Do you think then that probably it was a dollar for dollar during.,01;17;54;21
Arthur Sundberg,01:17:54,"That period? Yeah. And that was they had to manage awful close in order to get that. Of course you take modern technology is building up now to where you take you probably heard the expression about the packing houses, the slaughterhouses, you know, they use everything but the squeal. Well, that's the way it is. And the lumber industry now, the only thing now that in the lumber industry in this region that that they don't use. Is the bark on the tree. But outside of that way, they use everything.",01;18;52;09
Sam Schrager,01:18:52,"Did you have any responsibilities yourself? Besides your actual job when you were a, foreman for town activities?",01;19;05;24
Arthur Sundberg,01:19:05,"No… no… of course, after the sold the town. Well, then, of course, the people in the town, they had, they had to elect councilmen and mayor. And now you take this little town. We don't. There isn't very many houses here. Small town. But still, now we have to maintain a. Full time policeman with an automobile. He. I don't think they get too much salary. But anyway, he probably gets $700 a month. Then they have a so-called town superintendent supposed to look after the streets. And one thing and other. He gets about the same salary. He's a policeman… and… of course, the mayor and the council, and they're they're not salaried. But then they have a town clerk and she draws a salary. Well, then you got the street lighting and. There's just an awful lot of overhead, and you divide that up. Then with the number of residents that we've got here and it comes pretty high.",01;21;15;08
Arthur Sundberg,01:21:15,Were taxed the highest. Of any community in later county were taxed higher than Moscow is for… in millage… and… so you see when the company had the town we didn't have any of that to pay. They paid everything.,01;21;47;12
Sam Schrager,01:21:47,Do you remember what people felt when the town was going to be sold?,01;21;54;14
Arthur Sundberg,01:21:54,"Oh, everybody was really elated. They they thought that was something great to be able to own their home. And it is it. It's a nice feeling to own your home. But, you know, the first year that we owned this house, our taxes was $28. And now our taxes run close to $150… besides the… insurance, you take our our insurance we used to get that for. Three years for about $27. Now. Then it cost us $59 a year… and… then of course, it's,… i painted the outside of all of our buildings last year. And that's something, you know, that should be done every. Four or not more than five years. And so there is a lot of expense to owning your own home.",01;24;05;23
Sam Schrager,01:24:05,"What would be the the reason that the company would have for kicking somebody out? What would be the sort of fence that would justify that? And they're, you know, just moving them out of town and their way of looking.",01;24;23;14
Arthur Sundberg,01:24:23,"At it. Oh… i suppose if he was proven to be a. Confirmed thief, you know. Determined to be stealing something from somebody or from the company all the time, or, or if they were just running a. Boisterous house, you know, something that disturbed the neighborhood. You know, there was you can imagine most any offense that was really to the point of being obnoxious. Well, then they might ask them to leave, you know, but any any petty offenses, they'd never do anything about that. They.",01;25;23;07
Sam Schrager,01:25:23,How effective was their attempts to control liquor in the town?,01;25;30;12
Arthur Sundberg,01:25:30,"They didn't they didn't make any attempt to control the consumption of liquor. The only thing is that they just wouldn't permit it to be sold here. You know, they wouldn't allow any saloons in the town. But the men that worked here. They could bring it in by the suitcase load and and they could ship it in here by express. Now I have seen… these great big… steel express cars, you know, often the main line I have seen as high as three of those coupled together, switched on to this line here and moved in here, just all loaded with booze. Most of it would be. 50 gallon barrels of wine, you know, for the Italian community. But there was whiskey was shipped in here every week by express, you know, in small packages. But that was just for the individuals consumption, not for resale. Or I suppose if they if I send up to Spokane and got four quarts of whiskey and you wanted one of them, I'd certainly one. There was nothing to be said about that.",01;27;23;14
Sam Schrager,01:27:23,"So really they they didn't. Keep us out of town at all. Just they just, discourage the public gathering. That's right. In the saloons and created the kinds of fights that we talked about back in the Midwest. What about the the, arm of the law? Did the, they.",01;27;48;15
Arthur Sundberg,01:27:48,The company.,01;27;49;03
Sam Schrager,01:27:49,Pretty strict order as far as that?,01;27;50;27
Arthur Sundberg,01:27:50,"Oh, yeah. Yeah, they, I, I think possibly that they had the, the best relationship here between the people and the law of any town in the whole United States. You know, the. This town superintendent at that time was also the constable. And, of course, he was deputized as a constable, you know, from through the sheriff of the county. But of course, the company paid all of his his salary… and… the only time that he ever put anyone in jail would be if. Somebody would swear out a complaint. Then of course he would have to serve that. But generally he would, even if you would come to him with the complaint where he would try to talk you out of it. He was really a nice guy. And oh, I've seen it so darn many times that someone downtown and probably in the pool hall or confectionery and and drunkard and a doll and probably couldn't even stand up.",01;29;29;08
Arthur Sundberg,01:29:29,"Or maybe he was just drunk and wanting to fight, like some of them get. Well, maybe the proprietor would send for old Harry Gleave, the constable, and he'd come and. Talk to the guy a little bit, and then pretty soon he'd look around and say, well, you're a pretty good friend to him, why don't you take him home? That'd be the end of it. That's the way it was always run. That is, up until after they sold the town. Well, then, of course, then they had to have policemen and deputy sheriffs and patrol cars and boy, they they just imagine, I guess that crime really got bad after the town was sold and incorporated. But before that, they didn't need all them law enforcement people. Of course, now, with all these beer parlors they got all over the country. Boy, it really takes a lot of law enforcement because they.",01;30;47;19
Arthur Sundberg,01:30:47,"I guess they really stir up a mess. Every day, every night and every weekend, you know, and need beer Pirates. I can't tell you too much about that because I never go in one of them.",01;31;02;19
Sam Schrager,01:31:02,If two recent it matter anyway.,01;31;05;08
Arthur Sundberg,01:31:05,"Well, it's,… you take you take people that act like that is just disgusting. Revolting to me. I just don't want to be around them at all. I've got nothing against drinking. Is a person wants to drink. That's fine. Go ahead. But then getting, you know, acting the way they do when they get out into one of them places. Now, they wouldn't act like that if they could consume the same amount, you know, in, in their own home or in your home or in a little party. But when they get into when they're beer parties, then they really have to whoop it up. And I guess from what I've been told, the women are ten times worse than the men.",01;32;00;20
Sam Schrager,01:32:00,"I wanted to ask you about the depression here and, what happened? When are it? Pulled the pin?",01;32;12;08
Arthur Sundberg,01:32:12,"Well, of course… you would have to make some of these. Responses to that over a period of time. You know, it wasn't that quick. You know, when they decided to shut the plant down for the lack of. Business. Well, they didn't notify the people. They sent out notices that the plant was going down. And of course, they notified everybody that was on the job, but they also notified everybody that. That they could live in the house and there would be some work they couldn't promise how much work or what it would be, but it would be some work for a few people. And whatever work there was to be had, it would be prorated so as to help as many people as possible. And for a community. I believe that we fared better here than the average community anywhere in the whole country… there was… a few that had.",01;33;48;18
Arthur Sundberg,01:33:48,"A lot of initiative that, you know, would get out and try to improvise. And then, of course, there was a few that like, you'd find any place, I guess it would just sit on their hands and cry and didn't know what was going to happen. But then they all weathered it anyway. But at that time. Most everybody put in a garden. The company furnished all the ground that you could possibly want for to put in a garden, and they they'd give you any help that they could, you know, for putting it in the garden and. We were, we were part of one little gardening deal. It wasn't really cooperative in all respects. It was that we all went together and higher demand to plow up this piece of ground. And of course, this piece of ground was each one was would draw his own plot as the ground he wanted to work. But then we, as far as working the ground is concerned why we all went together and shared the the cost of working it up.",01;35;16;24
Arthur Sundberg,01:35:16,"But then each one of us then planted their own garden and cultivated and harvested our own garden. So that helped a whole lot. And. Oh, I can tell you just from our own experience. For a time there we bought cream from a farmer out here in the country. He'd bring in about three of these eight gallon cream cans of sweet cream a week into the station here, and whatever they paid him per can for the two cans, he'd sell them. We'd pay him that for the one. Can you tell us he. Well, of course, eight gallons of cream would be too much for us. So we then in turn would divide that. And my wife's sister and brother in law would take half of it and we'd take half of it. Well, we'd used part of the cream, you know, for cake, you know, ice cream cake or put it on cereal or and then part of it, we churn into butter.",01;36;55;24
Arthur Sundberg,01:36:55,"Made her own butter. Well, it was that butter cost us about $0.18 a pound. Then there was a farmer over here. All of that come through down here peddling. And he had cracked wheat, and he was telling about how good that was for cereal… so I bought… like about $0.15 worth. Gosh, I got enough there to ruin us for a year. Wheat was only selling for. Two bits of bushel… well… then I stocked up on. They had a special on this. Maybe rice, you know, coming packages, you know. So I stocked up on the. Oh, gosh, I don't know how much of that. Enough to run us for a year or so… and,… then we bought flour about four barrel of flour at a time that was 1,650 pound sacks… and… we got a good price on that. I don't know, I guess the sack of flour was. Somewhere around a dollar. I can't tell you the exact price.",01;39;02;17
Arthur Sundberg,01:39:02,"Then in our garden… but we… put up about 20 sacks of spuds and we had several sacks of carrots and buggies, and we had lots of cabbage and everything, so we had lots of food… well… i went down here at the mill and I made up a few butcher knives. And then I traded some of these knives to a farmer out here for a half a hog… and… you know, you can do a lot of things, you know, if it was necessary… as far as far as any hardships is concerned, we never knew what hardships were at all. We had more food to eat than we ever had in our life. And and,… pretty near might say just about every Saturday night. Be a a dance up here in this Legion cabin. And and it would be just. Oh, just anybody that wanted to sponsored it really didn't cost him anything to sponsor, because all you do is probably be downtown in the middle of the week and.",01;40;52;14
Arthur Sundberg,01:40:52,"Say to meet somebody and said and talk and say, well, let's have a dance Saturday night up the cabin. Okay. So they talk it up and send that word out. Ladies. They'd bring a few cookies or a few sandwiches and. Left some coffee and. Then the music they had the by boys. There was a bunch of brothers. They had an orchestra and they'd play for whatever they could get. They didn't have any fixed fee. Well, if you wanted to drop dime in the hat or nothing at all, or two bits, anything you wanted, you know, that you felt that you wanted to give, put it in the hat. And that's what the music got… everybody… socialized and… fraternize and had a good time. Everybody, you know, wasn't the same boat. And but then just as soon as times picked up again and people started getting some money, well, then all this fraternizing kind of died out. Then it divided up into small groups. You'd have three friends and I'd have 2 or 3 friends, and this way, in that way.",01;42;23;20
Arthur Sundberg,01:42:23,"But during that toughest part of the depression, why they were all together in a, in a group.",01;42;30;16
Sam Schrager,01:42:30,There was more fraternizing during the depression than there had been before it.,01;42;34;15
Arthur Sundberg,01:42:34,"Oh, yeah. Yeah.",01;42;37;29
Sam Schrager,01:42:38,"I wonder if that's why many people, when they remember the depression, don't think of it as such a hard time because they they think of the closeness of the people at that time.",01;42;49;13
Arthur Sundberg,01:42:49,"Yeah. Well, of course, that depends a whole lot on who you're talking to. And, in the area in which you're talking about,… take the people that really suffered during the depression was the people in the cities, because in the cities there's no fraternizing at all. And and in the cities, why? Well, I know when they started them. C.C. camps. Well, they started sending out a, an awful lot of these young men from in the eastern part of the country out this way… well, they had several CC camps up here in the timbered areas. And,… i was in the dentist office down here one day and just visiting with the dentist, and he would laugh. And you tell me that they brought a bunch of these cc's in, and of course, they was under the control of the Army. They had a real tough army, sergeant. You know, it was a in every camp. And he had to be tough to in order to get along with some of them guys.",01;44;23;08
Arthur Sundberg,01:44:23,"But anyway… i guess I don't know the Army doctors or what looked them over. But anyway, they of course there was a lot of them needed some dental work done. And so they brought 3 or 4 truckloads down here, you know, give them a little recreation. And of course, there would be several of them there that had to go into the dentist and get some work done. And there's one of these young guys come in and sit down the dental chair there. And he had his foot all bandaged up. And Dennis asked him, he said, what'd you do with your foot? What happened? Well, he said to tell you. You know, he said, back where we come from. He said, we heard a lot about this wild West out here in Indians and and everything. And so we got out here. And so some of them, they was telling us that we had to watch out for these wild animals. Of course, we said we didn't know what they look like. And so they were clearing brush, clearing out an area for the camp, and mostly just a small brush. And of course they give them an ax piece.",01;45;49;06
Arthur Sundberg,01:45:49,"And they were chopping down these bushes and, and I guess the bushes were falling down around his feet, you know. And finally he said he'd seen something wiggled down in there, you know, and he thought that was one of them wild beasts. And he let fly with the action. He chopped his own foot. But it was full of here by the name of Ivan Ross. He was a carpenter that worked down here at the plant for a long time, and he. He hired on as a as a camp carpenter when he was building these camps. And he had some men and and he had to construct these, bottoms for these tents. You know, they built a floor and sidewalls on it and then, of course, canvas stuff. And he said, clearing these areas. He said there were some of them guys that they had the issue, hand saws for them for cutting this little, little bitty brush, you know, and just he said they didn't dare give him an ax. He said they were chopping himself and chopping each other and everything else.",01;47;02;29
Arthur Sundberg,01:47:03,"They didn't know what an ax was. So to give them hands and cut them little bushes off, you know. Well, anyway, I, I was working in the, in the powerhouse and. They was pro rating the. Labor in the powerhouse there. So that's make it go as far as it could. So I was working for hours a day and I think about four days a week getting in about 16 hours. But anyway, I was working powerhouse there when a bunch of these CCS come down there and they had somebody with them for a guide and was showing them the plant. Of course, the plant was all down, but then they could come in and look at this big engine and they could look at these fires and that sort of thing, and they could see anything else on the plant they was interested in. But they was mostly young men. Above average intelligence, you know, because they showed interest in something like that. So I was talking with one young fella there. He was a big tall on a.",01;48;33;07
Arthur Sundberg,01:48:33,"Pretty good looking young fella. And so I asked him where he was from, and he said he was from New York. So I said, well, what did you do in New York? What did you work at before you come out here? He looked at me kind of funny and I said, did you have a job? No. Well, I said, where'd you get by? He said, just as long as he could remember from the time he was born, all he ever knew was just to go down and get in a super line every day. And worked their way up to where they can get the chunk of bread and bowl of soup. That's all he knew all his life, until he came out here and he was growing up, man. So it was really tough back in, in the big cities. Of course, he was growing up, and he was in that soup line long before the depression hit, you know, and his he was probably full maybe 19, 20 years old.",01;49;47;28
Sam Schrager,01:49:48,"What happened to these men who didn't have jobs? Let's say the guys have worked on the saws, people who didn't have a job where they could just, work in a power plant or something that was necessary to maintain the mill. They didn't have any work. Or did the company make work for them?",01;50;07;02
Arthur Sundberg,01:50:07,"They made work for for some of them, but they couldn't make work for all of them. Now there was. They started a WPA. They had those projects started after Roosevelt got in. And. So this highway from Moscow going towards, Court Lane… most of that highway was built at that time with WPA labor and… it was more or less hand labor. They had some machinery, but they had used a lot of horses and Fresno's and slip scrapers and. And the men that worked on that highway, they were same way. They got just four hours a day for so many days a week, you know. So spread it over many good. And. Most everybody had some work of some kind. You couldn't be choosy on on the work. If a job was offered to you, you better take it. Rather, if it'd be dirty, use the Dickens or anything else… and… one project that the company made was put a new roof on this water reservoir for the town, right up here at the end of this street. And it's a big concrete reservoir, holds about a million gallons of water. But the roof covers a pretty big area. Well, they reroofed that. And of course, the company furnished the material. Of course the company owned it.",01;52;27;00
Arthur Sundberg,01:52:27,"But for carpenters on the job, carpenters got paid $0.27 an hour. And that's what we got. Paid down at the mill. $0.27 an hour. Well, I sure I a far cry from what they're getting now, but. Of course, if man earned a dollar, why, he could buy it quite a bit without a dollar. You know, you could buy… oh, for… half of that, you could buy a pretty nice piece of meat… and… spuds would be about $0.50. Oh, all things in, in proportion way. People weathered the storm pretty well. Of course, there was nobody that made any money.",01;53;39;28
Sam Schrager,01:53:40,Do you think the company had to make some pretty hard choices about who they would be able to support and who not?,01;53;49;00
Arthur Sundberg,01:53:49,"Well, it was it was the one one thing that they did do. They, they definitely wanted to keep all what might be considered key men, you know, here. They didn't want them to get away. You take men of, of skill in the production of lumber. You take. The filers in in the sawmill that filed the saws, the sawyers and the sawmill. Setters, lumber graders and some of their top mechanics. They all they wanted all of them to stay, and they all wanted to provide them enough work so that they would stay. Now you take this base labor, common labor. They was down at the end of the totem pole. Because if and when the time comes, when they'd get to operating again by. Those jobs could be a lot easier than these jobs that required a lot of skill, you see. But even those just common labor, I don't know of any of them that.",01;55;25;28
Arthur Sundberg,01:55:26,"But what they got some work somewhere. You know, they if they didn't work here, why they probably worked on the road or someplace, you know, and put in there. Everybody cut their own wood those days. Why we all burned wood in their. Kitchen ranges and in our heating stoves. And we could get all the timber we wanted for nothing. Well, we had to do was cut it and we had to first we had to provide transportation for hauling it home. But I know there was. A lot of cooperation there too, even in making wood. Most, most everybody that cut wood, they would cut it in four foot lengths and hall at home. And fill it up. Well, then there was old 2 or 3 year, possibly more individuals that had buzz saws, no automobile. They converted over into a wood cutting outfit, you know, took the body off from it, and they just had the running gear and, and they'd got to get Ahold of a saw harbor and a saw and, and so whenever they go to cut, somebody would buy that person that owned the wood.",01;57;01;08
Arthur Sundberg,01:57:01,"He would get some of his friends and neighbors come over and help. Well… you know… it wasn't too big a trick, you know, to cut 40 cords of wood a day… because… one man or two men bringing the wood up to the saw, and they generally moved that saw to kept, kept it right up to the woodpile. One man actually sawing the wood and another man off bearing, you know, taking these chunks as they come off the saw and throwing them out of the way, they… they'd probably cut… ten cord for you and come over and cut maybe ten cord for me and maybe ten cord for somebody else in, in a day. But, the only one that got any pay was a man that owned the saw. He got so much a cord for cutting the wood. The rest of the help is all cooperative. One would help the other when you see. But generally in making the wood out in the woods. Why?",01;58;25;01
Arthur Sundberg,01:58:25,"Usually it was a one man deal there. Sometimes two would go together, you know, and if they were using a crosscut soul, then two men would work together and you know. And they'd divide the wood that they made. But there wasn't any power source in the woods. It was all crosscut saws.",01;58;51;19
Sam Schrager,01:58:51,Did the company give preference to married men over single men? As far as.,01;58;56;22
Arthur Sundberg,01:58:56,"Yeah, well… they did, except if there was some single men that were held jobs of, you know, of importance, then of course, that single man, he was given the same consideration. But they were pretty fair about keeping families, you know, together. I, I think they'd done a real good job of administering the whole thing, after all. You know, it was pretty difficult times for everybody.",01;59;45;04
Sam Schrager,01:59:45,"If you were going to add it up and look at the advantages and disadvantages of a of a company town, how do you think they they would way out? I mean, I'm not saying that, on balance it's it's gonna be terrific or it's gonna be bad, but, I mean, we're in a good. What do you think would be the advantages and what would be disadvantages of it?",02;00;10;14
Arthur Sundberg,02:00:10,"Well, you know, somebody listening to these tapes, if they ever do in the future, and you put a question like that to me about the advantages and disadvantages of company town, you've got to take into account, there's a lot of differences. It might be a lot of differences in a company town.",02;00;37;24
Sam Schrager,02:00:37,"Well, I guess I have to think of this.",02;00;40;00
Arthur Sundberg,02:00:40,"One, but thinking of this one here… all you take… i think I think in, in every aspect of the, of the town why the people were better off as a company town than they are as an open town, because of the fact that. The company maintained and they did it, done a good job of maintaining all the facilities and all the buildings and and everything, and there was no added expense to any of the people that lived here. They paid. When a person rented a house… well… house rent run from about $8 a month up and I guess probably the top rent for some of the best houses in town. Probably run up to maybe a $35 a month… but when you stop and consider that,… the streets, sidewalks, the buildings inside and out, the schools, the churches. Everything was maintained and paid for entirely by the company. And you didn't have to pay for any of that. You was bound to be better off in the company town, and you was in owning it yourself. The only thing is that.",02;02;53;24
Arthur Sundberg,02:02:53,"When a person gets to retirement age. Well, even when you're retired, I have to pay the same taxes and same insurance and same maintenance cost as a person would 35 years old. There's no difference. I pay the same taxes as as anybody else would. This paying taxes for the valuation… so,… money wise, I. You're bound to lose money by owning it. The only thing is, you've got something there. An equity that probably if you ever did want to sell, you'd have you'd have something to sell, which you wouldn't have if you was renting.",02;03;59;06
Sam Schrager,02:03:59,Company town is any drawbacks as compared to a non company town. Or were there any drawbacks at Potlatch that you can see?,02;04;09;24
Arthur Sundberg,02:04:09,"Well I can't, I can't see any for for this town. With the exception that if a person. Say wanted to start some private enterprise. If you wanted to start a grocery store or. Or another confectionery or or something that was already here, you couldn't do it in this town because they wouldn't give you a permit to do it. See? If you wanted to start up something that wasn't already here, then fine, you could do that. But they didn't. They protected those that was in business by not allowing any competition in that business in this town. But you could just go over the hill here, just a quarter of a mile to Onaway. And that was that was an open town. And they had a grocery store there. And, and they would run competition with a grocery store here. You know, some people like to trade over there and some didn't. But that's a that's about the only disadvantage that I can see to Company Town is that they control all private enterprise too in the town.",02;05;48;18
Sam Schrager,02:05:48,"Back in the old days, there used to be some people who were critical of it just because it was a company town who would say.",02;05;56;27
Arthur Sundberg,02:05:57,"Oh yeah, yeah, I think, I think you'd find that, but. I think if you'd try to analyze it, the same people would be critical of any system in any town in the country, regardless of what it was. Some people are just natural born. Grapes and want to bellyache about something all the time. And that's, you know, it's just a just a matter of human psychology. You can if you could canvas this town or Moscow or Troy or any other town right now. If you could just. Well, if you could get somebody to sit down on a bench in that Freedom Square in Moscow right now and talk with you and talk with you for an hour, and then you'd get somebody else talk with you for an hour on the same subject, in the same sequence of subjects. And you do that for eight people for eight hours or an hour apiece. You'd probably get eight different pictures of what you want to talk about.",02;07;23;17
Arthur Sundberg,02:07:23,"Some of them would be happy with everything and some of them would. There wasn't. Not one single thing in the city of Moscow was right. The town council was all wrong. The mayor, he should be shot. The sewer systems are no good. The water systems no good. You can't drink the water because it's putrid. Anything. I don't care what it is, but that's just human psychology.",02;07;54;07
Sam Schrager,02:07:54,"I think for the company town. Looking at it in in the past, the reason that it wouldn't have a good name would be because of things like what happened in the East and in places like Pullman, you know, where where it was a company town. And the dissatisfaction of the the workers was so great that it led to the, you know, severe labor disturbances.",02;08;21;00
Arthur Sundberg,02:08:21,Yeah.,02;08;21;11
Sam Schrager,02:08:21,"Well, and riots and that I think that that's where I would see the source of that.",02;08;28;04
Arthur Sundberg,02:08:28,"I don't think I don't think that held entirely true with company towns in the East either. They're, they're big riots and, and troubles was. Trying to organize labor. I guess that's not here, but why they're putting a rug down on their porch over here, I think. But… you take… the Pullman Railroad Car Company, you know, and the steel mills and the coal miners, they fought a awful hard battle for years, you know. But it was most of those people outside of the coal miners lived in. In their own homes or in houses that they were running from individuals. And it wasn't a company home, but their troubles was. All on being able to organize labor. And these operators, they spent millions of dollars and trying to prevent the organization of labor. But then they they finally did went out on the organization of labor. And then when they did, they they created a monster that, that they can't control anymore either. Labor has taken control of the world.",02;10;37;14
Arthur Sundberg,02:10:37,"Labor is is, is much more corrupt than management ever thought of being. Here? They're looking for Jimmy Hoffa right now. They don't know where he is, but it's just a matter of involvement in organized labor. He's trying to take over the Teamsters union again. So there is no I don't think there's any really cut and dried answer on any of these things. It's it's just a matter of more or less a personal opinion. And. But I think if you just wanted to break it down in regard to a couple of town. Bring it right down just to. The fundamentals and they get down to the nitty gritty. The old thing is that I would have to say that they were all right. They were they had a lot of advantages. Just for the fact that. In those days, the average person didn't come into a town with the. In here very much money in his pocket. He might have lots of kids, but no money. And in company town.",02;12;28;23
Arthur Sundberg,02:12:28,"If he was hired and he got a job, he was given a house and. He could get fuel delivered to his house and that would be taken out of his paycheck. He didn't have to have money to get it. He could pay for it by working, and he could establish credit at the store to where he could buy food and clothing for his family, and he could get that on credit. He could pay for that as he earned it. So you take from the standpoint of a person. That's in that category, economically, it was really a blessing. It was he had everything that he needed for to sustain him and his family with, and he got it with just the idea that he would work for it. And that's that's something that, that you couldn't get in other enterprise. Now you take at the same period of time. If a man come into Spokane, say, with his family and he come in there and he was broke, but he went to out to one of these sawmills, or he went to the slaughter house, or he went to any other business established in Spokane and asked for a job and was given a job. Well, then it'd be up to him to.",02;14;32;02
Arthur Sundberg,02:14:32,"Ram around town, looking for a place where he could find a place to live. And he'd probably find some old broken down apartment building, or some old house that was ready to fall down. But the owner of that property, he wanted cash in advance for rent before he could move in there. Then he would go to the store to buy some groceries or buy some clothing for his kids, and they wanted cash before he could get it. So you see the advantage of the company town over private enterprise when you're looking at it from the point of of a person in that particular category. Now, in the early days, that fit for everybody. There was very, very few people that. That really saved up anything. Those that did save for people that were well established and had been there for a long time. But ordinarily, the ordinary person that was moving into the area.",02;16;04;19
Arthur Sundberg,02:16:04,They didn't have much when they got their.,02;16;10;03
Sam Schrager,02:16:10,"I'd like to ask you something more about what you're just saying, because before when we talked, you said that, it was very hard for most people to get ahead. It just get by. And that's what it's been, what they earned. Well, was there see, I'm wondering about why that was. Why if you if you stay and work in a place for years, you don't, you know, or whether now you're what you're saying now is that when you if you stayed for long enough in a place and, and got well enough established, you would get into cumulate so some money.",02;16;48;26
Arthur Sundberg,02:16:48,"Well you dig if you just if you just stop and and figure. Now say a man gets a job and his income for the month would be, say, $70, that's his total income for the month. But. That $70, he has to pay a few dollars for rent. He has to buy his his groceries by clothing. And in some cases, he would probably make a small payment on whatever furniture he had to buy each month. And then, of course. In most cases, why they would probably use a little bit of money for for recreation. Might want to go to the baseball game or and then, another thing too is that the. I think the majority. Of the families at that period of time by the man of the house, he probably drank a lot of booze. He spent quite a little bit of money for booze. And I know that the, the people that, that I knew and was in contact with the time that I was growing up, that's very much held, very much true.",02;18;46;16
Arthur Sundberg,02:18:46,"And it was generally the woman in the house that really had managed to to keep food on the table and keep her kids clothed and ready for school and all that sort of thing, because a man would work hard and he would come home and he'd eat and pile into bed, and next morning he'd get up and go to work. But then weekend come, he'd go out and he'd get drunk on Saturday night. And he stayed drunk on Monday morning. So there's really no nothing, no money to be saved. Now, there was a big percentage of the of the women, you know, that had families. The husband was working, but still the women would either take in boarders or do do laundry for single men and do all kinds of things. He'd probably go out and do some housework for some of the brass, you know, in order to get a little additional income so that they could buy a pair of shoes for Johnny or a dress for Nellie or something like that. See? But as far as saving money was concerned, that was just almost the thing that you couldn't even hope for.",02;20;19;08
Arthur Sundberg,02:20:19,"And that's the way the country was built. That's the way it that's the way conditions were. I think from the time that the country was started up until. About when we got straightened out after the depression periods in the 30s. So that was a long period of time that the country was run just that way. You take people at your age and, and most of the young people around the country, they've got no conception at all of how people used to live. I think after even being told. And even if you've seen pictures and you could read books and stuff, it's still hard to to really imagine and picture in your mind just the way people lived. And I wouldn't say that that, that, that was they were suffering any hardships because that was just the, the way people lived. That was their mode of living… and… they at the time.",02;21;46;09
Arthur Sundberg,02:21:46,"Probably didn't think that they was being put to any particular hardship… now you… take, for instance, even people that were fairly well to do. They still had to go out in the backyard to that little house out there to go to the John. And in the wintertime you'd go out there. Why? You'd wrap up with mufflers and sweaters and wrap up and mittens and everything to go out and go to the John. But they didn't seem to mind it because that's all they knew. They didn't know anything else. Now, if you go to the bathroom, you've got to have, it's got to be heated. It's got to be heated with furniture, electric heater or some other method of heating it. And, and people that's, that's working under the most menial jobs right now, live better than the very top. Did you go? You know, I can I can recall when I was a little kid.",02;23;30;29
Arthur Sundberg,02:23:31,"There were three of us kids in the family who had one brother and one sister and. You know, in order to provide some real. What my mother considered something that we really needed in our diet, I she probably had two eggs. And she would boil those two eggs and, and probably mash them up and then divided up into three parts. We each had a little part of an egg… and… we didn't think that, we was really being deprived, but, we just had to do. The women folks especially, they had they had their heads had to be going all the time to figure out how to keep things going, because that's something that the men didn't, didn't take any party in at all. You might see they went out and they worked, and they brought in part of their paycheck at least. And then it was up to the woman to to see that everything was held together.",02;25;06;27
Sam Schrager,02:25:06,And you mentioned to me before that these people on Nob Hill were many of them living beyond their means.,02;25;18;23
Arthur Sundberg,02:25:18,"Well, that's that's very true… you take… all that. Spokesman review newspaper daily, you know, daily and Sunday. And the kid would peddle that to the house every day. And in the wintertime he'd have to break his own trail. They wouldn't even shovel the sidewalks and get up there to the house with that newspaper. And that newspaper cost $0.70 a month. And that kid had probably in some of those houses up there, he'd probably make 5 or 6 trips up there trying to get the $0.70. And they'd keep stalling him off and stalling him off and stalling him off their shorter change. We were just a little bit short. You like to come back and had more excuses, by golly, to keep him paying that kid for that paper. Would you take the average person in this part of the town over here? The kid had come get their money for the paper.",02;26;29;04
Arthur Sundberg,02:26:29,"They'd give him his money right there. But up there on that hill, they didn't.",02;26;34;02
Sam Schrager,02:26:34,"What's the cause of of that being? I mean, if they didn't, they were they making just about what they had to be making more than that average working?",02;26;44;06
Arthur Sundberg,02:26:44,"I know it, but then generally their wives had more parties and probably would by a little more expensive clothes or something that used it up. But anyway, it was simply jaw bone, the whole thing. It was just putting on a front and they didn't have anything. There was a few of them up there, you know, that that that were responsible, that, you know, they weren't all that way. But there was a few up there that all they wanted to do was be able to, you know, could get vacant houses where they could get up on that hill up there. And when they got up their way, of course, they paid more rent when they got up there too, you know… but.",02;27;31;06
Sam Schrager,02:27:31,Was that hill reserved for management?,02;27;35;01
