speaker,timestamp,End Time,words
Roy Martin,,,"Yes, well that's what I was talking about. Lot of times if you're riding the ... as a rule you wouldn't freeze to death, not t:, o many froze to death. But their, maybe one or two in the winter would be froze to death. Somebody d get froze to death on the blinds. If they didn't have guts enough to go up IS over the angina and get warmed up, that will happen. I rode a trip up to Canada one time. I oas in aplace called pitcher. A and I rode it to Calgary. Canada, Alberta. And I only made it about half way. I got so damn cold, I went up over the coal pile and walked down in there and I said, boy, I can't stand it no more, it's just too cold. They said, well come down here kid and get warmed up. And they gave me coffee, I was only akid, that's all I was, akid. And they gave me coffee and they said, we can't take you into the station. Sothe said, when you're warmed up, you're ok now? Yep, okay, we'll slow down just out the edge of town, town was only asmall town anyways. Well, Calgary's pretty good sized town, they took me, just before they got to the station they sloweddown to almost awalk and I stepped off. That's akind of aguy they were. Then, I'll ttll you another thing: You could not ride atrain out of Calgary, Canada because the mounted police, or the provincial police, watching the train. And I was on the bum, I was broke, I wanted to go to Hanna, which is abig city, bigger than Calgary, at that time. That's probably bigger yet. Guy says, ""You can't ride this train out of here."" He said, they watch the train, you can't ride apassenger train out. I said. I'll ride it. So I went down to the round house and I said what train takes number for Hanna? He says, That one standing over the pit."" And their all coal burners and they set over the pit. The pit is where they rake their ashes and clinkers out of the engine. I t it'll been coaled up, steamed up, and only had about 25, 30 minutes to go before the engineer come over there and the fireman took that train and hooked on to that big passenger thing and took it to Hanna. That's quite aways from Calgary to Hanna, I forget how many miles. There's lot of miles. But it wasn't too bad then. So, if you ride the tender they catch you and they ' you off. Provincial police, mounted Police.. I go down in the pit. All them engines got big cowcatchers on 'em. Like that. Underneath they got two trucks and on them two trucks, they got two big iron deals that sit up there that hold the trucks. So, you go down in the pit and you just climb up and get on the trucks. Plenty of room. Sit up there just like lg a big bird. And so the engineer and the fireman come, and they take the engine er to the station and they hook onto this big train, and pretty soon, whistle blow you don't care who sees you. They can't get you out. There's no way you can get out. They cowcatchers1 coming down like that, to the rail. Can't get out. So then, you know where you want to go, next division point, Hanna. So when you get to Hanna, you just, the disengages the engine and whistle blow they go back to the round house what they do pull it over the pit. So when you 'A get over the pit, even though you're young, 18,17 like I was 16. Pretty darn stiff and sore from all that ' ride, because you're looking right into the wind. You get off. Nobody can bother you. ASi. a rule, when you get there, nobody's there. Nobody knows you're there. You just get off the pit and walk out."
Sam Schrager,,,Are you right behind the cowcatcher when you're riding there?
Roy Martin,,,You're right under the cowcatcher.
Sam Schrager,,,"When you were on the trains, what would you do to pass the time?"
Roy Martin,,,"You don't pass the time, you just hang on. And you know you're going to get there. You might think of different things, but you don't have anything to pass time. You got all the time you need to hang on. You know where you're going to go and all you got in your mind is you want to get these. Now I rode a top of a mail train one time. From Ray, North Dakota to Spokane. At 1300 miles, check it on your map. I think. I could be wrong. I t's around 1300 miles. Ray, North Dakota. We got through harvesting there, it'd been raining for a week, everybody was disgusted, all had money. And I bought two hamburger sandwiches, and I put one in one pocket and one in the other, I m just akid, but I'm about 17, I guess, something like that. I was gonna grab the next train. Whole P bunch of lumberjacks are there, I know 'em. They're all from my part of the country, all from around here."
Sam Schrager,,,They were out there?
Roy Martin,,,"They were working on the harvest. We was all heading west again, back to the lumbercamps. No, the says,""I don't think you'll ride this train."" I looked doan and smiled away. I could see a black smoke acoming. Says,""That the mail train. I'm gonna ride it. Four coaches, all it had. All mail. I got on the rear coach, just stopped for water is all she stopped for. A engine filled up with water and she says, toot toot. She was gone. I grabbed the rear end of it, went up the ladder and got sort of a ladder on the end of the coach, it's almost like a passenger train. And I got on top, and before it was going to fast, I went up one coach. Bunch of steam pipes coming out of there and I hung onto one of them steam pipes up on top. Then there was that thing that catches the mail. A big spring runs over on top. I found something to put my foot around there, I hung around this, F my foot around that, and that thing, I don't think it made less than 90 miles an honr. I t was a fast train. One of the fastest on the railroad. I rode that thing all over the prairie, from Ray and it didn't stop I think til we got to Glacier National Park. Stopped at Glacier National Park, I don't know what it was for, probably water and probably pick up mail and what not. And all these other towns we went through, kept going through catch them mail bags with the arm at the side. We got to Whitefish, Montana, was a big extra gang on the right hand side. There was a tower up here, was a depot tower where that telegrapher and yardmaster, looking through, out. So I rolled over on this side so they couldn't see me, because the cars are built like that, you know. I rolled over on the side after it stopped so they couldn't see me. There was a man and woman, they come out of this extra gang car, I guess it must have been the cook car, and this woman said,""Look at that man up there!"" This guys says,""Shhh, don't say anything. That man is beating his way, don't give him away. Don't say anything."" She says alright. Pretty soon, it wasn't there only a minute or two, pretty soon the train says toot too we're going again. So then..."
Sam Schrager,,,You were the only one on top there?
Roy Martin,,,"I'm on top, that's all. So, I had about 350 bucks in my , ocket, but I didn't want to pay my fare. So anyway... Any snow or any water or anything, any rain, it can drain down, it's got a drain goes down underneath. Anyway, tell you what happened. Got out of Whitefish, and that train never stopped. We got to Spokane, Washington, it was a nuil train. I got to Spokane, I expected the old train to slow down, it never slowed down, got right to the depot. I t's on account of a viaduct where it pulls out. There's a couple of steps that go down off the viaduct, I know where that was. I stepped off that train, a couple of cops hollered,""Stop, stop!"" I just went down the stairs and kept going. Once I was on the main street, they couldn't stop me. 'Cause they were railroad police and I was on city property. So, they had a restocant over there on Trenton Stevens called Welch's. Old lumberjack resturant, where the lumberjacks used to eat. So I walked into Jack Welch's resturant and I knew one of the waitresses there, very nice young lady. She says,""Oh boy, where you been?"" I said I'm working for the Great Northern up here shovelling coal."" I was just black as the ace of spades. Cinders and everything covered me riding on top of this mailtrain. And she said,""There's a washroom in there."" I went in there and washed, come back and ordered a good feed, because all hamburgers I had in my pocket, I tried to eat on of 'it:, and no matter how well I had 'em wrapped up in, you know how they wrap hamburgers in foil, in napkins, it was just full of cinders. Well, I got in there 5:20 in the morning. You can imagine that I left in the afternoon in Ray, North Dakota at 20 minutes to five I was in Jack Welch's resturant , eating breakfast. And I 350 bucks I had made in the harvest. I'd saved up. Them guys didn't get in for a week later, because they was riding the freight train. But yeah, it took'em a week to get in riding freight train."
Sam Schrager,,,None of 'em tried to get on the train with you?
Roy Martin,,,No.
Sam Schrager,,,I wonder what they were thinking?
Roy Martin,,,"They all rode freights. Well, you figure out, that old engine was making, I'd say on the prairie there, on the flat country make 90 miles an hour. I don't know what they made in mountain country,'cause I was hanging on 'cause they was just going around the curves like that."
Sam Schrager,,,Did you stay in Spokane for a while?
Roy Martin,,,"Yeah, waited for my friends, a partner here, a partner there that want to go with me and I met him. But then we all stayed in Spokane for acouple of days and rested up. Then we looked for jobs. Some of 'em went to the Clearwater. Some of 'em went to Priest River. But they had to get the news. Where the jobs were available. And in Spokane at that time they had what they called, they had sharks, employment sharks. Campbells was one of 'em. I remember Campbell's. They had alot of employment sharks, and they'd charge so much for ajob. Then the company paid 'em so much, you paid em so much."
Sam Schrager,,,"I heard some of that was underhanded,"
Roy Martin,,,"Oh yeah, it was crooked. A lot of it was crooked. I don't say how much. Alot of it was crooked. They let you work two or three days, they'd fire you and you see, the bosses was getting so much for every man that they hired. And the employment company was getting so much, so they... hiring and firing. That was athing that the IWW's tried to get rid of. But I wws didn't last long enough to get rid of it. They tead the same thing in Portland. They had alot of things like that."
Sam Schrager,,,"What did that mean? If you said you wanted to get a job and you went to the employment shark, you couldn't really be sure that the job eas going to be there when you got there?"
Roy Martin,,,"Well you get the job alright, maybe work aweek. And maybe they'd lay you off andthey'd fire you and they'd hire somebody else. Well every time they fired you and hired somebody else, the boss was making so much, the employment shark was making so much. You see how crooked everything was? And that was what the lumberjack had to put up with. That's what the I wws was against. Thats where capitalism come in. They were against that. So actually what capitalism is'a high class bunch of crooks. The same thing as they are today. If you don't believe? vote for Nixon. I'm going to get adrink.pause in tape"
Sam Schrager,,,I just care about what the truth was.
Roy Martin,,,"I don't know any ... not one! Only thing is that I remember is that the Ms was abunch of men trying to get adecent wage, a decent condition to live in. And they were the ones that started the union. And California was the greatest nation that tried to stop it. They paid millions of dollars to try to put the I wws out of business. Don't forget it. I don't give a fuck if you're from California. But they did."
Sam Schrager,,,One thing I want to ask you about hobo living. What did the guys do for sex? Did they go to the whorehouses?
Roy Martin,,,"Sex? Well, I'll tell you what, I'll tell you what lumberjacks did for sex. You called go to Priest River, had whorehouses. They could go to Sandpoint. There was whorehouses. They could go to Libby, Montana, had a whorehouse right next to the police station. Yes. Right next to the police station was a big whorehouse. About 7 or 8 whores. And you think all whores are not good? I'm gonna tell you something: In Libby, Montana they had a gal that was a whore. When you were broke in the wintertime and you didn't have anything to eat and you came in there and you were a lumberjack, she'd say, just like the lumberjack, ""Are you eatin'?"" ""NO "" ""Here, here's a dollar. Here's two dollars. You and your partner go down and eat."" You know how much the whores were gettin' in them days? Two dollars a trick. That's what they were gettin', two dollars a trick. And, we had a gal there, I can't tell you here name 'cause that would be against the law. But she was anice woman, avery nice woman. And you know, one time I was in Rexford, Montana,45 degrees below zero. And we was going up to Curley Cox's camp. About 1925, I guess."
Roy Martin,,,"Curley Cox's camp and it was 45 below zero. Rexford, Montana. And we slept in the depot all night. And you know, the agent in that depot must have been cold blooded.'Causethe only filled that stove one time with coal. And we stayed in there, we didn't freeze, but we didn't get, I mean, we didn't freeze, but we were cold. And we slept on the benches there in Rexford, Montana. And ..."
Sam Schrager,,,Did you have a blanket?
Roy Martin,,,"No blanket. You know, the lumberjack didn't pack any blankets. That's one thing that the I wws outlawed, anybody packing blankets because lumber companies had furnished blankets and we didn't want to get all loused uphafs one thiwg that the I wws insisted on. The lumber companies furnished. Lets, adequate food, a place that you could bathe and wash and good beds. And they got it. That was the requisite of 1916 revolution. That was the I wws. They got it. Alright, but now to go back to Rexford, Montana, the hotel was up on the hill. Two story hotel. And 45 below zero. So we got all bundled up and we went up to the hotel and that was the only real recrefional point of Rexford at that time, wasn't very much. A meat market and a butcher shop and a grocery store and a hotel and probably 2 or 3 other bootleg joints. But the hotel was the main thing. I t was ahotel that had rooms on both sides, you could figure out how wide it was. And it was three stories high, wasn't very big. You figure out, and the bottom floorthey had a restarant. And a bootleg joint and I don't know what else they had there but I wasn't that much accquainted with it. So we went up there, 45 below zero. And what we wanted to do, we wanted to go up and go to work for this lumber company. Now I don't remember what the name of the lumber company was. But his name was Curley Cox. So that's all we knew, Curley Cox's camp. I t was about 6,7 miles from there. So went up there early in the morning. 'Cause was cold. We said, well we go up to the hotel, we'll get something to eat, and we didn't have any money. But we figured we might meet some lumberjacks that we knew, we might get somethin' to eat. So we went and nobody on the ground floor was up. We went up the next story, and they had a great, big furnace up there, wood furnace and it was warm and we stood around this wood furnace and finaJJ a young lady come out. Dressed in a kimono and said,""Boy wasn't this acold night?"" I said,""Well"" Bill my friend said,""You should have stayed in the depot last night. That was real cold."" And she said, ""I wish you would have stayed with me last night and kept me warm.""She says, ""I was cold."" She was aprostitute of course. And avery nice person. We said, like all lumberjacks,""Are you eating?"" We said no. Well,""Here's acouple of dollars."" Gave us two dollars. Well, at that time for two dollars you could go down and buy astack of hotcakes, side of sausage and all the. coffee you could drink for thirty cents. So we went down and we had a stack of hotcakes and all the sausage we could eat two bucks. Don't forget it. And all she oC was getting was two bucks, for a trick. Her name was Alice White. Nice woman. So Alice White, so anyway, we had our breakfast and everything and we went up to this camp, Curley Cox's camp. And we get up to camp there and was about, I guess there was about a 100 men working there. And it was a horse camp, everything was sleigh haul and everything. They haul the logs down to the river with a sleigh and they dump 'em in the river and then they drive 'em from there on down to the sawmill, I don't know where the sawmill was, to tell you the truth about it. But they had quite a few men working. So we got into the goddam camp and we got a job. And the first morning we were there, first thing, some big lumberjack jumped on the table andthe said,""Clear the table."" Andthe kicked everything off the table. Theguys kicking, they were kicking egg bowls, these great, big, dish up bowls and throwing 'em back in the kitchen and they were throwing eggs back in there and everything. What they did, they had a bunch of Chinese cooks. Well, the eggs were rotten that they were serving there, and the food was rotten and everybody rebeled against it and everybody quit. So Bill and I said there ain't no chance of going to work here, 75 men going down the hill, we just go with em. They paid 'em all off and we went with 'em. We get back down to Rexford, and of course we had a few more drinks down there. Well, the thing was, we finally got out of there, we got a freight and we got the hell out of there! I don't know where we went. We went east, northwest, we couldn't go north, we either went east or west. But we went!"
Sam Schrager,,,Did you ever see that girl again?
Roy Martin,,,"Yeah. So 'bout six or seven months went by. And we went, took a trip back up in there. And we got in there and we met this girl. And she was getting married. And she married a lumberjack. And everybody attended. And a lot of 'em had this gal. But she was a nice gal. And everybody brought presents or paid presents. And hell of a nice time was had by all. And they knew the lumberjack that she married. She married this lumberjack andthe had 80 or 90 acres. Down on the flat somewhere. And ame kind of a stump rancher, you might call it. We was up there a little later on and she had two twin girls. Beautiful. And she became respectable. She married a lumberjack, became respectable. Everybody loved her. That was good."
Sam Schrager,,,"Theee girls, would they give men affection? Besides what they were doing for the money?"
Roy Martin,,,"Some of 'em didn't. Some of 'em married and some of 'em didn't. Alot of 'em were very nice women. This one became respectable, married this guy and everybody respected her. Alice White. Hell uf anice woman. Far as I know, I guess their still up there. Course, their older than I am now! If their alive their older than I am."
Sam Schrager,,,You think most of these girls had to do it for the money?
Roy Martin,,,"Yeah. They sure did. There was no doubt about it. They didn't hire 'em for anything else. But when they could get out of it, they got out of it. And they did. And some of 'em didn't. Like Alice White, she got out of it and she married this guy. Andthe was a nice fella. Hey, you better go."
