speaker,timestamp,words,End Time

Ione Adair or Bernadine Cornelison,00:46:16,"Having opposed him. Well, when David's had that little grocery store down there, the back part of the store, and they had their, the grocery store, and I was acquainted with the grocery men. And I got started, you know, a close to him at that time. He's still drinking.",00;46;32;25
Sam Schrager,00:46:32,"I think about, about the governor, though, and and leaving the house and all he did, they left that house shortly after 1893 when they moved out. Or how long did they when.",00;46;47;19
Ione Adair or Bernadine Cornelison,00:46:47,It was vacant?,00;46;49;09
Sam Schrager,00:46:49,It was vacant. No one living in it after.,00;46;51;24
Ione Adair or Bernadine Cornelison,00:46:51,"There was no one living there at that time. But I don't know how what arrangements they had for living there. But Mrs. McConnell filed a homestead right on it, and I gave them a certain length of time for taking care of it, I think. Well, let's see, now that is listed in the abstract is Mrs. McConnell is Louisa McConnell farming a homestead right on the old place? And that house was built in 86, and daddy bought it in 1900, and they'd been out of that house several years. So they must have lived there very long.",00;47;33;17
Sam Schrager,00:47:33,Do you know why he went bankrupt in 1893? Do you know why he went bankrupt during that depression?,00;47;41;25
Ione Adair or Bernadine Cornelison,00:47:41,"Spread himself to thin. He had an apartment. We didn't know McConnell's. But my father came out to Moscow in the fall of 93 or the spring of 94. I think it was the fall of 93. And he lived in a small house just back of Creighton's story down here on Jackson Street. And we lived in there for a year and then didn't understand. He knew the county commissioners. He had business with one of the county commissioners, and the county commissioner asked him if he wouldn't like to have a larger place than that and on a on a better street than Jackson Street at that time. And so my father said he would. And the man said, well, we are taking a possession of a small house on Third Street on account of the taxes. And he said, for a tax for a tax deed. And he said the commissioner should be glad to have someone move in and take care of the house. So my father then moved from Jackson Street up to Third Street and then into the big house. I think I think you didn't understand Sam's question. You wanted to know if you had any idea why Mr. McConnell had to go bankrupt.",00;49;14;12
Ione Adair or Bernadine Cornelison,00:49:14,"Had to go bankrupt? Well, this is not for publication, because I can't prove it one way or the other. But he was called Old poker Bill through this part of the country. And he had a good, many good, many gambling debts. And besides, he had this building down here and he had the home here. And this whole block was his at that time. They he gave permission and deeded enough property for the Lutheran church to build a small church there on the on the corner, and he needed the property to that. Don't put it up. That's because we said that. That's in the abstract. Likewise where he needed it to them, and they built a church there. Then they wanted to enlarge the church and didn't have property enough. So my father then deeded them so many feet this side so they could enlarge their church. That's where the pioneers are now, and the Pioneer Association. Then after that, dad sold what at that time was the old livery barn. McConnell was also interested in the he was very in the livery. And Marjorie.",00;50;43;21
Sam Schrager,00:50:43,"Yeah, that was part of it was of.",00;50;45;23
Ione Adair or Bernadine Cornelison,00:50:45,His first.,00;50;46;22
Sam Schrager,00:50:46,Funeral.,00;50;47;09
Ione Adair or Bernadine Cornelison,00:50:47,All of those. And so my father sold them the old barn up there for so that they could build a parsonage. And they built a parsonage on the other end of the lot from the church.,00;51;04;02
Sam Schrager,00:51:04,Did you ever hear about how they happened to decide to pick him to be governor?,00;51;12;22
Ione Adair or Bernadine Cornelison,00:51:12,As governor?,00;51;13;19
Sam Schrager,00:51:13,Yes.,00;51;14;00
Ione Adair or Bernadine Cornelison,00:51:14,"Appointed… no. He followed when it shook. Shoup was the first actual governor. McConnell, I believe.",00;51;26;00
Sam Schrager,00:51:26,Was the third.,00;51;27;04
Ione Adair or Bernadine Cornelison,00:51:27,"Yes. Yeah. He came in after the elected governor. Before that, he had been elected as a representative from Idaho back to Washington. And I think that's where he got the the influence. Probably they put him in as, as governor.",00;51;46;21
Sam Schrager,00:51:46,"Did he have a lot of respect around here after he came back, having as an ex-governor, how was he treated by by local people at that time? Did they did they look up to him at all or just just treat him like anybody else?",00;52;01;23
Ione Adair or Bernadine Cornelison,00:52:02,"He's just one of the citizens that was in a particular attention to him. They they respected him and all, but no one paid any particular attention to him. Absolutely. He was a very outgoing person. But Mr. McConnell was a very retiring person. She was very quiet and social minded at all.",00;52;22;22
Sam Schrager,00:52:22,"Well, did she you know, they there's she stayed up here when he was down there as governor. Is that just because she was so shy and retiring, or did she really have to stay up here to take care of her business?",00;52;36;03
Ione Adair or Bernadine Cornelison,00:52:36,"No, not enough business. But she had. Or the children were not young then.",00;52;41;14
Sam Schrager,00:52:41,But Mamie went down and.,00;52;42;28
Ione Adair or Bernadine Cornelison,00:52:42,"Maybe went as his secretary. Mamie, I think, was about 16 or 17 years old at the time that she went down to Boise. When she went down as head as when he went down as governor, called me the other day wanting to know if we knew when McConnell's were married. Well, we looked to what we had, but there was no date set. But we figured it out pretty accurately, because when they came over here in 86, their youngest child was old enough to be running around the house, and they had five children. So that places in 1870. Mrs. Hannon sponsored gave her a lot. And the lot was right. Was it the corner of the school yard out here? Now, where the big tree is? There's a big pine tree up there now that was planted there when she was when she was there, when she remembered very well that they had only been married a short time, and the father had given her this house and lot as a wedding present, and said said she remembered seeing Kerry Bush and Kerry McConnell as a youngster, about four years old, running around in the yard.",00;54;08;03
Ione Adair or Bernadine Cornelison,00:54:08,"She remembered her. Well, then you see, there was Kerry, and then there was a young man by the name of Will, Will McConnell. And then there was Ollie and Mamie and Ben, and Ben was the the boy that the Indian boys took care of until the time Indian raid was over. And so they had to be a difference there of quite a few years to what it was that someone reported the other day and asked us about. And all I can tell them is that they were the five children, and the Kerry was the youngest, and she was about four years old in 1886 when they moved into the the house here.",00;54;55;24
Sam Schrager,00:54:55,"Well, do you have an idea yourself? I own about why Mrs. McConnell didn't go down to Boise when he was governor.",00;55;04;21
Ione Adair or Bernadine Cornelison,00:55:04,"Was a very retiring, timid person, and she didn't like social life. She liked friends, but she didn't like social life. And to leave her home here and go down to Boise and take care of the parties and the work that was there was just too much for her. She couldn't couldn't take it and she wouldn't she wouldn't accept it. So they just sent Mamie down as a representative of the family, and she went down and and took over from McConnell when he was down in that section of the country. And that was that was as near as I can tell you. This is what was very a very timid, retiring person.",00;55;55;13
Sam Schrager,00:55:55,But Mamie wasn't at all. She was more than willing.,00;55;58;29
Ione Adair or Bernadine Cornelison,00:55:58,"To an outgoing. She was more like her father. And Kerry was quite well. She was social. She had her own little society of friends that we all new here. But to go out or or try to be up in the social life in the future at all, and Ali was like her father again, very outgoing and outspoken and all young. Will was, well, I can't say that he was timid, but he was a man that had his own idea of the of the world and the doing it. He both then and will graduated from medical school. I think it was rush college, but I'm not sure that I can't say for sure what college, but those two boys graduated from the medical school there. The governor sent them back to the school. Neither one of them pursued the profession. Bill then after graduation, came west and became a forest ranger up from in Montana and won the forest in in Montana. And while he was there as a forest ranger, one night, he was riding around on the trail on his horse over the.",00;57;41;27
Sam Schrager,00:57:41,He told me this.,00;57;42;18
Ione Adair or Bernadine Cornelison,00:57:42,Did I tell you about that?,00;57;43;27
Sam Schrager,00:57:43,So because he died.,00;57;45;09
Ione Adair or Bernadine Cornelison,00:57:45,"There and young will, instead of following the doctor's profession, went up into the mines in the quarter lean country and became a minor. They just barely starved. And he knew more about mining the most anybody else was thought he did anyway, and he was in a fire at some rooming house at one time and jumped from the window. And the second story of the old building and injured his back. And after that Bill left the mines and just went here and there and became a kid.",00;58;29;14
Sam Schrager,00:58:29,"Taught him that I own. Well became I didn't know that that's how that happened, that he'd be broken his back, hurt his back, and.",00;58;39;11
Ione Adair or Bernadine Cornelison,00:58:39,"That was Ben Ali married Mr.. Who run a big pear orchard down and run the Portland country down there somewhere. And they had they had two children and one is Mamie Borah Eccles, and the other, I can't give you the name of I don't don't remember them because.",00;59;06;12
Sam Schrager,00:59:06,"Well, do you know how how Mamie met Borah? How do you know how.",00;59;12;09
Ione Adair or Bernadine Cornelison,00:59:12,She was? She.,00;59;12;27
Sam Schrager,00:59:12,Mattie? Yes.,00;59;13;27
Ione Adair or Bernadine Cornelison,00:59:13,Was she met him? When? At Boise. When he came in there for some law work. He said at the law office in Boise. And I don't know whether it was during the. I think it was after the NT days because he wasn't governor until after the vigilante days. But he met Mr. Boren Boise.,00;59;38;12
Sam Schrager,00:59:38,While her while she was down with her father.,00;59;40;18
Ione Adair or Bernadine Cornelison,00:59:40,"She was while she was her father's secretary and in Boise while he was a governor. And she was older than 16. I old because Carrie was probably 4 or 5 and was out of those five children, and after that she went to Boise with her father, so she would have to be more than 16 to hold that position, too.",01;00;02;20
Sam Schrager,01:00:02,"Well, do you think that she was much of a that being marrying her helped him very much to become senator? Because I had the idea that that that the governor's reputation in was such that it was very helpful in his own career.",01;00;23;15
Ione Adair or Bernadine Cornelison,01:00:23,"I imagine it had quite a bit to do with it, because Borah soon went back to Washington and and became quite prominent in, in the Washington affairs as after their marriage. And I imagine the fact that he was that she was the daughter of the governor and this was the governor's son in law, would have considerable to do with the placing him of positions and give him a chance that he did have. But he was equal to it when he when the opportunity came. That's as near as I can say, because.",01;01;03;20
Sam Schrager,01:01:03,What happened to the to governor McConnell after he came back? What did what did he do for a living in in his subsequent.,01;01;13;26
Ione Adair or Bernadine Cornelison,01:01:13,"Washington, he was in a position to help his father in law out a great deal, and he had his father in law implanted, appointed immigrant inspector for this section of the country. And all aliens had to report to Mr. McConnell as they came in and all. He was inspector for the aliens in this section of the country. That's how I got to be. What did you say? And not intimate, but familiar with the. Because I was working in the post office, I went into the post office as a substitute clerk in the post office. After after I left the courthouse and I went down to the post office as a substitute clerk, and I had a time off in the morning, and McConnell had his office on the third floor of the old Post Office building, and I would go up. McConnell got to the point where his eyesight was very poor, and he couldn't feel out the forms for the for the immigrant immigrants. And I used to go up and fill out these papers for him and get them all ready to mail, and for any so that he could take care of the rest of it. But I did the clerical work for him for quite a while.",01;02;52;12
Ione Adair or Bernadine Cornelison,01:02:52,"Then I went up to the post office on the Hill in 1926. They opened up the little post office on the hill, and Mr. Jones and I took over the office up there and took care of it.",01;03;08;05
Sam Schrager,01:03:08,"So. So during that period of time before he got that job, though, he was he was living on a pittance, really, not didn't have much money.",01;03;16;09
Ione Adair or Bernadine Cornelison,01:03:16,"I don't know what he was living on. They moved around a great deal, as I say. They moved into little House here and they moved in the house down behind the church, and they moved into the not to picket. I can't think of the house, the name of the house on second and first and first and Jefferson.",01;03;43;16
Sam Schrager,01:03:43,"Well, when they when they left the mansion, when they had to leave the house there, did they leave behind most of their most of their possessions, too?",01;03;52;24
Ione Adair or Bernadine Cornelison,01:03:52,I don't know what they did if they got rid of the good many of them. Mr. McConnell and.,01;03;59;15
Sam Schrager,01:03:59,"Like that, that that lovely mirror. Oh, they took that with them.",01;04;04;06
Ione Adair or Bernadine Cornelison,01:04:04,"That was that was one of his heirs at the time when I did the work for him of the office and and Mr. McConnell told Mrs. McConnell, he said if anything ever happens to me, I would like to have I own had the mirror. So when they moved from Howard and I mean, not Van Buren, and they moved up on to after Kerry's marriage and they moved up onto the street and they had no place for the mirror. So she turned the mirror over to me. At that time, that's how I happened to have the the I o. Were you working on his record records in 1930? This book is dedicated. To you in 1913… what… you weren't working on his records in 1913, were you? You must have been very good… in 1913… but the book was dedicated in 1913… no… so you were very good friends before that? I went up to the University Station in 1926. Well, this says right on the pie leaf by 19. And he gave me that book and he gave me the book in 1913. So it was before that time.",01;05;30;13
Sam Schrager,01:05:30,Did you go to the university? Did you go to the university here in.,01;05;35;07
Ione Adair or Bernadine Cornelison,01:05:35,"My spent one year at the university year. And then I went, my sister Lula had been taken to the sister school in Lewiston. She didn't get along very well in school here. And they decided that if they put her in the sister school, that she possibly would do better. So they took her down to their sister school in Lewiston. And I was at the university up here, and she decided that she didn't want to stay down there alone. She had to have company down there. So I left the university from here and went to Lewiston and registered in the college at Lewiston, and managed to take work at the college in Lewiston and say at the sister school, and also have a few studies there on how to keep me as a resident of the school. And I had the double.",01;06;42;14
Ione Adair or Bernadine Cornelison,01:06:42,Always. Taking care of some of us.,01;06;45;16
Sam Schrager,01:06:45,The sister school was that was that connected with the convent there?,01;06;51;00
Ione Adair or Bernadine Cornelison,01:06:51,"No, no.",01;06;52;12
Ione Adair or Bernadine Cornelison,01:06:52,It was just called the sisters.,01;06;54;14
Sam Schrager,01:06:54,It wasn't religious.,01;06;55;20
Ione Adair or Bernadine Cornelison,01:06:55,"Private school. Yes, yes, it was a Catholic school. And that was quite an event for a methodist. Father was a strong Methodist to send his daughter to a Catholic school, but she refused to go to school. She started just about not going.",01;07;08;04
Sam Schrager,01:07:08,"Why, why, why didn't she? She wanted.",01;07;10;04
Ione Adair or Bernadine Cornelison,01:07:10,"To go. The rest of us love school, but she didn't want to go to school.",01;07;14;01
Sam Schrager,01:07:14,Did she get along okay when the sisters school?,01;07;17;05
Ione Adair or Bernadine Cornelison,01:07:17,Well she wasn't. I own to come live with her as I was there.,01;07;20;28
Sam Schrager,01:07:21,She was. How old was would she have been at the time? Lula?,01;07;25;03
Ione Adair or Bernadine Cornelison,01:07:25,I don't know about how old was. Then you had been in college. Who must? You must have been. She must have been 16 or 17. I don't know how she was.,01;07;39;24
Sam Schrager,01:07:39,"Well, let me ask you something else about this.",01;07;42;21
Ione Adair or Bernadine Cornelison,01:07:42,She'd be about about three years younger than I was. And you were in college.,01;07;49;06
Sam Schrager,01:07:49,So what did you think of the difference between. What did you think of the differences between the school up here and the school in Lewiston? The college?,01;08;01;19
Ione Adair or Bernadine Cornelison,01:08:01,"You mean, what did I think of the character of the school up here and the school in Lewiston? Well, I had two good friends down there, Minnie Rawson and Nell, as very rich, and I roomed with them there. We did our work together, and as far as I could see, the the two compared very, very well at that time because I hadn't been in university long enough to be saturated with it. And, and I couldn't see very much difference in the schools. The work was very small schools then, weren't they? They were each very small schools. Yes, very small schools. At that first graduating class was something like speaking, talking about taking reciting pieces. And you asked me what I recited and all. At that time there was a young woman by the name of Henry that was in charge of the physical culture and elocution and all in the college.",01;09;23;14
Ione Adair or Bernadine Cornelison,01:09:23,So it was a very small college.,01;09;27;10
Sam Schrager,01:09:27,"Oh, sure. No, I can just just.",01;09;30;15
Ione Adair or Bernadine Cornelison,01:09:30,Saw what?,01;09;31;06
Sam Schrager,01:09:31,My business.,01;09;34;23
Ione Adair or Bernadine Cornelison,01:09:34,And… not only for. Did you say sugar?,01;09;41;04
Sam Schrager,01:09:41,"Well, actually. Okay. Little, little sugar. That'd be fine.",01;09;44;06
Ione Adair or Bernadine Cornelison,01:09:44,"One for speaking and for reciting and for reading and all. And we took lessons from it. She also gave us lessons in in standing and walking and in dumbbells and Indian clubs. And we took all of this was combined in the one teacher. She had all of that work. Which reminds me, I never did show her tell you about having this recipe, this program in 1899 that Bernadine has a friend in. Seattle that used to be a young girl here in Moscow, and her cousin, yes, it was her cousin. Her cousin was Olive McGregor, who sang very well. And. Let's see. How can I get that? How can I get a condensed to you that Allie McGregor was a classmate of mine in 1899, and she sang. And a young girl with the name of Culhane. And. Oh, Mr. Culhane used to run a shoe repair shop down where her Stirner's. Art gallery was. Now, I forgot what it is now, but it's what it was Stirner's at that time when I knew it. And cool. Hank had this there, and she played the piano beautifully. It was one thing the old gentleman did. He said his daughter had to learn to play, so he bought the piano, and she took lessons and learn to play.",01;11;56;22
Ione Adair or Bernadine Cornelison,01:11:56,"And Carl Howard, her father, was an assistant at the. I never a. Big so I never happened… at the courthouse.",01;12;08;18
Sam Schrager,01:12:08,Oh. Thank you. Just for me.,01;12;11;08
Ione Adair or Bernadine Cornelison,01:12:11,"I'm bringing something that she's getting worse. Even the systems at the courthouse. And she his daughter was a friend of mine. And the two of us took work from this, Henry. And on this graduation certificate, Olive McGregor sang Marie. Hank played Mini Rossen and her cousin Mabel gave a demonstration of of dumbbells and Iowa and Adair and Cora Howard gave a demonstration of Indian clubs and wished it up before the graduation classes. So these Indian clubs and showed what you could do with. She was on the price she gave them to.",01;12;59;28
Sam Schrager,01:12:59,"Well, we're Indian clubs.",01;13;01;17
Ione Adair or Bernadine Cornelison,01:13:01,"Dumbbells, not dumbbells.",01;13;03;13
Sam Schrager,01:13:03,What were.,01;13;03;27
Ione Adair or Bernadine Cornelison,01:13:03,"You… dumb bells are are they to a bell Bollywood at each end. You know those are the Indian clubs are shaped like that. On hawks and bowling pins. Clubs at the end shaped up their hard wood. Wouldn't they be like a bowling pin? Those pins, they said. Wouldn't it be like a bowling?",01;13;30;02
Sam Schrager,01:13:30,Pins. Yes. Yeah.,01;13;31;18
Ione Adair or Bernadine Cornelison,01:13:31,"Bowling. Something on the. Yes. Larger on the you. They have a small ball at one end of it that you're holding your hand and you turn them this way around your head, or you turn the thought of illustrating in illustrating it.",01;13;50;16
Sam Schrager,01:13:50,"Was this a required course that she taught, or was it just something that people could take?",01;13;55;25
Ione Adair or Bernadine Cornelison,01:13:55,One take it? If you took work at the university.,01;13;59;20
Sam Schrager,01:13:59,If.,01;13;59;25
Ione Adair or Bernadine Cornelison,01:13:59,"You took me a physical culture word, it went with the other because she taught you grace and able to get around and how to walk.",01;14;09;12
Sam Schrager,01:14:09,"Physical culture was something that all women took, not.",01;14;13;02
Ione Adair or Bernadine Cornelison,01:14:13,As they do.,01;14;13;18
Sam Schrager,01:14:13,"Not all the women, all the girls. Students. Yes.",01;14;17;07
Ione Adair or Bernadine Cornelison,01:14:17,Took it very tight… probably lose.,01;14;25;16
Sam Schrager,01:14:25,The finger. I know you like.,01;14;27;28
Ione Adair or Bernadine Cornelison,01:14:27,These because you had.,01;14;28;19
Sam Schrager,01:14:28,"To do. Oh, okay. Thank you, thank you.",01;14;33;29
Ione Adair or Bernadine Cornelison,01:14:34,When we get stuck to your teeth. So you be careful.,01;14;37;17
Sam Schrager,01:14:37,"And did you really have to learn how to walk? Didn't you know how? Oh, how to stand?",01;14;42;16
Ione Adair or Bernadine Cornelison,01:14:42,I'm sure I could walk over all the trails in the country. But she. Whether it. Do you know anything? You don't know anything about the kangaroos or the Gibson girl. Kangaroos that walk.,01;14;55;01
Sam Schrager,01:14:55,The gives the girl.,01;14;56;05
Ione Adair or Bernadine Cornelison,01:14:56,"They had to walk out in the very, very straight and your hips had to be back. So your stomach lessons for two days, your hips had to be back. And so you had a curved back like this. And the there used to be an old cartoon in the papers that when kangaroo was walking along the street and you saw a woman walking with the kangaroo style, and he said, if I looked like that, for God's sake, put me back in the ark. And but she was. She wasn't that posture similar to the Gibson girl, The small waist and the protruding hips.",01;15;36;15
Sam Schrager,01:15:36,"And the Gibson girl, she says. Was it similar to the Gibson girl?",01;15;42;04
Ione Adair or Bernadine Cornelison,01:15:42,"Well, yes. Your Gibson, your waist were small and your stomach was small and your hips stood out behind. Your hips were in the. Do you know what a bus struggle is? They wanted to be real busty, so they made ruffles and stars, some very stiff and tied that around here to have a bigger bosom. I remembered that from saying. I own, but at any rate, this the cartoon. I don't mean this country, but this, program from this old school. Alan McGregor had saved it for years and years. And this friend of Bernadine, when, after Olive's death, took over a lot of old papers and things to look at. And among them, she found this diploma of the graduation program where I, Howard and I were demonstrating Indian clubs and all the rest of them were singing. I've always wanted to know what breeding I own gave on that term, which is.",01;16;48;11
Ione Adair or Bernadine Cornelison,01:16:48,"A… reading I own… there… and she doesn't… remember, and she she knew that Alan McGregor had been a classmate of mine in school, and she sent this program over to Bernadine, printed in 1899. It was on green paper. Was that you have something on green. Paper now? Programs are all quite formal, looking at all, but it was printed.",01;17;14;27
Sam Schrager,01:17:15,What were you studying? What were you studying at the university?,01;17;19;10
Ione Adair or Bernadine Cornelison,01:17:19,What was I standing on?,01;17;20;15
Sam Schrager,01:17:20,Studying.,01;17;21;05
Ione Adair or Bernadine Cornelison,01:17:21,"Studying? Yes. Oh, just the eighth grade. Finishing in the eighth grade school. Oh, you went to prep school, then you went to prep school. They called that prep school, didn't they? Well, you went to remember that eighth grade when you were in college.",01;17;41;18
Sam Schrager,01:17:41,"But when you. But when you went the year you spent at the university here, the year you spent here in Moscow, at the university. That was that was the eighth grade? No. Or that was the.",01;17;52;23
Ione Adair or Bernadine Cornelison,01:17:52,"University of the eighth grade when I finished the eighth grade here. Then I went to high school. No, you had to go to high school. Called it the preparation grade first. I think they're going back to that old preparation grade now, aren't they? Making the high school students take certain branches and examinations to see if they are far enough advanced to do university work? Well, they had the same thing at that time on they call it the prep school.",01;18;26;00
Sam Schrager,01:18:26,"Was Mrs. French or Miss French Dean French, was she there when you were there, or was that was she.",01;18;32;17
Ione Adair or Bernadine Cornelison,01:18:32,She was there when I was there.,01;18;34;09
Sam Schrager,01:18:34,Yeah. What was she like?,01;18;36;11
Ione Adair or Bernadine Cornelison,01:18:36,Me. What was she like? Oh.,01;18;42;10
Sam Schrager,01:18:42,I thought.,01;18;43;00
Ione Adair or Bernadine Cornelison,01:18:43,"She was trying to do, you know. A woman in town by the name of… i get it… mabel gay?",01;19;01;09
Sam Schrager,01:19:01,"No. Yes, yes.",01;19;03;17
Ione Adair or Bernadine Cornelison,01:19:03,I never saw you.,01;19;04;16
Sam Schrager,01:19:04,Know her.,01;19;06;12
Ione Adair or Bernadine Cornelison,01:19:06,"I don't know that she's still as large as she used to be or not. But she was a woman about the size of Mabel at one time. And she was at that time. And she had charge a French hall. And all the students that were all the girls were in French hall, and the one part of the building was partitioned off for the home economics department. And that's where they had all their, their testing of recipes. And that's where they go.",01;19;41;06
Sam Schrager,01:19:41,"And she's a world of cooks, and.",01;19;43;00
Ione Adair or Bernadine Cornelison,01:19:43,"I am. She used to she used to have a, class in the evening of boys that were not quite up to the Social League, and she had them come in and she gave them table manners and and all sorts of. Matters. She was a very charming person. But on campus she was the head of the girls department on the spiritual. She said, a girl to be in the 1130 or 12:00, the girls were all in their rooms at 1130 or 12:00 or in a night, and they heard from this French immediately, doors locked into it.",01;20;27;08
Sam Schrager,01:20:27,"There. Well, were there were the standards that the girls were expected to live by different than the ones the boys were. They were.",01;20;37;08
Ione Adair or Bernadine Cornelison,01:20:37,"They were very strict. And the girl was in the house. She lived up to the house rules. So did the boys of the fraternity's too. They were very strict. They were very, very strict. There was none of this. No smoking, no drinking. Will you call them cohabitation or they. That's what you call. No drinking allowed in the ruins? Nothing. When I was in college, they wouldn't allow a boy in the ballroom if he had read. And he wasn't allowed to smoke on campus. And probably cigarette before he entered the campus. Said where? Candy? Yes, here. Who is he?",01;21;17;08
Sam Schrager,01:21:17,You.,01;21;17;21
Ione Adair or Bernadine Cornelison,01:21:17,Did you get away.,01;21;18;12
Sam Schrager,01:21:18,With it?,01;21;19;04
Ione Adair or Bernadine Cornelison,01:21:19,I say.,01;21;19;18
Sam Schrager,01:21:19,"Good, delicious.",01;21;21;06
Ione Adair or Bernadine Cornelison,01:21:21,There. I get them. I got this for for my birthday.,01;21;28;29
Sam Schrager,01:21:29,"Do you think probably many of them had never heard of phonograph before? Many of them had never heard a phonograph. Oh, they.",01;21;35;17
Ione Adair or Bernadine Cornelison,01:21:35,Were really anything about a photograph. We explained it to them as best we could tell them. They could tell their their parents about hearing the music come out of this little round cylinder.,01;21;46;10
Sam Schrager,01:21:46,"And so they just they were you were just stopping in the woods for, for a picnic.",01;21;51;16
Ione Adair or Bernadine Cornelison,01:21:51,They heard the music and they just followed down until they found out where it was. And when we looked up and from what we were having our lunch here were these youngsters lined up on the fence and old real fence there. Listening to it. You were going to ask was if we girl said something.,01;22;09;11
Sam Schrager,01:22:09,"Oh, I was going to ask if if either of you belong to a sorority at the university.",01;22;14;21
Ione Adair or Bernadine Cornelison,01:22:14,My pins are in my trunk. I was a 580 cattle up here. Not a signal for a physical in Boston. I was a 580 capital people. I should be smart.,01;22;28;08
Sam Schrager,01:22:28,"Well, I think you must be smart.",01;22;29;26
Ione Adair or Bernadine Cornelison,01:22:29,Going far away.,01;22;31;02
Sam Schrager,01:22:31,What about the social sororities that they had at.,01;22;34;10
Ione Adair or Bernadine Cornelison,01:22:34,Five Kappa Social?,01;22;35;19
Sam Schrager,01:22:35,"Well, but it's academic too, isn't it? I mean, it's because you're an outstanding student and.",01;22;41;10
Ione Adair or Bernadine Cornelison,01:22:41,"Well, no, I wasn't, I was I brought a lot of there's no I think they're just about the same but they restricted I mean, the girls were very disciplined and the girls of little dolls. I lived here when I was a private camper and went to school.",01;23;02;17
Sam Schrager,01:23:02,"Well, I had heard that some girls were, that there was a lot of stress put on getting into a sorority for a lot, and that made it hard for girls that had a harder time. Is that true than that?",01;23;15;15
Ione Adair or Bernadine Cornelison,01:23:15,"Yes, it is true. I I've always in my heart I've been against sororities because they're so selective. The loss of very fine students and girls and I mean girls. That turned out to be very fine students because they didn't have a good family background. I probably wouldn't initiated or invited to join, and I didn't feel that was fair. And I still don't think it is. And one girl was asked to one of the houses up there came with her sister and the. The girl that was invited to join the Sarada was a very beautiful blond, just lovely. Her sister was not a pretty girl. She was dark and not imposing physically, but a very fine. But they wouldn't ask her so they'd have school. Both of them. Yeah. So it was just that. That kind of thing. The sisters lawyer to each other, the one would enjoy because the other one was invited.",01;24;12;28
Sam Schrager,01:24:13,"But to leave the school, it must have been pretty serious.",01;24;15;19
Ione Adair or Bernadine Cornelison,01:24:15,"I suppose it was between them and leaves. But that's the way it went, and that's in my heart. I never approved the sorority. They did a lot of good for all those girls that come from small towns and their social life, and we had big balls and parties and things, but I still think it's a mistake. If I had a daughter go to school, I'd heard you down to join the I would be my. I wouldn't urge her. I wouldn't say that, but I mean, I would give her my opinion.",01;24;48;22
Sam Schrager,01:24:48,"Well, do you think that the differences in the way that women were expected to behave and men at this at the college were fair at the time?",01;24;59;19
Ione Adair or Bernadine Cornelison,01:24:59,"What do you mean, the differences?",01;25;01;03
Sam Schrager,01:25:01,"Well, it seemed to me that the that the young women were really, expected to be very disciplined, self-disciplined. And they were lined.",01;25;11;09
Ione Adair or Bernadine Cornelison,01:25:11,"Yes, they were.",01;25;12;07
Sam Schrager,01:25:12,"Now, it seemed like to me what I've heard the men had considerably more freedom. I always do. Well, maybe that's changing. Sometimes I think.",01;25;20;23
Ione Adair or Bernadine Cornelison,01:25:20,"It is. Yes, it is, which I think is right. I never could quite see the reason for the difference in treatment.",01;25;30;15
Sam Schrager,01:25:30,"And well, were there were the, were girls limited in what they could study at that time at the university.",01;25;39;19
Ione Adair or Bernadine Cornelison,01:25:39,Started what the university had on their program for a BS or A or b m degree. And then you had a few elected and I think they had more.,01;25;49;28
Sam Schrager,01:25:50,"But say like if a girl wanted to, she could she, she couldn't have gone into engineering at that time.",01;25;55;03
Ione Adair or Bernadine Cornelison,01:25:55,Could she. Don't think so.,01;25;56;28
Sam Schrager,01:25:57,Oh.,01;25;59;07
Ione Adair or Bernadine Cornelison,01:25:59,"I don't think so. I don't know, I don't know the one I ever tried that was so far out.",01;26;10;07
Sam Schrager,01:26:10,What was the program like for you when you went? You went to study music at the time?,01;26;16;05
Ione Adair or Bernadine Cornelison,01:26:16,"No, I went to take graduated BA extroverts. So I had lots of English and music, and I liked science and didn't have any amount of college. I had to take a nap in high school, which I liked. I came into my bank account now. That correctly, I transposed them, but I think probably their requirements. Are you ever get Lola Klein? I just love studying. I never had to be pushed to study. I just love to study. I, I like a school. For the time I started in grade school, I think I wanted to. Well, we just loved going to school. We'd like to school. Oh, yes, I liked school. The thing is that the sister that would not go out to school, I think in my heart. This is just my opinion that I o got there first, just with the monsters. She was such a good student and had all those publicity and did all these readings that the sister in her and saw she never could make it and she wouldn't even try.",01;27;26;16
Ione Adair or Bernadine Cornelison,01:27:26,"But now my younger sister was a natural musician. She was the first had a beautiful thing about, but she would never study. She just played for fun. And she she had a mom, I think, a better mind than I did, but she encouraged me or not. I worked for straight A's and got em. But Margie was just as pleased with the student. She made lots of friends. Well, I was too busy reading books to make many friends.",01;27;52;02
Sam Schrager,01:27:52,When did you decide to to continue to study music?,01;27;55;29
Ione Adair or Bernadine Cornelison,01:27:56,"Well, I think when I was in high.",01;27;57;05
Sam Schrager,01:27:57,School.,01;27;58;22
