speaker,timestamp,End Time,words
Mabelle Nickell Morris,,,"Uh huh. Well I suppose because they had worked in Potlatch and they knew the mill and everything. Most of a lot of the head menJ;came from the east. Came out from the east. Work out here. I remember there was a Mr. McCall that come in the store one day while I was in there, I knew him back in Cloquet. He used to come in and visit with me all the time, I don't know whether I was lonesome or he was lonesome, Anyway, he had been in the east and I knew him from back there. So I know there was abunch of men came from back east, from the mills there."
Sam Schrager,,,He probably wanted to talk about the east.
Mabelle Nickell Morris,,,"Sure. Somebody to know. But you can imagine my being in Cloquet in all these camps with my uncle back there and then coming to Potlatch and being with him. Then all this change, sometimes I get things muddled."
Sam Schrager,,,You've seen a great deal more than probably most people who stay.
Mabelle Nickell Morris,,,"Ww Well, I've seen a lot, I know that. I wished, so many times I've wished, why don't I write those things down? That happened."
Sam Schrager,,,We can get some of it by talking like this.
Mabelle Nickell Morris,,,"I've been talking to Virginia Hill, she's getting a lot of things tog-ether for the Orofino paper. And she get to talking and things come back that I've forgotten all about. Never remember even that had happened."
Sam Schrager,,,Do you know what the thinking was about putting the mill in Elk River? They sure came in overnight and started it up.
Mabelle Nickell Morris,,,"No, I don't remember anything about that part of it at all. You know the mill was already built when I came. Just had started to run, But I wasn't, I might not have been interested probably. I wasn't even every thinking of coming to Elk River to live. Although I'd been in Elk River, I come up with my uncle one time. The Trumballs were still here."
Sam Schrager,,,They were?
Mabelle Nickell Morris,,,"I was here once before the Trumballs had left,"
Sam Schrager,,,What do you remember about that?
Mabelle Nickell Morris,,,"Well, the only thing I eemember is all these log cabins and it was around here where the townsight is now. There's a whole buch of log cabins here across the street. And where our store is now, there was a log cabin there and that was the original homestead. And Elk River isn't built north and south. Cause the cabin that Trumballs had was built wrong. And all of Elk River is built the same way."
Sam Schrager,,,East and west?
Mabelle Nickell Morris,,,Uh huh. I sn't really right.
Sam Schrager,,,I t's based on Truballs'cabin?
Mabelle Nickell Morris,,,Uh uh. That's what you say. I can remember that real well. Put it in same as the cabin was.
Sam Schrager,,,The store that you're now in.
Mabelle Nickell Morris,,,"Yes. I can remember the cabin very well. I t used to sit across cornerwise. The cabin used to sit this ways, the way the is now. I nstead of it being built this way. And there was a cabin, there was a nice little cabin right across the street from it. There was a family of Torgersons just moved in there. When I first came to Elk River. And all these other little cabins where people used to come up from the east, he used to run he had all these eastern people here where they could fish and everything and that's where they would stay. And evidently the homestead, I think they have fed them over there. Or had a place there where they could feed them because there wasn't a place where you could eat. I remember that very well."
Sam Schrager,,,"When you came out with your uncle, you stayed in one of these cabins?"
Mabelle Nickell Morris,,,"No, we didn't stay, we just come up for the day. This was after my uncle moved to Bovill. We drove up here."
Sam Schrager,,,Trumball was still here.
Mabelle Nickell Morris,,,They were still here.
Sam Schrager,,,Didn't he have a family?
Mabelle Nickell Morris,,,"Yes, I think they did. I think they had two girls. I really don't know anything about them at ail. I haven't any idea,"
Sam Schrager,,,You think it was largely eastern people that would come out here and stay?
Mabelle Nickell Morris,,,"As far as I know it was eastern people, because they used to come, good fishing and everything, come out here and I guess a lot of them spent the summer here. I s what they say. But I wouldn't uote that because I don't know."
Sam Schrager,,,I t was all timber?
Mabelle Nickell Morris,,,"I t was all timber there. I could show you a picture of Elk River where all the streets, but it's over to Virginia's. I sent them to Orofino for the paper. I t's where the streets are all stumps. Along in front of the store where we are now was all kinds of stumps in the streets there when I first came. They took 'em out afterwards."
Sam Schrager,,,"When you first came, did you and your husband have a place to live or did you have to look for one?"
Mabelle Nickell Morris,,,"r. Morris was building that building that you have the picture of. And they built store buildings, it was, he built one for a hardware store and one for a drugstore, all in the same building. Then the drugstore, there was two, there was an apartment back of it, there wastwo rooms, kitchen and a bedroom. And Mr. and Mrs. Morris, my father in law was living in that. But there was an upstairs to the building and there wasn't anything but the So rafters going across there. Some planks over across those rafters and put 'em a mattress up there and that's where we stayed when we first come to Elk River til our rooms were finished. We used to climb a ladder to get up there. So you think we didn't do some pioneering."
Sam Schrager,,,What did you think when you came here? Did you feel optomisiic about the sucess? Sounds like you started with very little.
Mabelle Nickell Morris,,,"We did start with very little. Of course in those days you used to buy eve rything in a gallon jar. Powder and everything come in a can. And you had to dish it out in little bottles and anybody come in and wanted camphor or anything like that, you'd dish it up in a little ounce bottle for them. And we used to buy that and get it into the bottlesand all the prescription work they had to do, take all these powders and mix them up in a mortar and whatever..."
Sam Schrager,,,... little paper and folded up?
Mabelle Nickell Morris,,,"But a lot of powders that were issued those days were prescriptions. You had to mix 'em up in a pedestalpestle, you know what that is? And then put, weigh em and put em into a little, fold em up in papers so that would be the dosage that they'd take."
DD,,,No capsules?
Mabelle Nickell Morris,,,"Yeah, only you had to fill 'em. We got boxes of empty capsules down there now that we had in those days. There's bottles down there, dozens of them that's got stuff that we to. dish up in little bottles. We have little bottles up from this size and then from this size and then on up to six, eight ten and twelve ounce bottles. I t all had to be put up that way."
Sam Schrager,,,Would you do this on a customer by customer basis? Each one after another.
Mabelle Nickell Morris,,,"We didn't have any, in those days we had a doctor here. All the prescriptions come in, that was the way they were put up. They were all mixed. There wasn't A anything mixed like it is nowadays. Now everything comes in a bottle. I n those days we had to put everything in a bottle, we had to label everything. We had a case there this square with every kind of a label you could think of. There's a lot of them down there yet. Never been used. So you see... things have changed a lot since."
Sam Schrager,,,Did people use medicine like they do nowadays?
Mabelle Nickell Morris,,,"... to use, put up medicine. Paragoric, Lydia Pinkham and all those would come in a bottle."
Sam Schrager,,,"That stuff wasn't prescription, right?"
Mabelle Nickell Morris,,,"No. They could buy that right off the shelf, any time they wanted it."
Sam Schrager,,,Was there a wide variety of tonics like that?
Mabelle Nickell Morris,,,"Lot of 'em down there yet. That top shelf, it's surprising how many times people come in, want to buy, in fact every summer the tourists going through here, they want to buy that stuff. I t's still on the shelf. We sell it because it's something to talk about once in a while. Kind of nice to have."
Sam Schrager,,,"Do you think that stuff helped. Like Lydia Pinkham, did you have much confidence in that in those days?"
Mabelle Nickell Morris,,,"They did in those days, yes, we used to sell a lot of it. There's some of that stuff that those foreigners used to come in. They buy patent medicine. Sometimes I used to think that they wanted it more for the alcohol that was in it than they did for the medicine. They used to buy it and said it would help 'em. They used to come into the store to Mr. Morris and tell him all their troubles, what the trouble was and everything. And he'd say,""Well you'd better go see a doctor."" ""To hell with the doctor. You know more than the doctor does.""Laughs ' get a big kick out of, that's one reason why we thought they were probably buying it more for the alcohol, they were for how sick they were."
Sam Schrager,,,Did you find that you had to do a lot of diagnosing for people?
Mabelle Nickell Morris,,,"Well, we didn't, Mr. Morris didn't because he wasn't supposed to. The druggist is not supposed to, They didn't want to pay the money for the doctor, Bo I guess. we had a doctor here all the time, There wasn t any reason why they should come to the drugstore put they did that. They liked Mr. Morros anyway, the men did."
Sam Schrager,,,"They probably think that if you can tell what the symptom is, that just one thing would be good for it. Probably didn't, want a doctor to examine them and tefl them it was something else."
Mabelle Nickell Morris,,,"The lumberjacks always used to come in, they wouldn't go to a doctor at all, if they could help it. Course, he had to draw the line too because there was a law those days just the same as there is now. Oh we used to have lots of fun with those foreigners."
Sam Schrager,,,Like what?
Mabelle Nickell Morris,,,"They'd come in, they'd want something, you couldn't tell what they wanted and they'd hunt all over the store to find out what it was. Then you'd finally find it. They used to want a lot of bear grease. That was one thing they used to want to buy a lot. Used to use it in their hair. Can you imagine that?laughs"
Sam Schrager,,,You think that was for head lice?
Mabelle Nickell Morris,,,"Just to hold their hair down when they were out in the woods I guess. More than anything else. They'- come in, we used to have a lot of I guess is what you would call it. They could carry their old bedding on their back, Their blanket, and that's what they slept in. We used to carry all kinds of medicine for that. I used to be afraid to handle the money they'd give me afterwards. I t was just terrible thing the way the camps were run in those days. I magine the men carrying the blankets that and having to sleep that way the whole time they were working in the woods."
Sam Schrager,,,Did many come in seeking relief for that?
Mabelle Nickell Morris,,,All kinds of men. and they used to have head lice.
Sam Schrager,,,I've heard the bedbugs were just terrible.
Mabelle Nickell Morris,,,they were
Sam Schrager,,,What did you have to give them for something like that? Would they be salves or...
Mabelle Nickell Morris,,,"I t was all salves. We had tin boxes that we used to put 'em in. I n fact there's a lot of them down in the store yet, a drawerful that haven't been used and you don't use 'em anymore. I thought I was goinfc to be able to tell you the name of whftt they used to get for that aitch but I can't remember anymore. Lillian might remember. Did you see them?"
Sam Schrager,,,Not yet.
Mabelle Nickell Morris,,,"They're coming up today. pause Mrs. Hagebaum. Her staying in the camps over the winter. And they were snowed in and so the Weyerhauesers or somebody, some of the higher ups were coming anyway and let them know and told them to come, they would be there to eat. So they went to see the flour and the mice had gotten into it. There was no way of getting anything else in there to get the new flour or anything, so they sifted the flour and made the pies and the cakes. And I remember Mrs. Thomas laughing and said that nobody ever knew the difference. laughsBut they used to tell all of things that used to happen up tere at camp. So, I know I van, he'd be able to tell you a lot of things because he was foreman with the camps here. And b y the way, that picture that you have... pause"
Sam Schrager,,,"I was asking if more or less, was it a boom town when you first came?"
Mabelle Nickell Morris,,,"Well the mill had already, it was just started. They had just, they were just starting the mill at that time. When we came. I t was already built. You know, I don't remember too much about it 'because we were busy in the store. That is, as far as the business part of it was concerned."
Sam Schrager,,,Did you work yourself in the store?
Mabelle Nickell Morris,,,"I worked all my life in the store. I used to help Mr. Morris, I'd get up at four o'clock in the morning and go out and get my garden done and come in and do my housework, at ten o'clock. The mail come in in those days at two o'clock in the afternoon. Then I work until time to get dinner at night. We generally stay in the store until eleven o'clock at night, which we do the same now. John hardly ever comes home before eleven,"
Sam Schrager,,,You got up at four and got home at eleven?
Mabelle Nickell Morris,,,That's right.
Sam Schrager,,,How could you do that on five hours of sleep?
Mabelle Nickell Morris,,,"I just didn't need any more sleep. I always did, I always get up early now."
Sam Schrager,,,Did you consider it very hard work at the time?
Mabelle Nickell Morris,,,"No, I think it was good for me. Maybe that's one reason why I ve lived as loneas I have. I don't think work hurts anybody."
Sam Schrager,,,"But the day that you put in seems so long,"
Mabelle Nickell Morris,,,"I know. I often think of the long days that I put in, but we jad to do it. Unless we wouldn't be here today, I guess."
Sam Schrager,,,Do you consider it was a struggle to make a success of the store?
Mabelle Nickell Morris,,,"No, I don't. Because Mr. Morris worked the same way as I did. He'd get up: in the morning and fill a lot of these bottles, He used to take maybe a gallon jugs of different things that we had to put up and he'd go down maybe put up a dozen of each of them so we'd have 'em all done before the busy time of the day. That's the way that we got to get our work done, And eventually we had a druggist, here. We had another druggist, we hired a druggist. But it's hard work. You had to work hard. to make ends meet. But there was lots of work to be done."
Sam Schrager,,,Would 4here be certain times of day that you'd have a lot of people coming in?
Mabelle Nickell Morris,,,Around mail times in the afternoon when the mail came in. Train came in and that's when every body came. Everybody was downtown about that time of day. There was always a lot of people coming and going. There was always lots of people on the train.
Sam Schrager,,,Train came in every afternoon?
Mabelle Nickell Morris,,,"Yeah, it'd come in every afternoon at two o'clock. And of course, that's when the mail came."
Sam Schrager,,,Where were the gathering places for people in town?
Mabelle Nickell Morris,,,"When I first came there was a hall over the store across the street from us. I t burnt downed, it's gone now. And they used to have dancesup there and that was their place. And then eventually Mr. Jockheck built that building and then they had that hall above there, and that hall they used for years. Until here two years back they condemned it because they said they wouldn't let them dance up there, otherwise they could use it. And of course, by that time, we had this other gym. There was a big gym up here on the corner out from our drugstore. That was torn down and they built the oneAat the school. they hadkthe schoolhouse. But they used to have dances in the gym, everything. We had a man here at that time that was just for the city, recreation. We had basketoall and they go for exercises."
Sam Schrager,,,What kind?
Mabelle Nickell Morris,,,"Taking exercises, different exercises. This man gave. He was here all the time. He was hired just for the city. We had a women's basketoall team, a kids basketoall team. We had everything that you could think of. There wasn't anything that we lacked."
Sam Schrager,,,"Even though Elk River was out of the way, it didn't lack for social activities?"
Mabelle Nickell Morris,,,"He had a very wonderful town here. Mr. Bloom, if anybody came in here, they hired anybody and it wasn't desirable, they were drinking or anything, he fired 'em right now. We never had any of that to contend with at any time in Elk River. Until later years the mill was out,"
Sam Schrager,,,Was that Mr. Bloom's policy?
Mabelle Nickell Morris,,,Yes.
Sam Schrager,,,What was he like?
Mabelle Nickell Morris,,,"Well he was a very quiet man, but he was a very nice person. He was real nice, Mr. Bloom. And he tried to keep the town, every body had to peep their side walks up and every body, everything was done the way it should be done. They wouldn't allow them to have any gravel sidewalks or anything. Like they A done in the last few years. So that he was gone. And as I say, they got a family in here that was undesirable, they didn't stay, he was fired and let go. So we always had a very nice bunch of people here. Always. I n fact, a lot of us for a long time wished he'd had stayed. That they'd never had taken the mill out of here because it would have been a good town. All the time that he had been here."
Sam Schrager,,,"The town wasn't a company town like Potlatch, was it? Wasn't it privately owned?"
Mabelle Nickell Morris,,,"Yes, anybody could own, it was all built by the Potlatch, every bit of it. The Potlatch built all the buildings here. All the housing, I mean, where the people lived."
Sam Schrager,,,But the houses were privately owned?
Mabelle Nickell Morris,,,"Yes. I f anybody wanted to, they could buy them. What do they do in Potlatch now? They've sold a lot of those houses."
Sam Schrager,,,The company's out of there just about completely. I t's all privately owned now.
Mabelle Nickell Morris,,,"I t was all Potlatch when we were there. All the rent was paid to the Potlatch,"
Sam Schrager,,,"Do you think there was much feeling, that your husband thought he could get ahead more on his own?"
Mabelle Nickell Morris,,,"Oh yes, I think so. I really don't know why he left Potlatch. I don't remember what happened. But I know Mr. Pultz wanted him to come. Course, in them days druggists were scarce. They weren't like they are now. And evidently he offered him more money than the Potlatch was paying."
Sam Schrager,,,I would think that owning your own store you might stand a better chance of getting ahead than if you were on the company payroll and...
Mabelle Nickell Morris,,,"That was true too. But when he went to Asotin he Mr. Pultz's brother, I think, in Spokane. I think that's how he got the job, I'm quoting this and I'm not sure about it. Because I didn't know him too well at the time. When he left Potlatch. But he forked down there for quite a while after he left Potlatch, at the store at Potlatch."
Sam Schrager,,,"Talking about the lumberjacks and the bad living conditions, I understand that the IWW strike of 1917 had to do with that, But some people think that the Iwws were no good. Did you hear much about that at the time?"
Mabelle Nickell Morris,,,"I remember when they went on strike. I had a little, Mr. Egan down here, he's working here now, and he stopped me on the street just out of a clear sky and he said they - hav- a strike in Elk River and I said no. And he says,""Well somebody told me they had a strike in 1917 and 18.""Well without my thinking at the time, being asked without thinking about it.. pause Anything about in 17. After I come home and thinking about it, well that's during the war and I know we were running three shifts here because they brought a lot of people in from Orofino and that part of the country and brought then up here to work in the mill so they'd have three shifts going."
Sam Schrager,,,Was the war promoting a lot of patriotism in town at that time?
Mabelle Nickell Morris,,,"Well, what do you mean?"
Sam Schrager,,,A lot of stron g sentiment for the war. That it was good that we were fighting in Europe.
Mabelle Nickell Morris,,,"Well I don't know anything about that part of it, but I know that people here, they bought bombs and they had people come in here selling bombs and I got one of the V things there in a drawer that I've saved that was put out in them days. And I know they used to have of people come in here selling bombs and people just bought a lot of bombs here so they were more or less... Course, if you're at war you've got to be patriotic anyways, far as that goes, however you feel about it."
Sam Schrager,,,"y understanding has been that for some of these men working in the sawmill 30 that were foreigners that had just come from the old country, that many of them had pretty strong feelings. They both didn't like war and they were afraid of being sent back to fight or having to go back and fight for their countries. There were some mixed feelings."
Mabelle Nickell Morris,,,"I never heard of anything, 'because I was on those boards, I registered all kinds. I n fact, I've got a paper upstairs signed by President Roosevelt for service during the war for helping register the different people when they had to sign up when they were going to war after there were certain numbers of certain ages that had to sign up at certain times and I was on th boards all the time. And I don't ever remember anybody being against it. At any time I never heard anybody say:. You know, Axel Anderson, he served overseas. Lot of our foremen from here was taken. Put in the woods over there in France. They worked over in France."
Sam Schrager,,,He told me about that.
Mabelle Nickell Morris,,,"Several went over, I know, because we used to hear from them after they were over there, they used to write us once in a while. But I don't remember anybody ever..."
Sam Schrager,,,I was just wondering. I'm thinking about the town itself and what was in it. There was three drugstores. How many markets were there?
Mabelle Nickell Morris,,,"Well, there was a general store down where the pool hall is. Down and on the corner down there. And there was a general store, it was on the other side, it's where that old post office building is standing now, down there. There was a general store there and it handled everything. The Tobiasons were in it. And then there was a family from Potlatch. Do you remember, was Doctor Nygaard? That was in Potlatch, a dentist? He's in Lewiston now, I think. Their daughter married Bobby Hagebaum. They had, there was a log building that vacant lot, two lots down from the drugstore. There isn't anything... on it now. And they run that. They had a store in there too. They had a general store. They had almost anything I think in there too. So there was really three stores that was general stores. At the time. But eventually, the Tobiasons, they sold out and went to the coast. And they put a, Mrs. Wylie that come from Potlatch put a resturant in that building. There was a resturant in there for a long time."
Sam Schrager,,,What else was there that you remember in the town then?
Mabelle Nickell Morris,,,"We didn't have any liquor stores. There was never any liquor stores allowed in Elk River when Mr. Bloom was here. There was a big hotel back of our drugstore, there was a big hotel on this corner here. Opposite us here. This hotel here, there must have been 2-300 men in it,"
Sam Schrager,,,They boarded there?
Mabelle Nickell Morris,,,Boarded there and lived there. They had rooms there.
Sam Schrager,,,They were single men.
Mabelle Nickell Morris,,,"ostly single. Some of them were men, we hadAmen up here that lived around in later years around Harvard, Helmer and in there. Used to be a lot of the men that were from down there that worked up here in the mill. But they had to stay in the hotel 'because there wasn't any roads you could get out. I can remember Mr. and Mrs. Copeland. He was the station agent. And they bought a new car, ones of those that had curtains that went around it that you could take off and put back on again. So they invited me to go to Spokane with him. And we got all ready and it was cold. Boy was it cold! He put up these curtains and it was still cold. And we got out as far as Neva Hill and we tried and tried and tried to go up part way and then come back down and make another run for it. Maybe we'd make two-three feet each time. We never got to Spokane, we had to come back. There wasn't any chance."
Sam Schrager,,,Was it mud or snow?
Mabelle Nickell Morris,,,"The road was jest slick and there wasn't any gravel or anything on it and you just couldn't do anything. I was stuck several times like that. One time I went out with them and they had these curtain things onand I tell you, I never was so cold in my life when I got to Spokane as I was in that car. I t was terrible. I remember, we went down by Harvard someplace. There was 31 a bridge and there was some kind of a bump and he thought it would be fun to go across that fast, so he went across fast and I still have a sore neck from hitting the ceiling when he hit that bump. laughs"
Sam Schrager,,,You were pretty cut off by transportation?
Mabelle Nickell Morris,,,"I f we had to go out any place, we had to go by train and it take anywhere from sometimes, sometimes you get to St. Maries in seven hours but generally it took from 10 to 12 or 13 hours to get there, because they run a passenger train, but it had to stop so many times and count up all this logging train and stuff and maybe building or fixing roads too. I t was an awful trip. Boy, it was tiresome too. Get on the train at St. Maries then take it 8,9 hours to get to Elk River."
Sam Schrager,,,What about to Potlatch from here? wry
Mabelle Nickell Morris,,,I don't remember the trips to Potlatch very much. I n fact I never made after I was up here because we worked all the time. We didn't travel very much in the early days because we were busy in the store.
Sam Schrager,,,I f you went you'd be more likely to go to St. Maries than Potlatch?
Mabelle Nickell Morris,,,"We went to Spokane to get what we had to have for the, I'll tell you another thing that happened when we were here, there's Elk City and Elk River. And we bought our stuff to start this drugstore. There was a man that came in from, it wasn't McKesson's then, it was a different name in Spokane. I've forgotten. But anyway, Mr. Penfield came in and took the order for the store and it didn't come and it didn't come. There was about six weeks we kept writing 'em and telling 'em. We didn't get stuff and id hadn't come and it hadn't come. They said,""Well it's been shipped,""I n the meantime it had gone to Elk City and of course, they had to take everything in from Elk City by horses. They didn't have any transportation. And went down there and of course, they didn't know who it belonged to. And we found out that Mr. Penfield, he used to stay with us when he come up here all night. And he had to pay for all this transportation for making the mistake of sent it to Elk City. So I always did remember that. We couldn't find out what had... happened to it. They just couldn't find He had made a mistake and put Elk City on it instead of Elk River."
Sam Schrager,,,"This confusion, I imagine it must happen often with two towns of similar names."
Mabelle Nickell Morris,,,Not so much any more. We used to have a lot of trouble with our mail. But not any more. We very seldom ever get anything that goes to Elk City. But we used to get a lot of things that go down there. AMagazines. They go down to Elk City several times and be sent back. So there was always things happened. But we wanted to get started and we had everything ready and put stuff on the shelf and it went on for week after week and they couldn't find out where it had gone to. That's where it had gone to.
Sam Schrager,,,You must have been really concerned.
Mabelle Nickell Morris,,,"We were concerned. Course, we weren't out anything 'because we hadn't paid for it 'because it was all their fault. But it cost Mr. Penfield some money though."
Sam Schrager,,,"Once you got to St. Maries from there it was still a fairly long trip to get to Spokane, wasn't it?"
Mabelle Nickell Morris,,,Uh huh.
Sam Schrager,,,Was there a train from St. Maries?
Mabelle Nickell Morris,,,"There was a train. The Milwaukee. We always went in on the Milwaukee. And it didn't take so long from St. Maries to Spokane though because that was a regular passenger train. But this train run in from St. Maries here, we had a regular passenger train. I think they carried one car and a mail car. End of side C"
Mabelle Nickell Morris,,,"... people going out and people, there's a lot of people used to come in too. Hunting jobs."
Sam Schrager,,,Would people go as far as St Maries to conduct their business and then come back or would they go clear to Spokane?
Mabelle Nickell Morris,,,I really don't know. I never went too much 'because Mr. Morris went to do the buying and I stayed in the store. I always had to stay at home. Because we couldn't afford to hire anybody.
Sam Schrager,,,You told me a story I can't quite remember about some drunken foreigners 33 coming into the drugstore. What was that story?
Mabelle Nickell Morris,,,"They wanted to buy a wine set for Mr. Bloom. Well Mr, Bloom was very much against liquor and I tried to talk them out of it. I told them Mr. Bloom wouldn't appreciate that. But the foreigners, that's what they always wanted to buy. I t don't make any difference when they came in or who they were buying it for, they always wanted to buy a wine set. Be sure of that. So they came in this night and eventually, they weren't going to have anything else so I sols them them the wine set. And they went outside and they stood around in the front for a long time, jabbering away together and looking in the store. I was begining to get afraid because I didn't know what they were ' to do. And this one guy eventually come back in and he said,""God damn it, good night."" laughs THey evidentally told hm that they should have told me goodnight. And that's what he came back and said. He tipped his hat and that's what he said. And away he went. When you talk to Lillian, she can take off a lot of these foreigners, what they say. And she can talklike they did. She can remember a lot of things that I don't remember too. But they used to do all kinds of things. One time Mr. Morris was gone and I was there by myself and one of them came in, he went behind the prescription case. And I didn't know what he was doing. Course in thegtdays I, they were all strangers to me because this was when we first started the store. And he went back of the prescription case and he stayed there for a minute and he come back out and w alked out and never said a word. I couldn't figure out what he wanted or what he was doing. I went back and there was a bottle of wine. He'd brought in a bottle of wine and left it. Never said a word, Just left. They used to do all kinds of things like that. And you know, really, those foreigners, I don't think they'd hurt anybody. After I got to know them, they were really just as nice as anybody could possibly be. But they just had their way of doing things I wasn't used to. Used to get me a lot,"
Sam Schrager,,,"I would think that their spending most of the time wih their people, they wouldn't learn many American ways."
Mabelle Nickell Morris,,,"I don't think they wanted to. I don't think they cared. I know we had a 34 ir family here, they had an outdoor oven where they used to make theA bread and they made like they did, that's the way they had their life. "" their life. Just like they did in I taly. A lot of them wouldn't have anything to do with the way we wanted to do it. But they were good hearted people, tike John Diamatis. He was, did you meet her?"
Sam Schrager,,,Sure did.
Mabelle Nickell Morris,,,They're quite a couple.
Sam Schrager,,,"I n the early days, people like them, who were still very much foreigners like Greeks and I talians, did they pretty much keep to themselves here?"
Mabelle Nickell Morris,,,"They did for a while, but the later years there was a lot of them, Mrs. Diamatis, she joined the Rebekha lodge and worked in that and she worked in the Ladies Aid. They got so that they mingled with every body. But when they first came, why they stayed together, more or less."
Sam Schrager,,,Were there many families from abroad?
Mabelle Nickell Morris,,,"We had a lot of them here too for a while. We had a lot of Japanese here too. We had several Japs. And Virginia and I were talking about Japs the other day. Two of the boys that lived here for a while,. just little youngsters, in fact, they used to play with John. And when i was over in Japan the last time they came down to see me and they had gone back to Japan, but they were both in American uniforms. Citizens of the United States. One of the boys was working in the army post office, I don't know what the other one was there, but they were in United States uniform. But they lived here for several years and we had a Jap janitor and his wife was the cook up here at the hospital. We had a Jap dentist and we had Jap photographer, And then we had several other Japs that worked in the mill that were real good workers down there and they had good jobs. They held real good jobs"
Sam Schrager,,,I didn't know anythihg about this at all. Japanese dentist.
Mabelle Nickell Morris,,,"Yeah, we had a Jap dentist here when I first came to Elk River, There was 35 up beyond this block above us there was a theater and a laundry and there was a Jap place there that he sold nothing but, remember those little tubs they used to have? He had all kinds of fish and stuff like that that he evidentally sold it to the Japs here because we had a lot of Japs here at that time. And then there was a photographer and a dentist. But the dentist and the photographer didn't stay very long."
Sam Schrager,,,"You say a number of them held good jobs in the mill, what kinds of positions?"
Mabelle Nickell Morris,,,"They were mostly in the planer. Grading lumber. But they were wonderful workers. And Couldn't have asked for any better workers than any of them. that photo grapher was here, he was just wonderful..."
Sam Schrager,,,I imagine the dentist and photographer did a lot of work for anybody. Local people patronized th. t dentist.
Mabelle Nickell Morris,,,"Oh yes. I have pictures of Lillian that he took that really are wonderful pictures. They're very thorough in their work. What they do, they do it well."
Sam Schrager,,,But they all left.
Mabelle Nickell Morris,,,"They all went back to Japan. Nearly all of them gone. The ones that were up there in the hospital, they went over to Seattle and they bought some kind of a home over there, I don't know if it was an apartment house or what. Something on that order they had over there. But I haven't heard anything. They're probably both gone now because they were rather elderly when they were here."
Sam Schrager,,,Did the other foreign groups have any people who were professional?
Mabelle Nickell Morris,,,"No. Japanese were the only ones that I remembee ever having anything like that here. I n fact, after the Jap dentist left, we had a doctor, I don't recall his name, he left here and went to Spokane and he died here just about a year ago. Notice in the paper for the fellow. After he left why then there was a Dr. Buchner came andDr. Rice that's in Coeur d' Alene, now he's retired, he was here for a while."
Sam Schrager,,,Vias he here before the mill went out?
Mabelle Nickell Morris,,,They were all here before the mill went out. After the mill went out there was nobody here. Dr. Woody at Bovill used to come up here once or twice a day after.
Sam Schrager,,,That often?
Mabelle Nickell Morris,,,"Once or twice a week, I should say. He had an office af-f-er we moved over to the other store, Grandpa Morris had furniture when we had the old drugstore. And he had an office out in that one and that's where Dr. Woody used to come up twice a week,"
Sam Schrager,,,Dentist?
Mabelle Nickell Morris,,,That was a dentist.
Sam Schrager,,,People were satisfied with the Japanese dentist?
Mabelle Nickell Morris,,,"I had work done by him. He was a very good... I remember when he took a picture of Lillian, he got one real good picture, this is the photographer I'm talking about, she moved her hand. And he took and fixed it and put a top in it. And she's standing there holding it with a top. Going in it. And he just put that in himself because he liked the picture andlike the way her hand was, so he fixed it."
Sam Schrager,,,So it didn't show.
Mabelle Nickell Morris,,,Uh huh. And that's the way he did. He was really good. He took a lot of pictures of Lillian.
Sam Schrager,,,Artistic.
Mabelle Nickell Morris,,,Veah. Very artistic.
Sam Schrager,,,"What about the winters, snows here. I t seems so much more than other places,"
Mabelle Nickell Morris,,,"Well, when I lived down there in that building at the, that you took with you, the snow was so high, we lived after the apartments were finished we built on to the back of the building. And we had two more rooms built. And there was a window there that one of the little boys that went to school used to always come and rap on the window and look down in to our apartment. And wave at Lillian when she was a little girl. But the snow was so high at that time. So you can imagine what it was like, You took one of the snow pictures, 37 didn't you? Or did you? I t was probably Virginia that took it."
Sam Schrager,,,I've seen the snow pictures in Elk River. I've seen the pictures in John's book. h
Mabelle Nickell Morris,,,"Over here were this county building is here across the street, there was I a building there and they had a... built out where the snow could come off it. And it made a tunnel. I t was just a tunnel where you could walk through on the sidewalk underneath the snow. And I remember one time there was a man come up from Boise and I think he spent 2-3 hours taking pictures of that. Where it was all covered with snow and this tunnel coming through."
Sam Schrager,,,The tunnel was made naturally?
Mabelle Nickell Morris,,,"I t was, there was a roof built out, you see, and just posts up. And of course, the snow come off the roof and covered everything, it was just going through, a tunnel. And this other building where the Dahls were across the street from us, I've got pictures of the kids skiing off that building."
Sam Schrager,,,People would use that?
Mabelle Nickell Morris,,,"Yeah, you walk throggh it all winter. You go through. I t wasn't any tunnel OUT any more than being the snow coming off the roof and making a tunnel of it. I t looked just exactly like a tunnel going in the snow and he thought that was wonderful. chuckles"
Sam Schrager,,,"What did the town do when the snow started coming, did they still get around?"
Mabelle Nickell Morris,,,"They had a V shaped plow, it was built with logs or planks. They used to haul it with horses and they used to keep the streets pretty well clear. I t's A still sitting down there by the railroad track. I don't know if it's still there or not, but it used to be there. I haven't noticed it lately. But that's what they used to use to keep the streets plowed. There's so many thins that oJoaHr you think about that I haven't thought for years,"
Sam Schrager,,,"How much snow would there be in the rougher winters on the street,"
