speaker,timestamp,words,translation,tags
Antonio (Tony) Hernandez Rodriguez,[00;26;13;26],"Si no ya la guerra ya se había acabado. Sí, este. Yo llegué allá 19 días después de que se acabó porque estaban. Yo estaba en la primavera. De uno. Cuando venía estaba en. Tuvimos en el Ya se me olvidó hasta el nombre del del campito. Pero es a New Jersey y nosotros estábamos ya pa salir. Cuando se acabó la guerra ya estábamos en el barco.","If not, the war was already over. Yes, this one. I arrived there 19 days after it was over because they were there. I was in the spring. One's. When I came I was in. We had in the I already forgot the name of the one in the little field. But it's to New Jersey and we were ready to leave. When the war ended we were already on the ship.",conflict;agriculture
Antonio (Tony) Hernandez Rodriguez,[00;26;47;08],"¿Nosotros cuando se acabó la guerra, eh? Hubo muchos muchachos que de gusto se dejaron caer al agua del barco.","We when the war ended, eh? There were many boys who gladly let themselves fall into the water of the boat.",conflict;food and drink
Antonio (Tony) Hernandez Rodriguez,[00;26;58;20],"Y todo. Yo no era muy frío. Estaba muy frío. Y luego, como nos sacaron por dos días pa atrás a las barracas. Y luego los volvieron a Rainforest y nos comenzaron a echar otra vez. Y nos pusieron en la lista de a A como les dicen al. Al las fuerzas de paz, como le dicen.","And all. I wasn't very cold. It was very cold. And then, they took us back to the barracks for two days. And then they returned to Rainforest and started kicking us out again. And they put us on the A list as they call them. To the peacekeepers, as they call it.",
Patricia McDaniel,[00;27;34;08],Que Keeping.,Que Keeping.,
Antonio (Tony) Hernandez Rodriguez,[00;27;36;06],"Keeping forces nos tuvieron que poner el sobre de esos en los papeles que éramos no más. Sobre todo nos agarró dos días, pero íbamos muchos, íbamos 5000 en el barco, en. Fui uno de los que me tocó ir para allá porque con mucha suerte, porque cuando las cosas iban en línea ponían. Llegamos a la esquina donde había cuatro o cinco hombres, ahí generales, no generales, como con ellos y todo eso.","Keeping forces had to put one of those envelopes on the papers that we were no more. Above all, it took us two days, but there were many of us, there were 5,000 of us on the boat, in. I was one of those who had to go there because I was very lucky, because when things were online they put. We arrived at the corner where there were four or five men, generals there, not generals, like with them and all that.",migration
Antonio (Tony) Hernandez Rodriguez,[00;28;10;04],"Y decía bueno, tú vienes, vienen como tú vas pa Pacífico y segundo, tu papá yo creo que ir y tu pa Pacífico y tu allá lo que hicieron es que nos repartieron. Yo llevo a un amigo que querían que fuéramos juntos, pues lo echaron pa el Pacífico y mi papá y por eso lo lo hacía. Bueno, que no sabían que tanto iba a durar o no sabía nada todavía.","And he said well, you come, they come as you go to Pacifico and secondly, I think your dad will go and your father Pacifico and you over there what they did is they divided us up. I took a friend who wanted us to go together, because they sent him to the Pacific and my dad and that's why he did it. Well, they didn't know how long it would last or they didn't know anything yet.",family
Antonio (Tony) Hernandez Rodriguez,[00;28;43;03],"Pero esto ya los alemanes ya lo envían combinado y le quitaron las armas y todo eso, pero este como quiera. Llegamos a y aterrizamos en la en armas. Ahí estamos nosotros. Y luego tuvimos como 30 días ahí por cuando nos echaron pa. Pero yo llegué allí 19 días después.","But the Germans already sent him combined and they took away his weapons and all that, but whatever. We arrived at and landed on the in arms. There we are. And then we had like 30 days there when they kicked us out. But I arrived there 19 days later.",conflict
Patricia McDaniel,[00;29;09;09],Después de.,After.,
Antonio (Tony) Hernandez Rodriguez,[00;29;09;25],"La. Si, nos agarró casi los nueve días, 12, diez días, 12 días por ahí que el agua.","The. Yes, the water took us almost nine days, 12, ten days, 12 days there.",food and drink
Patricia McDaniel,[00;29;18;11],Se quedaba en en Europa.,He stayed in Europe.,
Antonio (Tony) Hernandez Rodriguez,[00;29;21;02],"O tuve. No vine hasta el Ancón, duré cerquita de los dos años como como un año, 11 meses.","Or I had. I didn't come until Ancón, I lasted close to two years, about a year, 11 months.",
Patricia McDaniel,[00;29;32;18],"Bueno, en Francia.","Well, in France.",
Antonio (Tony) Hernandez Rodriguez,[00;29;34;03],"No, no, en Alemania no, en en Francia nomás un mes cuando entramos.","No, no, not in Germany, in France for just a month when we entered.",
Patricia McDaniel,[00;29;39;15],Y desde Alemania volvió aquí.,And from Germany he returned here.,
Antonio (Tony) Hernandez Rodriguez,[00;29;43;04],Si pase sí y.,If yes and pass.,
Patricia McDaniel,[00;29;47;27],Hable un poco de de su trabajo con nadie. Discriminación y sus estudios.,Talk a little about your work with anyone. Discrimination and its studies.,migration
Antonio (Tony) Hernandez Rodriguez,[00;29;54;29],"Pues bueno, cuando cuando yo llegue atrás yo venía con con mi mente este recargando mi mente en. En estudio que yo quería, yo quería estudio. Yo quería ir a la escuela. Yo quería aprender más. Yo mismo me. Me analizaba mi mi modo de pensar en negocios que yo quería, sabiendo que yo no lo podía. Este. Corregir por la falta de educación que tenía.","Well, when when I got back I came with with my mind this recharging my mind on. In study that I wanted, I wanted study. I wanted to go to school. I wanted to learn more. I myself. I analyzed my way of thinking about businesses that I wanted, knowing that I couldn't do it. This. Correct for the lack of education he had.",education
Antonio (Tony) Hernandez Rodriguez,[00;30;38;10],"Pero todo el tiempo tuve un gran como le dicen en inglés inglés. Tú nunca y se me y se me se me concedió que cuando yo. Cuando llegué aquí comenzamos a oír nosotros antes de salir del servicio militar, que fui de decir chao en Fort Louis, Washington, este. ¿O que iba a ver estos Bill Bill Right, sino que los militares para ir a las escuelas ciertas clases que uno podía que quería, verdad?","But all the time I had a great, as they say in English, English. You never and it was granted to me that when I. When I got here we began to hear, before leaving military service, that I was saying bye in Fort Louis, Washington, this one. Or you were going to see these Bill Bill Right, but the military to go to the schools certain classes that you could that you wanted, right?",conflict;economy;education
Antonio (Tony) Hernandez Rodriguez,[00;31;24;22],¿Eh? Y se me comenzó.,Hey? And it started.,
Antonio (Tony) Hernandez Rodriguez,[00;31;30;23],"Que bueno, yo pasé por aquí por Tampa, pero de aquí de de Chicago. Yo yo le hablé a mi esposa que ahí va a estar como diez, 15 minutos este. Y quiero que me des que me tengas si quiera unos 10 $ porque tengo casi los seis meses de no agarrar dinero, porque cuando fuimos a a firmar para vamos diciendo el nombre mío está escrito aquí en Tipperary.","That's great, I passed through here in Tampa, but from here in Chicago. I told my wife that it's going to be there for about ten, 15 minutes. And I want you to give me at least $10 because I haven't had any money for almost six months, because when we went to sign for it we were saying my name is written here in Tipperary.",family
Antonio (Tony) Hernandez Rodriguez,[00;32;02;15],"Yo tenía que poner mi nombre aquí, pagar mi pago y el señor que iba delante de mí puso su nombre en mi línea y ahí se acabó pa él y para mí, porque tenía que venir todos pa Washington D.C. Y arreglarlo aquí y luego mandar los papeles. Pero como agarró su vuelo agarraron noticias que que ya mi tiempo se se estaba llegando.","I had to put my name here, pay my payment and the man who was in front of me put his name on my line and that was the end of it for him and me, because we all had to come to Washington D.C. And fix it here and then send the papers. But as they boarded their flight they received news that my time was approaching.",economy;migration
Antonio (Tony) Hernandez Rodriguez,[00;32;33;09],"Me no me mandaron nada aquí y y no me pagaban. ¿No pagamos, pero el el el segundo Kenneth me decía Tony, vas a barrer todo esto? Pero me daban un papelito que yo firmara y yo agarraba como. Sus pig, sus face y cosas que yo quería ahí del del éxito estuve y pues todo eso lo rebajaron porque eso era como como una prueba que yo debía tampoco, y estaba bueno porque yo no fui muy gastador de dinero.","They didn't send me anything here and they didn't pay me. We didn't pay, but the second Kenneth told me Tony, are you going to sweep all this up? But they gave me a little piece of paper that I signed and I took it. Their pigs, their faces and things that I wanted were there for success and they lowered all of that because that was like a test that I didn't owe either, and it was good because I wasn't a big spender of money.",economy
Antonio (Tony) Hernandez Rodriguez,[00;33;15;24],"Bueno y bueno, cuando llegamos tenía todas estas nuevos aquí, desde cuando llegué pa atrás y pues. Mi señora también era era muy analfabeta, como quien dice. Ella fue a la escuela, pero no, no, no sabía bastante todavía de lo que me decía. Pues sabes que hay una escuela en México, es informarte, va a ver que todo es como pa ti que eres veterano.","Well, when we arrived I had all these new ones here, from when I arrived back and well. My wife was also very illiterate, so to speak. She went to school, but no, no, I still didn't know enough of what she was telling me. Well, you know that there is a school in Mexico, it means informing you, you will see that everything is like it is for you who are a veteran.",family;education
Antonio (Tony) Hernandez Rodriguez,[00;33;47;10],"Este si ya fui y si, pero como necesitaba trabajo también y eh, todo el tiempo me gustó este el trabajo de barbero. ¿Y luego? Luego, luego, Luego fui a aquí a la administración y puse mi mi aplicación y todo. No, Luego me agarraron todo lo.","I already went to this one and yes, but since I also needed a job and hey, all the time I liked this job as a barber. And then? Then, then, Then I went over here to the administration and put in my my application and everything. No, then they grabbed me everything.",economy
Antonio (Tony) Hernandez Rodriguez,[00;34;20;01],"Que fue que yo entré. El 47 que fue. Salió en diciembre, el 46, en diciembre siete y luego ya pa el 10 de noviembre también de de enero de 1947 ya estaba yendo yo a la escuela de Barbero. Pues, y me pagaba el gobierno 90 $.","Which was when I came in. The 47th that was. It left in December, 46, December 7, and then on November 10, also in January 1947, I was already going to Barbero school. Well, and the government paid me $90.",education
Antonio (Tony) Hernandez Rodriguez,[00;34;47;06],"Por mes. ¿Y a mi señora le daban todavía le siguieron dando 80 por mes, como todo lo que estaba recibiendo cuando yo estaba por más que estuvo así seis meses en la escuela y ya cuando acabé la escuela, el estudio, luego, luego me fui de aprendiz, pero de aprendiz ya ganaba yo un poco, okay? Y me dejaron pasar un año.","Per month. And they still gave my wife 80 per month, like everything she was receiving when I was there, even though she was in school for six months and when I finished school, I studied, then, then I left. apprentice, but as an apprentice I already earned a little, okay? And they let me spend a year.",family;education
Antonio (Tony) Hernandez Rodriguez,[00;35;20;06],"Tuve que estar un año un aprendiz, me dejaron pasar un mes a ver qué tanto podía hacer yo por mes en la NO y sigo bastantito. Entonces yo creo que salí poco bueno para lavar ropa, para cortar el pelo. ¿Bueno, ahí estuve un año de de de aprendiz y al mismo tiempo yo iba y recogía tablitas y del del pie fija así yo lo empecé y tuve juntando tablitas y aquí, allá y este, lo que hice aquí pa cuando acabé mi aprendiz allá que dije pues yo voy a hacer la lucha de hacer mi barbería en mi casa, ahí cerquita, en mi casa no?","I had to be an apprentice for a year, they let me spend a month to see how much I could do per month in the NO and I still do quite a bit. So I think I was not very good at washing clothes or cutting hair. Well, I was there for a year as an apprentice and at the same time I went and collected planks and the fixed foot, so I started it and I had collecting planks and here, there and this, what I did here for when I finished my apprenticeship there What did I say, well, I'm going to fight to make my barber shop in my house, right there, in my house, right?",clothing
Antonio (Tony) Hernandez Rodriguez,[00;36;12;29],"Sí, así fue. Pa cuando acabe todo ya tenía todo, esta, todo, todo, todo un así estas viejas de piel calentona estaba y todo arreglé bien.","Yes, that's how it was. So when everything was over I already had everything, this, everything, everything, everything, like these old women with hot skin were there and I fixed everything well.",family
Antonio (Tony) Hernandez Rodriguez,[00;36;28;25],"Entonces yo inspiré por más estudio collage. Tenía yo la barbería que cumplí con mi Master Barber License, no la que yo puedo trabajar solo. Entonces apliqué por por irme a la escuela en la noche.","Then I was inspired by more collage study. I had the barbershop that I fulfilled with my Master Barber License, not the one that I can work alone. So I applied to go to school at night.",education
Patricia McDaniel,[00;36;49;04],Y a la universidad.,And to the university.,
Antonio (Tony) Hernandez Rodriguez,[00;36;50;14],"Sí, pero ahí no estuve mucho. Tuve nomás tres semanas porque en ese tiempo ya estaban trabajando de que esos estudios debían estar también aquí en un lugar pa la gente, muchachos de aquí que no, no necesitaban ir allá porque a mí me pagaban todo, me pagaba el gobierno, el boss, me daban unos tiquetes para el tiquete aquí y otro de acá y sube y no malas cambiaron aquí en Tampa y dije aquí me voy hacer viejo.","Yes, but I wasn't there much. I only had three weeks because at that time they were already working on the fact that those studios should also be here in a place for the people, guys from here who didn't, they didn't need to go there because they paid me everything, the government paid me, the boss , they gave me some tickets for the ticket here and another for here and it goes up and not bad they changed here in Tampa and I said here I'm going to get old.",
Antonio (Tony) Hernandez Rodriguez,[00;37;24;15],"No le hace estudiando un poco sí, y sí, y ya. Aprendí bastante en el modo de que se siente uno libre de. De hacer decisiones. Sobre las cosas que están pasando. Todo lo bueno.","Doesn't it make you study a little, yes, and yes, and that's it. I learned a lot about the way one feels free from. Of making decisions. About the things that are happening. All good things.",
Patricia McDaniel,[00;37;53;22],¿Qué cursos tomaba en YouTube?,What courses were you taking on YouTube?,education
Antonio (Tony) Hernandez Rodriguez,[00;37;56;11],Me. Como le digo lo que tú me.,I. As I tell him what you tell me.,
Antonio (Tony) Hernandez Rodriguez,[00;38;03;25],"Tome este. También nos dieron este La chanza de Julio Sáenz Me Account Accounting. Y tuve que agarrar. Esas son las tres que yo quería, pero tuve que agarrar a Pipe Rider.","Get this. They also gave us this La chanza de Julio Sáenz Me Account Accounting. And I had to grab. Those are the three I wanted, but I had to grab Pipe Rider.",conflict;economy
Antonio (Tony) Hernandez Rodriguez,[00;38;27;23],"Todavía el otro día me dijo mi señora de coach y bueno, dijo tú no tienes. Los dedos, digo como yo digo bueno, el otro.","The other day my wife told me I was a coach and well, she said you don't have one. The fingers, I say as I say, well, the other.",family
Antonio (Tony) Hernandez Rodriguez,[00;38;42;06],"Semestre sí, pero esas tres calificaciones con Y y y acá. Eso sí, me le pegué en el hasta que, bueno, me sirvió mucho porque de ahí uno agarra valos a libraries. En. El luego unos como libros tocante a ciertos como yo quería saber la la los derechos míos en cierta particular en esto, lo otro como labia. ¿Bill Todo eso, verdad?","Semester yes, but those three grades with Y and and here. Of course, I stuck with it until, well, it helped me a lot because from there you get tickets to libraries. In. The then some like books regarding certain like I wanted to know the my rights in a certain particular in this, the other as labia. Bill All that, right?",education;recreation
Antonio (Tony) Hernandez Rodriguez,[00;39;25;11],"Me daba. Y luego había gente, mujeres y hombres que me ayudaban mucho. Y ahí me fui.","He gave me And then there were people, women and men who helped me a lot. And there I went.",family
Antonio (Tony) Hernandez Rodriguez,[00;39;33;07],"Hasta que cuando pasó esto, que ya fue en 1960, cuando hubo esto, esto de del de la discriminación, comenzaron a poner sin no mexicanos y al ratito otro le ponía uno negro. Si no esto no lo bueno, Tanto que cuando y.","Until when this happened, which was in 1960, when there was this, this discrimination thing, they started to put non-Mexicans and after a while another one was black. If not this is not the good thing, So much so that when and.",migration
Patricia McDaniel,[00;39;59;06],¿Por qué se pusieron en esa época No habían esas esas noticias antes? No.,Why were they posted at that time? Wasn't there that news before? No.,
Antonio (Tony) Hernandez Rodriguez,[00;40;08;10],No.,No.,
Patricia McDaniel,[00;40;09;02],Así empezaron en el año 66.,This is how they started in the year 66.,
Antonio (Tony) Hernandez Rodriguez,[00;40;11;17],"Bueno, no empezaron en las el como el 59.","Well, they didn't start in like '59.",
Patricia McDaniel,[00;40;19;22],Con lo malo con esas noticias de no entrar.,The bad thing is with that news of not entering.,
Antonio (Tony) Hernandez Rodriguez,[00;40;23;02],Y no dejar. Si no comenzaron con en un restaurante que le decían el Bloomberg. Y esto con con los japoneses.,And not leave. If they didn't start in a restaurant they called it Bloomberg. And this with the Japanese.,
Patricia McDaniel,[00;40;32;21],Que contra los.,That against the.,
Antonio (Tony) Hernandez Rodriguez,[00;40;34;21],"Japoneses contra los japoneses y no los querían en la barbería, no los querían restaurante, no nos querían y etcétera etcétera en muchos lugares, pero todo servido que que era como descendiente alemán. Bueno.","Japanese against the Japanese and they didn't want them in the barbershop, they didn't want them in the restaurant, they didn't want us and etcetera etcetera in many places, but everything served as a German descendant. Well.",
Antonio (Tony) Hernandez Rodriguez,[00;40;54;22],"Nosotros dijimos. Y luego de repente, ya como el 59 vimos en un lugar no mexicano.","We said. And then suddenly, like '59, we saw in a non-Mexican place.",
Antonio (Tony) Hernandez Rodriguez,[00;41;05;13],"Bueno, y hay todo. Yo estudiando en esto, estudiando y perteneciendo en en los hijos, en los míos y en los nietos, columnas de Pertenecía yo y en los American. Dicho que iba todos los meetings para darme cuenta, ver cómo se oía y todo desde eh y todo el tiempo fui muy muy muy activo, activo en en todo y en hacer reír una persona y todo eso.","Well, and there is everything. Me studying in this, studying and belonging in the children, in mine and in the grandchildren, columns of Belonging to me and in the Americans. That said, I went to all the meetings to find out, see how it sounded and everything from eh and all the time I was very very very active, active in everything and in making a person laugh and all that.",
Antonio (Tony) Hernandez Rodriguez,[00;41;43;09],"Así fui yo me y me la llevaba muy bien con toda esta gente de de los miembros. Cuando se ofreció esto, que mi hija vino y me dio una queja que que lo que le había dicho una chavala en un tour que le hicieron los las maestras a un tipo viejo aquí en Tampa. Este llegó, llegaron donde había un cine no mexicano, negros no, indios no y de TV y el chamaquito amigo de le dice mira Olga, mi papá puede entrar ya, el tuyo no, el tuyo es mexicano y el mío es White.","That's how I was and I got along very well with all these people from the members. When this was offered, my daughter came and complained to me about what a girl had told her on a tour that the teachers gave to an old guy here in Tampa. This one arrived, they arrived where there was a non-Mexican cinema, no blacks, no Indians and TV and the kid's friend told her look Olga, my dad can go in now, yours can't, yours is Mexican and mine is White.",family;education;recreation
Antonio (Tony) Hernandez Rodriguez,[00;42;33;00],"O sea, era él. Entró mucho vergüenza dice. Bueno, es que bueno, ella vino aquí mismo, aquí. Una paradita. Yo tenía la silleta aquí, así no se corta el pelo. Paradita estuvo llorando diciéndome ya tenía 879 años. O sea. Y yo como estaba ocupado con un marchante, yo la veía a mí también. ¿Hasta una lágrima que me rodó y entra el coraje, verdad?","I mean, it was him. He felt very embarrassed, he says. Well, well, she came right here, here. A little stop. I had the chair here, so he doesn't cut his hair. Paradita was crying telling me she was already 879 years old. I mean. And since I was busy with a dealer, I saw her too. Even a tear rolled down and anger came in, right?",
Antonio (Tony) Hernandez Rodriguez,[00;43;05;14],Este. Pero yo todo el tiempo pensé esto se tiene que arreglar a Brown. Estaba no demostraciones nunca. Es que yo fui primero. Empecé con que con el obispo.,"This. But all the time I thought, this has to be fixed for Brown. There were no shows ever. It's just that I went first. I started with that with the bishop.",
Antonio (Tony) Hernandez Rodriguez,[00;43;27;21],"Que ya, ya. Ahora está retirado. Ya. Y le pidió un consejo. ¿Un consejo? Y me. Y él nos conocía y nos quería muy bien todo el tiempo. El obispo llegó. Mira, dejó todo. Me dijo. Es la cosa más linda y más bonita que tú habías hecho. Venirme a pedir a mí un consejo. Yo te lo agradezco. Y usted sabe ya.","That's it, that's it. He is now retired. Already. And he asked her for advice. An advice? And I. And he knew us and loved us very well all the time. The bishop arrived. Look, he left everything. Told me. It's the cutest and prettiest thing you've ever done. Come ask me for advice. I thank you. And you already know.",
Antonio (Tony) Hernandez Rodriguez,[00;43;52;29],"Y ahí ya yo no digo mira, nunca levantes tu, tu, tu coraje a en contra a nadie no le hace qué nombre que, que palabra te den la más malvada que puedas. Tú agacha tu cabeza, levántala y mira al cielo y piensa que ese hombre lo vas tu a a recoger tu corazón. Y si no viene porque lo traigas, lo quieras traer tú, Él viene solo y cositas así me decía.","And there I no longer say, look, never raise your, your, your courage against anyone, it doesn't make them what name, what word they give you, the most evil one you can. You bow your head, raise it and look at the sky and think that you are going to collect your heart from that man. And if he doesn't come because you bring him, you want to bring him, he comes alone and things like that he told me.",
Antonio (Tony) Hernandez Rodriguez,[00;44;33;16],Y yo venía y la analizaba y como leía la Biblia también poquito buscaba esas parábolas donde hablaba el Señor. Así me.,And I came and analyzed it and since I read the Bible I also looked for those parables where the Lord spoke. So me.,
Antonio (Tony) Hernandez Rodriguez,[00;44;48;21],"Luego, después de que juntamos lo primer meeting, lo juntamos de puros padres. Un nuevo destino era un. Y el obispo habló ahí y luego hablé yo, mis intenciones y todo no, pues me me me dieron muy buen balcón sobre lo que yo les decía que yo no quería, yo no quería hacer ningún enemigo. Yo quería que si había derechos para una persona en en una lista en sus hombros de constitución.","Then, after we put together the first meeting, we put it together as parents. A new destiny was a. And the bishop spoke there and then I spoke, my intentions and not everything, because they gave me a very good perspective on what I told them that I did not want, I did not want to make any enemies. I wanted to know if there were rights for a person in a list on his shoulders of constitution.",
Antonio (Tony) Hernandez Rodriguez,[00;45;28;25],"Bien, la de América. Y yo quería estar encajado en el tú o quería saber de quién o quién me va a decir que no podía ver y así.","Well, America's. And I wanted to be embedded in the you or I wanted to know who or who was going to tell me that I couldn't see and so on.",
Antonio (Tony) Hernandez Rodriguez,[00;45;44;05],"Bueno, cuando yo acabé con el clero, me fui a las organizaciones y también también todos fueron a mi favor. Entonces el con Wisin, Wisin Letters.","Well, when I finished with the clergy, I went to the organizations and everyone was also in my favor. Then the one with Wisin, Wisin Letters.",
Antonio (Tony) Hernandez Rodriguez,[00;46;00;18],"¿To the House, no? Y así fue. Pero bueno, el el el primer año. No, no, no, no pudimos hacer nada porque la mera verdad we son muchos documentos de lo que estaba pasando y todo este muy tarde, mucha de. Pero según segundo que fue el 62, si lo pensamos muy, muy temprano y todo estaba muy bien preparado. Y este señor Dunn.","To the House, right? So it was. But well, the first year. No, no, no, we couldn't do anything because the simple truth is that there are many documents of what was happening and everything was very late, a lot of. But according to the second it was '62, we did think about it very, very early and everything was very well prepared. And this Mr. Dunn.",
Patricia McDaniel,[00;46;31;06],Mandaron los documentos a Washington o a aquí en.,They sent the documents to Washington or here in.,
Antonio (Tony) Hernandez Rodriguez,[00;46;34;14],"¿En aquí Y fue El árbol es bonito o así? Si. Si. Teníamos copias. Teníamos montones de copias de todo y retratos donde tenían. No, no, no tenía. Eso. Sí, simple y todo eso y. Y todo se dio con todo el mundo. Bueno.","In here And was the tree is pretty or so? Yeah. Yeah. We had copies. We had tons of copies of everything and portraits wherever they had them. No, no, I didn't have one. That. Yeah, simple and all that and. And everything happened with everyone. Well.",
Antonio (Tony) Hernandez Rodriguez,[00;46;56;24],Pasó la ley el primer primer vez no pasó porque había un. En un programa que no cayó bien. Que el el el señor que nos ayudaba era el mero man del. Darme cuenta.,The law passed the first first time it didn't pass because there was a. In a program that did not go down well. That the man who helped us was the mere man of the. Realize.,education
Antonio (Tony) Hernandez Rodriguez,[00;47;20;28],"Y me dijo Tony me tocó en Go back en. Y lo lo lo detuvimos y todo y lo reward. El Graphic y Y ya cuando ya estuvo bien por todos los que estábamos. Ya, ya tenía yo un negrito, un japonés de todos, de todos, de un grupo We agree with the white change y todo eso. Y ya lo volvimos a meter y pasó.","And he told me Tony played me on Go back on. And we stopped him and everything and rewarded him. The Graphic and And when it was already good for all of us who were there. Yes, I already had a black boy, a Japanese from everyone, from everyone, from a group We agree with the white change and all that. And we put it back in and it happened.",
Antonio (Tony) Hernandez Rodriguez,[00;48;03;08],Pasó el. El la. El veo tu Seventeen.,He passed. She. He sees your Seventeen.,
Patricia McDaniel,[00;48;12;07],Y sentimos si es un beso de aquí de.,And we feel if it's a kiss from here from.,
Antonio (Tony) Hernandez Rodriguez,[00;48;15;14],Ya era de.,It was already from.,
Patricia McDaniel,[00;48;17;02],¿Y qué decía?,And what did he say?,
Antonio (Tony) Hernandez Rodriguez,[00;48;20;16],"Y hace tanto o bueno, este Este se recargaba todo a a a que no podía ver ninguna clase de discriminación. No más. ¿Porque era? Porque era la otra nacionalidad, porque era Prieto, sus o Brown y lo largo de y todo eso que ya eso aquí se acabó y no tenía mucho, no tenía mucho que había comenzado. Eso ya tenía pues o con un año o dos o tres.","And so long ago or well, this This one was so reloaded that he couldn't see any kind of discrimination. No more. Because it was? Because it was the other nationality, because it was Prieto, his or Brown and all along and all that was over here and I didn't have much, I didn't have much that had started. I already had that for a year or two or three.",migration
Antonio (Tony) Hernandez Rodriguez,[00;48;59;11],"Bueno, bueno, no decía como cuatro años porque fue como el 58 59 hasta el 1962 y se se acabó, pues.","Well, well, I didn't say like four years because it was like '58 or '59 until 1962 and it was over, well.",
Antonio (Tony) Hernandez Rodriguez,[00;49;15;01],"Bueno, ya, ya. Sobre de eso de yo seguí a este trabajando de community y uno o lo tu te gusto de tus fans, pero si en la razón Many por por Sick People y M iPhone me hice muy popular aquí en en y me gusta todavía en mi edad. Me gusta ayudar hacer esto y no me gusta la comunidad porque me debajo también que Dios dijo ayuda y no pongas cuidado a quien me ayudes, déjame ayuda ahí y ahí.","Well, now, now. About that, I continued working in the community and one or the other you liked from your fans, but if for the reason Many because of Sick People and M iPhone I became very popular here in and I still like it at my age. I like to help do this and I don't like the community because I also get down because God said help and don't care who you help me, let me help here and there.",health
Antonio (Tony) Hernandez Rodriguez,[00;50;00;18],"Ah ya con cumplidos no te andes y campos que aquel no o a este señor bien y yo lo cargaba eso y o ayudaba y no, no me iba y todo. Bueno, y yo creo que alguien necesitaba viendo todos estos hechos que yo hacía y todos un día yo me fui a Voice y fui, hablé con unos amigos, Nuri Peña, que conoce muy bien Rudy Peña, estaba hablando yo con él cuando en un lugarcito que es un motel, que tiene un restaurant, cito y tiene una barrita ahí y nos estábamos tomando un traguito platicando de business de negocio cuando aquí nomás se paró un señor, dos señor.","Ah, with compliments, don't mess around and fields, that one didn't or this man was fine and I carried that and or helped and no, I didn't leave and everything. Well, and I think that someone needed to see all these events that I did and all one day I went to Voice and I went, I spoke with some friends, Nuri Peña, who knows Rudy Peña very well, I was talking to him when in a little place that is a motel, that has a restaurant, quote, and it has a bar there and we were having a drink talking about business when a man, two men, just stopped here.",agriculture;economy
Antonio (Tony) Hernandez Rodriguez,[00;50;54;11],"Un señor y una señora. Ya no es el mismo Rodríguez o yo, porque si señor, tu nombre, mi nombre, que eso ya me paré y ya me entrevisté con él viene todo. Llegó el caso, dijo que no podemos ver en por allá. Serán los papeles o quién sabe de dónde trajeron ellos esto dijo otro hombre que este año.","A gentleman and a lady. It's no longer the same Rodríguez or me, because yes sir, your name, my name, that's what I already stopped and I already met with him, everything comes. The case came, he said we can't see over there. Could it be the papers or who knows where they brought this from, another man said this year.",migration
Antonio (Tony) Hernandez Rodriguez,[00;51;24;29],¿Eh? Usted ha llegado a recoger ser el.,Hey? You have come to collect being the.,
Antonio (Tony) Hernandez Rodriguez,[00;51;37;01],"El distribuidor y yo todavía ni lo comprendía. Que lo que me quería dirigir. Y el Bureau sabía. Él nomás agacha la cabeza. Este, eh, ponía como bueno, yo. Bueno, pues si lo merezco. Está bien. Deducimos un poco más. No, no, creo que José lo merece dijo poquito a todo o lo que tú hiciste. Fíjese como es. Hay gente que hace eso.","The dealer and I still didn't understand it. That's what he wanted to direct me to. And the Bureau knew. He just lowers his head. This one, eh, said well, me. Well, yes I deserve it. Alright. We deduce a little more. No, no, I think José deserves it, he said little to everything or what you did. Look how it is. There are people who do that.",
Antonio (Tony) Hernandez Rodriguez,[00;52;08;13],"¿Me bueno, está bueno y así salió en YouTube, eh? Muy bonitos complementos, cartas y todo de Washington, dice de los. Dos porque es donde donde la la donde dejé la conversación.","Well, it's good and that's how it came out on YouTube, eh? Very nice accessories, letters and everything from Washington, says of the. Two because that's where where la la where I left the conversation.",
Patricia McDaniel,[00;52;33;29],"Hablando de de recibir el. O sea, yo estaba con con Woody así.","Speaking of receiving the. I mean, I was with Woody like that.",
Antonio (Tony) Hernandez Rodriguez,[00;52;41;22],"Bueno, cuando todo esto pasó. Que yo acepte. Está bien. Agarré yo una carta muy bonita de Frankfurt. De la mina. Y también de muchos mexicanos que tienen posición. ¿Tenían posición? No sé si ahorita todavía uno en en Washington dice bien bonito. La razón más que se recargaba era el modo que lo hiciste. Nunca se supo fuera de de de status quo o o like that que hubo alegatos y que hubo.","Well, when all this happened. That I accept. Alright. I grabbed a very nice letter from Frankfurt. From the mine And also from many Mexicans who have a position. Did they have a position? I don't know if right now anyone in Washington still says nice. The biggest reason it was reloading was the way you did it. It was never known outside of the status quo or like that that there were allegations and that there were.",
