speaker,timestamp,words,End Time

Arthur Sundberg,00:59:18:22,"So where are you going to go? The only thing you can do is jump out of there, try to get out of the way. And don't you have to have to do that real quick? It was tricky work and you know, it was. It wasn't it wasn't at all call for that. Anything like that should ever happen. But there was individuals that got a big kick out of trying to see somebody scramble, you know, and they even got a kick out of it. They see somebody got hurt. You know, there was this just kind of a bloodthirsty. Bunch of people. There was, of course, I'd say the majority of them were all real kind people, but there was a few. You'd always find some individual, some joker in the in the crowd, you know, that's that's got to do something like that. You know.",01;00;19;19
Sam Schrager,01:00:19:22,"You think guys like that would do something like that because they were just frustrated and their work, or you think they were just mean?",01;00;27;23
Arthur Sundberg,01:00:27:24,"Well, of course, you know, if they were psychoanalyst, you could probably find a lot of answers as to why they'd done those things, you know? But. Why would a guy just walk up behind you with a cold glass of water and pour it down the back of your neck? They might do that today. You know, if he was down here, say, swimming… hole and… probably sitting there on a bench watching the kids swim and maybe some joker come up behind you with a cold bottle of pop and poured down the back of your neck. Why would they do that? You know, it's kind of hard to answer why people do some of these things. And yeah.",01;01;20;15
Sam Schrager,01:01:20:17,But it's one thing to play practical joke on something. It's another thing to see somebody get hurt and get them.,01;01;26;01
Arthur Sundberg,01:01:26:03,"I know, but then it's there's some people do that doesn't realize what a practical joke will do and how far it might carry. You see. You know, they used to cut a lot of yellow pine lumber here. And this yellow pine, there was a lot of knots would fall out, you know, particularly a one inch board and big notch in a way. Maybe they're not would fall out. Well, you'd find it always a lot of knots on the floor, you know, just needs areas wherever, wherever the lumber was transferred to be, not fall out. But you taken an area where it's noisy and a man is concentrated on concentrating on his own work. And all of a sudden, here comes a knock flying through the air, and it takes you in the back of the head or in your back, or maybe in front. And you look around and see where who threw that not. And of course, everybody's got a long face and doing his job. See, because some joker picked up a knot and we looked down through there and then of course, turned right around to his work.",01;02;49;13
Arthur Sundberg,01:02:49:13,"And you can't see where he'd come from, see? But why does people do that? See what they used to do a lot of that throwing knots and, you know, you could get hurt. And you take a, a knot is it isn't round and smooth like a ball would be. A knot is going to sharp edges on it and not can cut. You know, it can cut like a knife and oh there's been lots of them, you know blooded run. We're not hit them.",01;03;31;21
Sam Schrager,01:03:31:23,You think that… a matter of trying to see how somebody could take it? Or do you think they go after somebody who they thought was soft and try to get rid of them?,01;03;41;23
Arthur Sundberg,01:03:41:23,"That kind of. No, I think I think they they just try to get a reaction out of a person. And of course, the more you react to a practical joke, the more you'd be subject to the practical jokes, because they say, we'll get a raise out of that guy. You watch now. We'll see. Now see how he acts. He. And then they'll pull some joke on him, see? And and of course, if, if you can just laugh it off and don't over react to it, but then they leave you alone.",01;04;23;19
Sam Schrager,01:04:23:21,Was there a difference between the kind of practical jokes that hurt you with a knot thrown on your back and other kinds? It just didn't physical at all?,01;04;32;19
Arthur Sundberg,01:04:32:20,"Yeah, there was in fact, a matter of urgency. You take practical jokes. That was very common. They had all seemed like they was inventing new ones every day, but most of them were harmless, you know, it was there something to irritate somebody, you know, and that is there at least try to irritate somebody. And of course, some people are more sensitive than others, you know, and and some of them really get riled up over it, you know. And then of course, they had whoop and holler and laugh and poke fun at him after they get him mad, you know.",01;05;13;06
Sam Schrager,01:05:13:09,"Do you remember what kinds of I used to job, what kind of ways they job people in?",01;05;20;04
Arthur Sundberg,01:05:20:06,"Oh, it's kind of hard to recall just all of them that they had during many of them, you know that. Oh, I know, I know one thing that. Now it seems kind of funny. And at the time it could have probably hurt somebody. But this box factory that they had here, they built that in 1912. And for the first couple of years or so there I, they nailed all their boxes by hand. Of course, they had power saws to cut all these pieces, you know, cleats and so on. You know, and ripped them to thin boards and all that stuff. But then the nailing part was all done by hand. They had several big long rows, benches, you know, there were these men would I say men, kids and men. They had their nailing up boxes and. They got, oh, I can remember they got $0.35 a hundred boxes for nailing boxes. You nailed up a hundred boxes, you got $0.35. And of course, some of these guys were strong and and, you know, they developed a good, good arm for handling. They had done the nailing with the with these.",01;07;11;16
Arthur Sundberg,01:07:11:19,"Hatchets. You know, they didn't use a hammer. And so of course you can. You swing them all day long. You developed quite an arm. But anyway with the all these saws running and all this hammering and banging and going on, you know, there was an awful lot of noise. And I can recall several times where be some practical joker would sneak up behind a guy, you know, and you stand there nailing, working like, everything, you know. And this guy would take one of these nails and he'd just go down through the the soul of his shoe, you know, that sticking out from his shoe. And he'd nearly shoot out of the floor. And, you know, he turned to get some more cleats or or boards, pieces for the box. And, boy, he'd fall flat on his face because he couldn't move his foot. See? But of course, you know, you could break a man's leg, I suppose, to that way if he turned right. But then. Then they never did that I ever heard of. But stuff like that, that's that's a real practical joke, you know.",01;08;26;05
Arthur Sundberg,01:08:26:08,"And then possibly of some really harmless thing, but irritating, like, everything. Maybe guy lays gloves down and when he'd come back, while he would pick up his gloves and stick his hand in there, maybe some guy put a bunch of Greece or something down inside his glove, and he'd stick his hand into that, you know? But oh, there was one of different things that was done, you know, but it seemed like most, most everybody had a pretty good sense of humor. And, you know, if. If you would play a joke on me, well, then I'd probably lay awake nights for a month trying to figure out some way where I could get back and play a joke on you, you see?",01;09;21;23
Sam Schrager,01:09:21:25,If I knew you'd done it.,01;09;23;25
Arthur Sundberg,01:09:23:27,"Well, yeah, I even had the. Good suspicious suspicion,",01;09;32;21
Sam Schrager,01:09:32:23,I look on the guy's face.,01;09;35;23
Arthur Sundberg,01:09:35:26,"You know… i can recall one incident on there in the planar. They. The whole plant was was covered with these narrow gauge railroads. They moved all their lumber on these little railroad cars, you see, and. So in the planer, there was I said there was 22 machines in there, and each machine had a switch and a rail coming in to the machine, you see. And then of course, there was, there was two sets of rails going out from each machine out onto the loading dock area. But anyway, all this lumber was transported by horsepower. They had one horse and a driver, and and he would hook a chain onto this. Unit of lumber. And he would they would probably be several cars here. And he'd go back and say 5 or 6 cars back and hook on to that. And as he started up, they'd moved this whole bunch down this track, see, but in this planer area, they had electric locomotives that brought all the lumber, that took all the green lumber out to the lumber area, the lumber yard, and then they and then they brought all the dry lumber from the lumber yard back into the planer.",01;11;12;21
Arthur Sundberg,01:11:12:23,"And they had I think they had seven of those electric locomotives. And but then, of course, they would they would leave this whole string of, of loads in on this main, main line there. And then this man of the horse, he would pull these loads into the different machines, wherever they're supposed to go into the planer. Well, there was a fellow by name of Kearney that drove this horse back there, and he was a nicest fella in the world. Everybody liked him. He was such a pleasant sort of a guy, you know, and saw it come to a time there when, by golly, men would pick up their lunch box at noon. And by Gus, you know, they knew that their wife had made a nice pie and they, they really expected the piece of pie in their lunch, and it wasn't there. And when they'd come home, they'd ask their wife, how come you didn't give me some that pie? Well, she says, I did. I put some in there. Well, it wasn't there. Well, maybe the next guy he wife had made a nice cake or or or something extra, you know, to put in the end. Of course. Lunchtime. Come. It wasn't there.",01;12;45;06
Arthur Sundberg,01:12:45:08,"Well, you know, everybody just would set their lunch box down here or there on a on this building was all steel structure, you see, is still the girders and columns and everything. And then of course, it's sheet iron covered. And of course, wherever there'd be a steel beam or something there, they set their lunch box up there and wouldn't pay attention to it until noon. So everybody got to suspicion somebody else around there, you know, who was stealing their lunch, but they never could catch him and buddy. So there was one guy that said he was going to find out. So he had his wife to make a nice pie. And then he went to the drugstore and he got some quilting. And so after she cut this nice wedge of pie where he put some croton oil in it and had it right on top of his lunch, you know, and no one come by here, that pie was gone.",01;14;04;17
Arthur Sundberg,01:14:04:19,"So then he figured, well, we soon find out who had that pie. Well, it just turned out that poor old carny that guy had driving the horse. The nicest guy in the whole plant was the guy that's stealing the lunch. And, you know, he had died running to the John, you know? You know, he got such a diarrhea, you know, from that croton, all that just he was over done it. But that's the way the guy found that. Well, that was a practical joke that that, of course, still in these lunches, you know, and that went on for it was quite a period of time, you know, and, and there was a lot of fellows that complained to that. They could see that somebody had been in their lunch box, but there was nothing taken. See. But he'd he'd go alone. He'd look at each one and he'd, he'd go back to the one that had the whatever he wanted to see.",01;14;58;12
Sam Schrager,01:14:58:14,What happened after that. Did did he leave or did he stay?,01;15;01;20
Arthur Sundberg,01:15:01:21,"No, I remember, I think he stayed, but then it cured him of of this stealing and of course, all the knowledge of who it was. It didn't really get to widespread. They didn't they didn't. They kind of felt sorry for him afterwards, you know… but.",01;15;42;08
Sam Schrager,01:15:42:10,Do you ever see fights in.,01;15;45;29
Arthur Sundberg,01:15:46:02,"Well, I, I actually only saw about two, I guess maybe all the years I was there, but then there was more there. But then I didn't really get to see them. But I did get to see a couple of them. And of course they all those that I saw and I guess the others too, that they really. They really didn't last too long or didn't amounted to much, you know, they'd maybe one guy had get knocked down and then he'd quit and that'd be the end of it. You know, it wasn't like the loggers, you know, the. And I don't think the loggers out in this area ever got anywhere near as tough as they were back in the Midwest. Seemed like the loggers all got along pretty good on this part of the country.",01;16;44;00
Sam Schrager,01:16:44:02,I know why that would be the difference.,01;16;46;20
Arthur Sundberg,01:16:46:21,"Yeah, I think so. It was. You might you might say. It was the nationality of the people that that worked in the woods. Now, you take back in the Midwest. They had Canadian Frenchmen and they had a few Irish.",01;17;18;08
Sam Schrager,01:17:18:10,The Finns you mentioned.,01;17;19;16
Arthur Sundberg,01:17:19:17,"And the the Finns and the Swedes. Now, the poles never worked in the woods. Poles all worked, always used to work around the sawmill unit. And and their work usually consisted of piling slab wood or or or some job or it didn't take a brain to do anything, you know. And I never seen her tell her, one of them ever learning to grade lumber or anything like that, but. The people from the Scandinavian peninsula, there, they were the natural lumbermen, loggers, lumbermen. Because that was. Well, that that was an industry that had carried on for hundreds and hundreds of years over there before it ever started over here. You take there's one sawmill over there in Sweden that has been in continuous operation for over 700 years… and… in in a sense, I guess it's about the biggest sawmill operation in the world.",01;18;59;09
Arthur Sundberg,01:18:59:11,"You could wonder, you know, why? How a such a small country could produce that much timber. But of course they don't. They produce a lot of timber, because you might say every time they cut down a tree, they had to plant a tree. But. You see, they shipped their Tim, they shipped their timber in across the water from Finland. And from Latvia and Estonia. And some of those countries have belonged to Russia. Now, you know, there was lots of timber and that was all shipped over to Sweden. So you see these Swedes, they come by this logging and lumbering, more or less natural because they were brought up with it. Now, the Norwegians were different. They had they had some… but… from what I find out by. They wasn't very well supplied with timber in Norway because that was such a mountainous country, you know, and crags and rocks, and that was more or less of a fishing industry in Norway, you know.",01;20;26;19
Sam Schrager,01:20:26:22,But how does this go with how they got along in the woods and didn't fight out here as compared to the Midwest?,01;20;34;25
Arthur Sundberg,01:20:34:26,"Well… you take where you have like back there. You had, as I said, there's French Canadians and Finns and Swedes and Irish. When you get you get a conglomerate like that, you're bound to have a lot of friction and a lot of trouble. The fact of the matter is, maybe that can start and probably usually start by one guy poking fun at this other guy because he didn't speak good English or. And there was always, like I said here the other day, that it seems like the. The Irish were arrogant, they were terribly arrogant and their behavior. And that didn't set good with some of these others, you know, you see. Back in the, in the area there. You'd see an Irishman while you seen a man that his aspiration was to be a foreman and. How he got to be a foreman was because he could whip every man in the crew. That was the only qualification he needed. He didn't need to know anything about logging or lumbering or anything else. The only way to be a foreman was to be able to whip every man the crew. Well, maybe he did whip a guy.",01;22;28;00
Arthur Sundberg,01:22:28:03,"But then when Saturday night come and they got down to saloon. He took a beating because maybe one guy wouldn't take him, but maybe 4 or 5 of them would see and they'd tromp him right into the ground. But that was, you know, one reason. And there was a lot of different reasons, you know, that could bring it about. But anyway.",01;22;58;20
Sam Schrager,01:22:58:22,"But out here, there was more similarity in nationality among the lumberjacks. Then there was back there.",01;23;07;29
Arthur Sundberg,01:23:08:00,"Oh yeah. Yeah, yeah.",01;23;09;18
Sam Schrager,01:23:09:23,More more Swedes and.,01;23;13;17
Arthur Sundberg,01:23:13:19,"Yeah, there was, there was. Of course, there was a lot of men working in the in the woods here too, that wasn't of the Scandinavian descent. But then there was an awful lot of them. It was, you know, you'd take like old Axel Anderson and some of those guys, you know. Well, they had the choice of hiring and firing. Well, you know, as well as I know that. If a Swede come up to Axel Anderson probably couldn't speak a word of English. See, but he's looking for a job, actually give him a job. So consequently, this camp would be pretty well made up of a bunch of Swedes, you know? And of course, there'd be others. Do you know, that was, you might say, American born, that of different nationality, but they'd be working there, too. But they were all men that were pretty easy to get along with. It wasn't high tempered and hot blooded like he'd found back in the Midwest.",01;24;27;14
Sam Schrager,01:24:27:19,Where most of the camp foreman Scandinavian out here.,01;24;31;18
Arthur Sundberg,01:24:31:20,"Well, I'd say most of them. No, I wouldn't say that. But then there was a lot of them that were.",01;24;45;24
Sam Schrager,01:24:45:27,Back there in the Midwest. They were mostly Irish.,01;24;50;09
Arthur Sundberg,01:24:50:09,"Or mostly. Yeah. And, as I say, the reason for that was because they could they were fighting men. Irishmen had been known for fighting men for hundreds of years back, because that's where the Swedes, all they knew was to cut logs and make lumber and farm the Irish. All they knew was to fight and get drunk. That's that's a I know that's going on tape, but nevertheless, that's a, that's a just a natural heritage. Why? And it prevails right to this day, far as that goes.",01;25;32;25
Sam Schrager,01:25:33:00,"See when I, I'm very interested in, in, in this difference because I've read about the fighting went on in the Midwest and I've talked to lots of loggers out here and I haven't heard much about fights and the lumber camps, anything like what I've heard about back there. So to me, I believe there is a strong difference between here and there. And I really wondered about why.",01;25;58;16
Arthur Sundberg,01:25:58:18,"Well, and of course, the. In order to get the lumber industry moving in this part of the world, you had to bring people from back there, out here as a nucleus, you know, to, to build this thing up. But the people that come out here wasn't that type. Now, I believe I told you the other day that these people migrated out here when they heard that they're building this plant or building some plant in Sandpoint or somewhere else. These French-Canadians, they didn't come out here. If they run out of a job, say, in Wisconsin, where they go, they went back to Quebec. And and then most of the Irish, there was a few that come out, but they, they were in such a minority that they, they didn't cause trouble. But most of them, they wanted to stay back there in, you might say, the more populated part of the country. And there was reasons for, for, for migration, you know.",01;27;23;17
Arthur Sundberg,01:27:23:20,"The majority of them had come out in this part of the country. They come out here because. There was more money, they got paid more, and living conditions were better. And then others come out here because they wanted eventually to get some land. They wanted a home. They were something that come out here, you know, that their job at mill. Was their livelihood. But they bought a stump branch because they wanted a piece of ground. And just any number of reasons why people come out, you know.",01;28;08;17
Sam Schrager,01:28:08:19,"There was would you would you agree that there was some fighting in the, in the lumber camps here, but just not very much.",01;28;15;14
Arthur Sundberg,01:28:15:15,"Oh, there was some there bound to be. But of course, in this potlatch area, I think one reason that held the fighting down a lot was that that liquor wasn't quite as available as it was back in the Midwest, and but then I think too, that to here. There was a good many cases, I believe, that were two men would have a difference that would bring them to the point of fighting. If it was in the camp area itself. I think there was a good many times where they were both given their time and packed down the road. You just get out of here. We don't want any fighting men around here at all. And, I think that held it down a lot too, because word, it word will get out. You know that boy, if you go to work for that guy in that camp, you'd better not start any fights. Because if you do, you're done.",01;29;30;13
Sam Schrager,01:29:30:15,"Do you think that the presence in the camps of a lot of men who are local, local people who were, let's say, stomp, stomp farmers and were working there for part of the year or working there to clear up their place, that that had a settling influence on the camps, too.",01;29;47;12
Arthur Sundberg,01:29:47:13,"Oh, yeah. I think that, men are not going to jeopardize their job by letting their tempers get the best of them, providing that is, if their loss of their job is going to mean the loss of their home and having to move to another locality or move their family to another locality. It's a stabilizing factor, you know, that,",01;30;27;13
Sam Schrager,01:30:27:16,"What about some of these different nationalities that were in Potlatch? I understand that especially for common labor, that large numbers of Japanese and large numbers of Greeks were were brought in here in the early years.",01;30;45;02
Arthur Sundberg,01:30:45:04,"Yeah. Well, I don't know if they were brought in, but then they come in because of the same factor that brought other people in here. And of course, there might have been a lot of them that were contracted, you know, from the coast or someplace, and they contracted them to come over here. But as I was saying here at the beginning when we started talking, you know, about the the lay of the land when they built this plant or this little more or less of an island down there that is a created an island by diverting the river around. You see, because the original river bed run right around the foothill here, you see well, on that island there they built the sawmill. And then at this southern end of it, they built this great big barn for their horses. And then right next to the barn they had away and corral. That's something else to do that reverts back from the old times to was a wagon corral.",01;31;58;10
Arthur Sundberg,01:31:58:10,"You probably heard of it, but it was a board fence that was about eight feet high, and the boards were perpendicular, 12 inch boards, and they were laid tight together. So it was a solid fence. The only way you could see in there would be find a knothole to see inside. And of course they had this big gate for opening it up, and they'd drive their wagons in and all their wagons were put in there at night, you see. And that was the wagon. Well, that was right next to the the horse barn. And right next to that was the baseball park. They had really good baseball park here, and it had a eight foot board fence all around it to the entire park. You couldn't you had to find a knothole to see in there, to let you paid you way in. But there's a little strip of this island here, back of this barn. And alongside this baseball park where they had the some buildings. That was the original buildings that they put up when they first started construction, that is, they had to store the. Well, it was a commissary, you might say, and bunkhouses and so on for these construction crews lived down down there.",01;33;30;25
Arthur Sundberg,01:33:30:27,"Well, after they got their houses built here in town. What, what finally was the town? Well, then they they still had these buildings down there. And that's where they had one big building there. That was a Jap camp. All the Japs lived there. Then they had some of these other buildings that had been bunkhouses and so on. Were all the Italians lived. And then there was just a few of them there where all the Greeks lived. There wasn't any of the Greeks or Italians or the Japs that lived in the town itself. They all lived down there until… about,… oh, I guess about 1918. Then they built this big boarding house here. Well, on the hillside just above this Standard Oil tank station down here. For the Japs. And then they had one street there, that the entire street was all Italians and Greeks.",01;34;58;00
Sam Schrager,01:34:58:02,"So even after 1918, when they built those, it was still segregated, still separate from the rest of the of the community.",01;35;09;15
Arthur Sundberg,01:35:09:16,"Yeah. But then that was that was there, you might say, their own choice. Now, of course, the the Japs wanted to live by themselves because of their moldy living. As I say, they had this big boarding house. And of course, there was there was a few Jap families that had little houses, but they was still on that lower street. There were the Greeks, and the Italians were. But these Japs, most of them were single. And of course, most of the Japs worked in the box factory. But they had a cook, and this cook would heat up a great big tub of water. This tub was a big wooden tub. And it. Oh, I guess it stood 3.5ft high for such a matter. And it was about. Between 8 and 10ft in diameter, I guess, and it was full of water. And then, of course, they had a fire box underneath of that thing. It had a steel bottom in.",01;36;33;12
Arthur Sundberg,01:36:33:14,"And this cook, he would build up a fire and stoke that up and get this huge tub of water heated up. Well then as soon as their shift was over with, these Japs come home. And that's one thing about a Jap terror where he lives, or if he lives in the jungle or in the sawmill, he takes a bath every day. But I don't think they ever cared too much about changing the water. As long as they take a bath. And, And they all pile into that tub. As many as could get in there one time, and they'd jabber and talk and go on and lay everything and and then, of course, as soon as they wash off a little bit and that tub, well, they jump out and then maybe the rest of them would jump in. But then way they didn't have that many people there. But what maybe, maybe two jumps would be.",01;37;33;13
Sam Schrager,01:37:33:16,"How many, how many could get in that tub? And once about.",01;37;37;01
Arthur Sundberg,01:37:37:04,"Oh, probably, 15 or 20. Get in there. One time they'd stand up in there, you know, and slosh around. And I don't know if they ever changed the water. They probably did. But, but anyway, it's just like a raccoon washing these food. And, you know, he might have a clean carrot as the cleanest can be, but he'll slosh it around in a mud puddle to wash it before you lead it. And so that's the way those folks were. But then they. The Italians and the Greeks, of course, they they all spoke their own language, and they wanted to be together. And the Japs, they talked to Japanese and a few of them could talk just a little bit of the American language enough to get by, and they would talk for the rest of them. And, and the same with the Italians… it'd be maybe… 30 or 40 Italians and maybe 2 or 3 of them were married, but one of them done the business for all of them, you see. And.",01;39;03;01
Sam Schrager,01:39:03:04,"I mean, each of each of these groups had its its leader who took care of the business.",01;39;08;10
Arthur Sundberg,01:39:08:11,"Oh, yeah. Yeah. That is, you know, if you take the Italians especially, there are people over in the old country were so poor, you know, that a dollar would be like a million to anybody else. Well, these fellas working here, every payday, they would send a little bit of money back to the old country, see? Well. It seemed like they didn't know whether it might be that they didn't have enough education, you know, to write their name or to make out of money order. So they would designate one person to he would take all this money to the post office, and he would send so much to this one and so much to that one, and so much of that one… and… it it's kind of strange when you look into the background of people. We're living in a so-called modern times, but, we're not too far removed from the primitive as far as that's concerned.",01;40;36;25
Arthur Sundberg,01:40:36:27,"I can there was there was one family. Of course, everybody thought he was an Italian, but he was Austrian. He'd come Austria and he was a really a nice fella. He was. He run one of these big steam engines down here at the plant for a good many years… and they had a fellow that boarded with them for good many years. This, this engineer, he had a he had a wife and he had one boy. But anyway, there was a fellow that boarded with him for years and years and years, and he was an awful nice sort of fella. But,… seemed like when this, this guy was boarding with this other family, when he left the old country, he had a sweetheart back there, and she was just a little slim slip of a girl, you know, real pretty. And so he promised her that he'd come to America. And then as soon as he could, why, he'd send for her.",01;42;01;00
Arthur Sundberg,01:42:01:02,"And so she agreed. So he come over here and. And so he tried time and again, you know, to to get her to come over. But she wouldn't come by herself. She was scared to go by herself. So consequently, while he was up pretty well in middle age, when he finally decided that he was going to honor his commitment, you know, that he he promised her that he would marry her, and she was still waiting for him back there… so he finally… went back there and was going to marry her and then bring it, bring her back here. When he got back there, he found that his sweetheart was a huge, fat woman. Barefooted. She had never had a pair of shoes in her life. And this whole village where they lived. There was one person in the whole village that could read or write. So whenever they would receive a letter, they would have to take this letter over to this person and have them read it for them. And if they was going to be a reply, well, then they would tell that person what they'd like to write. That person would write the letter and mail it to them.",01;43;35;15
Arthur Sundberg,01:43:35:16,"And that's the way they lived over in that country, you see. Well, this guy said that, gosh, when he came over there, of course, he had on nice clothes. And of course, the people in that part of the world, even right today. They think that all Americans are millionaires. You know, there's. When you come over to America, all you have to do if you need money is to go out here on the bush and pick it off the bush. You see, that's what that's what they believe over there. So they all thought he was a millionaire. And he said that there was just any number of real young, real good looking girls and women that that wanted him to marry them, you know, and bring them over here. But of course, he had committed himself to this other woman. So. He said that, it was it was in the summertime when he went back there. And they were they would dry their fruit. They had lots of apricots and that sort of fruit, you know, and they would dry them. But he asked them why they didn't catch them.",01;44;59;17
Arthur Sundberg,01:44:59:19,"They looked at him. They didn't even know what he was talking about. So he tried to explain to him about getting these glass jars and preserving their fruit that way, more natural flavor to it when they'd eat it. And they never heard of it. They never even seen it, you know. Of course they I guess they'd seen some canned fruit in tin cans, you know, that was shipped in there. So he said that he was going to. Go down at the store and get some some jars and going to show them how to can some of this fruit. And the story of this little store there, they didn't know what he did. They said that they could get him some bottles. He said no, he didn't want bottles. He wanted fruit carries. No, they didn't have any. So he had to go to another larger town. He said, this is about, I don't know, 50 or 60 miles away to another town is bigger. And he he did get some food and brought it back and showed him how to put up some of this fruit.",01;46;08;03
Arthur Sundberg,01:46:08:05,"But anyway. In the meantime, he was getting ready to marry this woman. And of course he he had to get her a pair of shoes and they put her killed her, you know, trying to wear shoes she never wore. She was in her life. And. Then, of course, he he married her and and he brought her over here and he built a house over here. Just over here on the way. But that woman could neither read nor write. Nobody in the whole village could read or write, except that one person. And I think that person was a priest. But. That's one reason why, when they come here to work, they wanted to stay pretty much together. It kind of looked like the people of the town didn't want them living intermingled with the rest of the town, but I don't believe that was the case at all. I think that it was a case that they lived that way, their own choice, because they could jabber and talk in their own language, and they were happy that way.",01;47;32;24
Arthur Sundberg,01:47:32:27,"And,… i think the Japs, I think they, they had better education, but it was,… it was in the Japanese education. And of course, they're their mode of writing and so on. Their, their script is so much different from ours, you know, that, that they, they couldn't most of them couldn't read or write our language, but still they had they'd been educated in their own country.",01;48;12;20
Sam Schrager,01:48:12:23,"Do you think the Japanese, kept a lot of their old country customs here?",01;48;18;03
Arthur Sundberg,01:48:18:06,"Well, I think they kept them all. I think they kept them all. There. Of course, they didn't have any. They didn't have any temples or anything like that. But still, I think each Japanese family I think, believe has a shrine right in their own home, you know, and, you know, they have idols and images and one thing, whatever they worshiped the and so I think they they carried on all their own traditions wherever they go.",01;49;03;22
Sam Schrager,01:49:03:24,"I know that the Chinese had a very hard time of it in the early days, like in a mining camps. And around there, you know, they did all the they mine the tailings and they were the, the labor, the heavy labor. And I know that that the old miners say and I and I've read and people feel, you know, that the Chinese were just looked down upon like almost animals.",01;49;33;04
Arthur Sundberg,01:49:33:08,Well.,01;49;35;04
Sam Schrager,01:49:35:06,"I'm wondering if it was that way with the Japanese, too.",01;49;38;05
Arthur Sundberg,01:49:38:06,"Well, they were they were. I'm not going to deny that. And of course, you take it's a funny thing you take United States is is made up and it's populated with just a conglomerate of of every. Race and creed in the world, you know, makes up the population of the United States. But nevertheless, it seems like. Oh, it it always was very common for you'd hear some somebody would make a… derogatory remark about that dumb Swede and that damn sweet and that stupid Swede and all that sort of thing. Well, then, of course, is that whenever they talk about the Italians, it was always that dago, you know, they had you never heard for years and years. You never heard tell of anybody, say, an Italian. It was always a dago, you see, or a walk, you know, they'd refer to them as a and,… of course, there were some, some people that probably didn't have $0.02 to their name.",01;51;11;21
Arthur Sundberg,01:51:11:24,"That if, if an Italian family was going to move in next door, they'd feel he feel really put out about it because they didn't want that dago living next door to him. See? Well, that so-called dago that probably moved next door, probably financially and every other way, and much better off in this person was over here. But that's the way people are.",01;51;48;26
Sam Schrager,01:51:48:28,"Was there was mixing among the groups and and between them and the, let's say the Italians and Japanese and the population, the general population of Potlatch was that really kept to a minimum. I mean, wasn't minimal or.",01;52;07;24
Arthur Sundberg,01:52:07:26,"Well, I tell you, I don't I think I don't believe there was there was I don't believe there's any friction between the races at all because. Oh, it seemed like each one respected the other one, you know, and each one more or less stayed in their, their own compound. And, you know, they didn't mingle too much, although on the job, they probably work right side by side on the job and just get along just fine… you know this… but, well, it always seemed to me at least that. If there was any prejudice, it seemed to me like it was probably more on the other side because these minority groups, they didn't want to mingle with the others. That's what it seemed to me like, you know, the reason for it might have been that they might have felt that, well, that they were out of place, they wasn't wanted or something like that.",01;53;19;14
Arthur Sundberg,01:53:19:15,"You know, you take off. They had a public. Doing of some kind. Maybe they'd say, for instance, they had a in the early days they used to have these ice cream socials and basket socials and one thing or another, well, those people could have come and they would have accepted their money like anybody else's, but they didn't come because they just felt that they was out of place. You know, it was their own choice that they didn't come. I know for for fact, of course we don't. We don't belong to the Catholic Church. But then I know that they've had a Catholic church here, you might say, ever since the town started. And you take all of these. Italians, then the Austrians that were here from bordering on to Italy, they were all Catholics, you know, and, you know, that was the Catholic stronghold for 2000 years.",01;54;35;21
Arthur Sundberg,01:54:35:23,"But you never see one of them go to the Catholic Church. The reason they didn't go was because these other snooty women that went to church there, they didn't want to mingle with them, but that is at least they thought that was the case, you see. So they didn't go.",01;55;00;25
Sam Schrager,01:55:00:27,"Where most of them single men were there, many women, many wives.",01;55;07;26
Arthur Sundberg,01:55:07:27,"There was. There was some. Yeah, there was a few. But then what would I say? Most of them were single men. I think I told you the other day about the. Approximate number of people in this town. They'd kept borders, you know. Well, you take about three fourths of the houses in town, would keep anywhere from two to 5 or 6 borders besides hotel being full and a big hotel annex and and a big boarding house and a big boarding house annex full of rooms, all single men. And beside all these people that was keeping boarders. So you can see there was a big percentage of them with single men, or at least men that weren't living with their families. You know, you know, a man might be considered single, but still he might have a wife and family somewhere else, you know. But. So you take you take among the well among the Japs that were here.",01;56;29;19
Arthur Sundberg,01:56:29:22,I think I knew of of just three families that it was three that had wives and children. And the rest are all single people. But among the Italians there was there was a few more that were married. And amongst the Greeks that were here… there was only… i believe there was only one Greek that was married. And he married. An American born German girl… but… there was never any any Greek women here.,01;57;39;25
Sam Schrager,01:57:39:28,Do you think most of these folks were thinking more about making money and going back to the old.,01;57;48;06
Arthur Sundberg,01:57:48:07,"Yeah, that. I think that was their the main purpose in being here, that. Was to accumulate all they could and then eventually going back. And that's what that's what they, most of them had done to. Of course, now you take them with the Japs. Why of course, they started thinning out… well… about the time that the country went into that depression in the early 30s. Well, then the Japs all. Dissipated. And. When, when World War Two broke out, there was just one Jap here, single man. And he was a he was a janitor.",01;58;44;25
Sam Schrager,01:58:44:28,And he was at the store.,01;58;47;29
Arthur Sundberg,01:58:48:01,Yeah.,01;58;48;17
Sam Schrager,01:58:48:18,"Yeah, I've heard of him.",01;58;50;24
Arthur Sundberg,01:58:50:26,"And, he was he was the only Jap left here at the beginning of the First World War or Second World War.",01;59;00;12
Sam Schrager,01:59:00:15,Someone had told me that there was some suspicion about him. And did. Did you hear about that?,01;59;07;17
