speaker,timestamp,End Time,words
Frank Milbert,,,"Of course, the'd learned another thing, a man that'd went to Alaska, the knew something about taking care of it. Why, up there in Alaskathe said, that when the took his flour in there it got wet, which was kinda normal, but it didn't really hurt it. And, I said, ""Oh, no."" And the said, ""Oh, no, you just take and open the sack and break the crust on the top, but it ain't wet all the way through, just a crust,"" the said, ""that'll seal it self."" And the said, ""You never bother cracking that,"" the said, ""we used that crust before we got over,"" the said, ""it got scarce enough that they used the crust."" ""Well,"" the said, ""you'd take that and break it away from the sack,"" the said, ""it wasn't as good as the rest."" And the said, ""You didn't need a pan, or anything to mix it in,"" the said, ""you just rol led the sack back open and put a little water in and mixed your stuff right in the top of the sack, and took it out."" So that always give ftfv accout for why they didn't need too much when they were packing something on their back or on a horse, they didn't need the never used a pan to put anything in like that. He'd just go back in the sack and pour the amount of water, or egg, or whatever you mix with it right in there on top of it and mix it up and take it out of there and fry it. Generally was fried in hog fat, you know."
Sam Schrager,,,"Didthe do pretty well when the came back on Gold Creek, Park?"
Frank Milbert,,,"Ah, the records, and I had access to all of them, his sales and everything afterthe died showed thatthe was living on any from two hundred fifty to five hundred dollars a year, which was pretty good for them fellows. I t isn't a lot but you understand they had no firewood or fuel, no rent, no the only thing they had was their food, you understand, and maybe they'd have to buy a box of dynamite to help 'em a little bit moving the boulders and soforth, and batteries, maybe, for his radio. But the always dressed well. Never went up there on Sunday thatthe wasn't dressed up. I don't mean thatthe had a Sunday suit on, like the city man, butthe would always have a different change of clean clothes on. And I don't recall of him doing like the most of them; doing his washing on Sunday. He had, let's say, most people that talked to him thoughtthe had a college education, butthe didn't. He hardly finished grade school, butthe read quite a little, and to talk to him you'd a sworethe had a the was quite educated."
Sam Schrager,,,"Was it rare for a guy to be like him, to stick with it for so long?"
Frank Milbert,,,"I t wasn't rare to find a guy that'd stick with it, but it was rare to find one of his ability. Miners were generally fellows, let's say, just average fV 23 mechanical abilities, business ability, see, where one that had a little better, let's say, had a little better education or a little better bus- iness ability and mechanical ability wouldn't you know, drop off to some- thing that was more lucrative. Because, mining in itself was would call for quite a bit of skill, but the pay wasn't too certain, see. There is considerable amount of questionable gambling done there, I don't mean that you're not going to get anything, but you're not gonna be certain that you're gonna get rich from it. The fact is, mining more likely put the little fel low on the rocks than'11 ever make V tyt money. And that was the reason for hunting for the better one over the hill, maybe it would make him rich. I t is possible to do it, but it ain't very likely. But even today there's still some good ground, some good places around. The price of gold is such today that you hit a good pocket, you could make yourself rich, alright."
Sam Schrager,,,"I wonder if a guy like Shattuck, who had made it big in Alaska at one time and then settled back to just getting by for his latter years"
Frank Milbert,,,"I t's in the man's blood to look for gold. I t isn't a case of how big you'd make it. You see, you gage yourself to the fact that you're gonna strike it rich sometime in mining, never change. You'll always stay with that you'll always have faith in that thing. And that was the case there. He not only it wasn't only thatthe gambled in mining, the bought stock and whatnot. I can get out all kinds of proof thatthe bought stock. Wheneverthe come backith that money that's the first thingthe did, was buy stock in this thing and that thing and something else. He was totally a gambler. A He bought stock in aviation, in oil, in what else was it now thatthe boughtV"
Sam Schrager,,,The isolation? That's something that these guys that was just a part of 'em?
Frank Milbert,,,"Yes. People annoyed him. Only in the fact that they'd come up and see him, the enjoyed that. Even come up on a Sunday and picnic, and a lot of people around here knew him, the reason they'd go up there, you know, and take a something to eat along, you, and get the old man out there and they'd have kind of a picnic, you know. They'd enjoy it andthe enjoyed that. But don t come in the house; the didn't ask them in, andthe always kept it as neat as all get-out. Oh, the'd ask 'em in maybe for a moment, but this would be something ftW they could have it out in the meadow in front of the place. But the didn't if someone come up there like, and wanted to prospect or anything, the didn't ask you to go in and stay with him. He would give you one of the outer sheds that you could take care of yourself in. He liked to be alone. And the was alone tilthe was ninety up there. For several years I made it a pretty strict rule to see him, peek in on him pretty often when the was up there. And the latter part of it, why, Curly Darrow would go up there about every other day or so and see thatthe was OK, until we found N thatthe couldn't handle himself at all andthe spent two years down here in the county home was all. But the man was ninety-two when the died, andthe was andthe had a good memory and all, right up to the less than two weeks beforethe died I took him up to the mine, right to the cabin, andthe said, ""Now, you're gonna come down and get me and bring me up here:"" And I said, ""Park, you gotta get a release from down there."" I did this moreorless to get out of it. I seen his head drop, and it was about a week later thatthe died."
Sam Schrager,,,He wanted to get back in there til the end.
Frank Milbert,,,"He wanted to go up there to live. And the said, ""J can I don't need down there. All them people around there."" But there was about six fellows in that room with him, andthe cried about that all the whilethe was there. He was sure thatthe could get along fine up there. Well, the could. I did my best. He had a friend that liked to stay out like that, the lived over here in Garfield, and I got him and asked him if I could get Park up there for a month or two, out of the home, they wouldn't care. I said, ""If you will 25 go up and stay with him. But,"" I said, ""the cannot stay by himself."" He wasn't capable of taking care of himself. He was capable of walking and all this and that, but his sense of smell and whatnot was off and his eye sight was awful poor, see, and you just couldn't leave a man like that out there alone. And the couldn't see to keep the place clean andthe couldn't smell whether something was decayed or something andthe would eat stuff that was too, you know, meat that was putrid or something like that. Well, that just don't work, you know. Make himself sick. I well remember I did some assessment work up there on one of the claims, and it was along about this time of the year, and it'd been real warm then turned off like this, wet and cloudy, I had taken him in early in the week, some beefsteak, and this was along toward the end of the week andthe was sick and I said, ""What's wrong with you', Park."" Well, the didn't know, sick to his stomach and this and that, morning when I went in there and evening when I come outthe saidthe was feeling better. He'd had trouble with him stomach all that nightthe told me, so in the evening when I come out, whythe was feeling better. He was sitting there in the chair and I said, ""Would you care for something to eat?"" Yeah, yeah, the thoughtthe would. I said, ""Well, what would you like?"" He thought a while andthe said, ""Make me some of that beefsteak."" I knew right then that that didn't sound right to me, it had been too warm for that beefsteak to be good Saturday after I'd brought it in Monday and no refrig eration. I went out and got it, the kept it in a box out on the porch, and I knew right away thatthe wouldn't eat that. So, I pulled it down andthe was standing there at the door and I said, ""Park, you can't eat that, that's spoiled."" ""Here"", I said, ""smell it."" ""Oh,"" the said, ""I can't smell any thing wrong with it."" I had the answer right then whythe was sick. I got Winthrop, who's his nephew up here, called him on the phone, and told him, I said, ""We got to do something about it."" And I told him the incident I just related. Sothe said, ""OK"". And I said you tell him that you will take him down to Moscow and get him a new set of glasses. He'd been com plaining thatthe couldn't see as good asthe should. Sothe come up and picked him up and took him down to the county home. Boy, I'm telling youthe was no friend of his, the wasn't much of afriend beforejthis nephew, butthe certainly wasn't after that. And I got out of being an enemy. Chuckles That's right. Yeah. And that was the one reason I tried to get him up there every summer, you know, if I could have found someone that would have stayed with him. But I couldn't find anyone that would stay with him."
Sam Schrager,,,Do you know how Shattuck Butte and Shattuck Meadows got named after him?
Frank Milbert,,,"Well, the had homesteaded up on that meadow, yeah. And the butte, of course, was named on account: Shattuck Butte, Shattuck Creek and Shattuck Meadow. Well, there's a meadow at the base somewherethe had homesteaded. I think if you check the record the told methe had homesteaded up there. He'd homesteaded other places, too, you know. But the didn't stay too long. You know homesteading was - jogue, one time with them fellows as well as gold mining and everything else. And Gold Hill had quite a few places that were homesteaded on it. You see before the Forest Service came in, which is there was another branch of government that took care of the forests, you know. That was in Teddy Roosevelt's time. And before that they had a homesteading that you could go out here and lay off even a piece of tim ber and a lot of these lumber companies got big buying them timber tracts off of these homesteaders. Go out here and homestead a piece the require ments wasn't very much, you know, six months residence on it, or something like that. And that was standard, nobody could k cVL you off, understand otherwise you were just a squatter if you didn't file for a homestead. And it wasn't too strict. I think you was supposed to clear five acres or something like that. Why, you could go get a meadow or something, that al ready was cleared, and so that was no problem and live there in a cabin, build a cabin on it. I think you had to build a residence of some kind."
Sam Schrager,,,"the lumber company came in. Between about 19 Oh, after 1900, 1905 and all and they started paying people to locate on a homestead, prove it up , then sell it to the company, the timber company."
Frank Milbert,,,"Hogan used to tell me that there was all kinds of Swede and Norwegians and whatnot thatthe knew full well they didn't have any right. You understand you're supposed to be a U. S. citizen. He said they couldn't even talk Eng- lish, Jie was pretty sure. And they cora in and homesteaded them tracts and the lumber company bought them off. 'Course, they proved up in just a short time and then the lumber company bought them. The public took quite a rough ing on it. But then part of the public got it so . I t's a little like the railroads, you can go up through there and you'll find, well through Idaho here generally and find a lot of land that's owned by the railroads. Northern Pacific and so forth. Especially the Northern Pacific. Well, I talked with a lawyer for the Forest Service one time andthe wanted aright- of-way. See, I have surface rights on the claims I've got, I had them be fore that law come through and I proved up on 'em.hey were more valuable for mineral than for the timber and whatnot. And possibly the only reason I'm mining on 'em today is simply because I proved up that they had mineral on 'em, and they are under quite a lot of restriction in this environmental protection and soforth, see. But it gives the Forest Service the right to or the fact is, they have to check your operation and all this. I don't wonder at the rule. But, these railroads getting in here, they- this law yer told me that they viV the Badlands over here in North Dakota- when they wanted to make that a park, you know, the Badlands National Park, I think it is, why they would trade acre for acre there for good timber land over 28 in here. They'd send their men, the railroad would to appraise the timber. I know this for a fact, because I run into one one time when I was pros pecting up here on Gold Hill, in fact, there was two young fellows together, and I said, ""What are you two fellers"" I thought they were from the col lege down here. I t wasn't unusual once in a while to find a couple of these fellows studying geology from the college up there. You know, making a field trip or something. No, they were with the railroad, just looking the timber over, see, and they said, ""Don't worry, we don't want it, it ain't ""TWcV iW M 4-frM me good enough for us."" 'Course, it was in a place where it had been an old burn and there wasn't very much big timber in there, as nice timber as it is today. But, you could go all through Idaho and findh Northern Pacific Railroad owned big blocks of it. And this lawyer told me, lawyer for the Forest Service, see, and at the timethe was negotiating a right-of-way with me across one of the mining claims. When IWe surface rights, they even have to get a right-of-way there to put a road on it, the Forest Service does. And, of course, I gave 'em a right-of-way. I don't feel that be cause I got mineral rights on the thing, I don't hold 'em for the surface rights totally, but I do hold the surface rights so that I can do merely as I please on 'em, that is, I can mine 'em the way I want to. But if some one wants to get logs out or something like that, that hurts the community if you block them, so I never did that. I always left 'em have it for free. The fact is, the told methe was willing to give me six hundred dollars for a right-of-way, and I said, ""No,"" I said, ""it's the people's land, it isn't mine, they g ve me the right to work,"" I said, "" I don't see why I should stop them from making a living off it, or hauling logs across it."" Sothe told me then that the railroads got this land few peoplethink that, they thought they got every other mile on each side of the track, for ten miles deep. And they found that there was so many homesteaders and whatnot had got on these portions of the land that the government told them that they 29 should get pick land in other areas where it was open to replace, and wouldn't allow them to run the homesteaders off, til they got land acre for acre somewhere else. And that's why they picked all the good timber I ctnd that they could find. So they owned a lot of it, and as I say, homesteaders was pretty -pepul or and the, lumber companies bought a lot of it, and if you go around here you'll find a lumber company owns an awful lot of the land in this state."
Sam Schrager,,,"Well, you to take up the Gold Hill what happened there in history in the mining district after the rush, the first rush didn't last very long, and sort of settled down and people mined in larger"
Frank Milbert,,,"Yeah, but you understand, after the first rush it got to some more deter mined miners, let's say, in the later I can give you only the history of the main family that got in there, that was the Carricos. And everybody knew them, that is, all the men that I knew, knew the Carricos. They didn't know the first ones that come in there, but they knew what the Carricos told 'em about them, see, and they come in, the Carricos did, the first gold rushers, or the tail end of it, see."
Sam Schrager,,,About?
Frank Milbert,,,"ust have been around '68 or '70, somewhere in there. I don't know exact ly, but about, because, as I say, they showed the first recorded claims, that I could find, was '78. But, you understand that this was a territory then. And they had to go to Lewiston, so you can readily guess how many times they go to Lewiston to worry about it, as long asthe had a shotgun and could run somebody off of it. They were their own law to a great ex tent, you see. And they held the whole area up there. The Chinese fol lowed the gold rushers and followed them in, and they would put the Chinese to work they would plow out, you know, to make ditches to bring water, they were trying to get the water together, see, and the more water you git at the head of the creek, why, the better you could work it; the faster you could work it. And, of course, the Chinamen, they would hire them andthe said they paid a dollar an hour for labor. And they had as many as eighty men working on it. And the way they would deal with them, they would give them a piece of land or a piece of this ground after they got the wat er up there to work, if. They said at times, I don't know who moved the idea but some of them wouldn't they'd get the ditch done and they'd ... 'em out of there. One of them would order them to dig the ditch, or hire 'em to dig the ditch and the other'd come up and run 'em off whenever they were starting to mine on their ground. There were three brothers of them Carricos and the Old Man that come in there, so . And they raised their families and everything up there. The younger one was Adam's boy was Walter. There's some of them still around Moscow, the Carricos, from the original family."
Sam Schrager,,,"Do you know how they worked, how they could talk to the Chinese? Would the Chinese have one boss man, or something like that?"
Frank Milbert,,,"Yes, generally. They had what they called a Tong among them. See, there would be a gang of them would go together and vow or agree to see that the other ones' carcass got back to China, when .the died. That's what a Tong was, merely a fellowship or an agreement whereby they would see that they would be buried in sacred ground."
Sam Schrager,,,They would have one man who would
Frank Milbert,,,"Each one of them had their own andthe would usually know enough to do the dealing for the rest of them. Generally there'd be dozen or so to gether, and they would make a deal with whatever it was the leader of the bunch. Apparently in the Tong they would they had more or less an equal status, a kind of a socialist deal. Not necessarily that they'd change jobs every day, but there was a tale and I think you probably read it in that GOLDEN STRYCHNINE, if you've read that, that they told about them up there. Every night, or every time they would put the gold away, two of them would go together, hide it, and then they would trade that one every time they'd change, or every week, I don't know just what, but anyhow they'd change, and th that way one couldn't take it without the other one knowing where it was. He couldn't take off, see. So the angle is, the one that took care of the business or less of the whole bunch of them, but they were all, you know, more or less equal otherwise."
Sam Schrager,,,"What about the stories about the determination of the Chinese to get out and work the gold land harder than the whites did? I s there truth in that, that the Chinese did that?"
Frank Milbert,,,That they did what?
Sam Schrager,,,Did they work much harder to get gold?
Frank Milbert,,,"They were industrious, to say the least, but they would work ground that the other fellow wouldn't work. This is evidence on Hoteling Creek, they went in on Hoteling Creek, and the other miners wouldn't monkey with it, even though it was good, it was all big boulders. I t was hard to work. You understand big boulders, hand work, is the most tedious and back break ing job you can think of. And they said they had a great, long bar that they used, seven-eight feet long. They'd pry the boulder around and lift it up a little, you know, and work around, then work under it and finally dig a hole beside it and tip it over and get it out of.the way. enough .so that they could keep on going. You could go up today and see that that was done there. Great big, open spaces between them boulders, that is, I don't say big, but open spaces between 'em where there is no water or stuff IN. filled in today yet around 'em. And they said there was one other miner that worked there later, an old fellow from Palouse, they called him Sow Belly Jack, becausethe lived on salt pork and beans altogetherthe used to work in there, too, after that's after that bunch got killed, or chased out of there. He worked in there, some. He saidthe worked awinter or two, 32 a year or two."
Sam Schrager,,,Did they stay for long? The Chinese when they could work on the creeks?
Frank Milbert,,,"Yeah. They were up there for quite a spell. Quite a few years. Said that Carricoh eighty of them at one time working in there. They were working on- mining on a share basis, '80's. That's when this town had quite a few at the head of the up there at Gold Creek. The town was, if it was a town, if you wanted to call it that; the settlement was on East Fork of Gold Creek."
Sam Schrager,,,Were they working with the idea being that they would make money to go back to China?
Frank Milbert,,,"That's it exactly. That was their total they never worked as if this was a permanent place to. You see, any respectable Chinaman would have to be buried in sacred ground. And, furthermore, ifthe had a little gold, or a little money, the'd be wealthy back there, wherethe wasn't here. Just nobody here, but back therethe was wealthy ifthe had even a small amount of money. That started already down in California, you know, in the gold rush down there. That was the reason the white miners didn't like 'em was because they would work ground that was very unproductive just for a little gold, and yet they could well they lived frugally, you know, they little gram or something like that. One freighter said that one of the most unusual shipmentsthe had was the bones of seven Chinamen in one box that was to be shipped back to China."
Sam Schrager,,,"I ve heard that it was really bad if their queuesoff, because that was part of the idea; you lost status back in China if they didn't have those queues."
Frank Milbert,,,"Well, some years ago, this was about '47, I made a run down to Silver City down here in Owyhee, Southern Idaho, and it was a ghost town even then, dur ing the war they pretty well stripped it out, mines and stuff, the copper out of it, you know, and there was still two old fellers living in there. And they were like these old fellows up here, you know, the ones I knew, and I got in there on a Sunday afternoon and they'd had an ad in the Nampa paper about this wonderful ghost town, Silver City, see, and this was a real nice November day and there was a lot of people out in there, went out to see this Silver City. And they were just tearing it apart, breaking in here. Well, I got in about along in the afternoon and this old fellow was running around, I didn't know him, andthe come running up to me andthe said, ""Will you help me?"" And I said, ""What do you want?"" And the said, ""Go over there and keep them from breaking into that church over there."" And there was a little church up on a knoll, so I went over and shooed these people out and come back and stood around there a while, and after a while, why, looked the place over, and after a while, I see the old man running here and there and elsewhere, you know, people trying to pull the boards off windows and things like that, you know. So finally I see him coming down through the town there andthe said, ""You going through?"" And I said, ""No I come in, I wanted to look at the mines, get a little data""."" I said, ""I'll stay over night, I'll stay a couple days probably."" ""Well,"" the said, ""you gonna stay a while, where you gonna camp?"" And I said, ""Oh, I just bunk in the car. I'll just stay in the car."" He said, JJCome on over to the house and stay with me."" Sothe told me the whole history of that town. He was born and raised in it. And among the things was, the was talking about these here raiders, I guessthe called 'em, that was raiding this ghost town at the time. He said, ""You know there was a bunch v ocrf here about two months ago,"" and, the said, ""they dug up some of them Chinamen's graves,"" the said, ""of course, Kthey all expected to be back to China"", the said, ""they didn't a get there, that's certain,"" the said, ""but"" And they'd dug 'em up and took the skulls out from a couple of 'em. He said, ""We put a little ad in the paper,"" this is him and th 5other fellow that was in there, Willie Hawes was his name, and this here, the fellow that I met in there first was John Greet, andthe said they'd put a little ad in the newspaper, in the Nampa paper, and they said there, if the who had took them skulls would come back and put them back again, they wouldn't report them. He said it worked, they put 'em back."
Sam Schrager,,,"What is the story about, you heard, about the Chinaman getting killed?"
Frank Milbert,,,Well didn't you see it in that ?
Sam Schrager,,,"Yeah, but it wasn't just the same way as it was when you told it to me, seems like you told a lot more detail."
Frank Milbert,,,"Well, I told more detail than that story did, but end of ""cassette"
Frank Milbert,,,"run them Chinamen off, see. And they had eighty and they said they were high grading the boxes, not diving up square with them square, see. Well, this isn't too hard to do if you know the trick, see. If you know mining. You get in there in the first riffle or two and you get the most of the gold and if you're in there and get some of the bigger nuggets out you're gonna get a bigger share. They did that among themselves, the Car- ricos did, it wasn't unusual cheaton each other, see. But they run them all off; give 'em a couple of hours to get out of there and that bunch went down to the Hoteling Creek. They were out of hfarea, see, the didn't have any say-so down there, and apparently the ground was open, and they mined down there for a year or so. Said ten months, is what Hogan did. Hogan told me thatthe was in St. I gnacius Hospital over there in Colfax in 1918, dur ing the First World War with a hernia operation andthe said this old clean up man, the Chinaman in the hospital and him got kind of chummy, got to talk ing about things, talking about mine .the said, ""Where at?"" ""Gold Creek"". ""Oh"". Joe said, then they loosened up andthe told him that they went down there to mine, there was thirteen of 'em in the one Tong, and they mined there for about ten months and they had a cabin, I know where T the ground today where it set, and saw it, it had burned down, that's all I ever saw was the design of the cabin, where it had burned down. At least the ground burned red, you know where the logs, where you had a big fire, just like it. And Alden told me that was the old China camp, is what was said. Well, Hogan said, ""Yeah,"" the said, ""whenever"" That always provoked the guys that were mining in there, not Hogan, the was mining in there, too- but some of them and they were gonna get rid of them, gonna get them out of there. So, the wasn't in there at the time, Hogan wasn't. But, you under stand, I mean at the time this happened, the was in there later. But the had got this information from this Chinaman when the was in the hospital, see. Well, they hadn't listened to the orders to get out, andthe asked the freigh ter to bring him in some kerosene extra, andthe waited until the bunch of them were in bed and this one that was the cleanup man, apparently had to get up and run out to the bathroom night andthe hears them around the cabin, andthe just stood and waited, and finally someone lit a lit this kerosene and the whole thing was on fire at once, pretty much, and any one of 'em'd come out the door they shot him. He saidthe didn't know who did it because it was night and so forth, butthe had a pretty good idea."
Sam Schrager,,,What did the do then? The Chinaman?
Frank Milbert,,,"He just headed back out here to Deep Creek, to Starners and got out of there. He said that there was no way wouldthe ever go back in there when they'd do that thing to a Chinaman. The Chinaman wasn't necessarily for gain, you anything, know. They never tried to fight the white man to amount to. They might pull a trick on him but they wouldn't fight him."
Sam Schrager,,,Doesn't seem like a winning proposition if the people were not sympathetic.
Frank Milbert,,,"They weren't, they weren't. Mrs. Jones tells me told me, that there was a family around here that for twenty bucks would go out and kill anyone of them for twenty dollars. They said that after they chased 'em out from up at the mine, they come down here and mined and they would pick patches of ground around here, they knew pretty much about it, and garden. By that time, you understand, there were settlers around here, and furthermore, 36 there was still quite a few people up there. And there was need for garden stuff in here, see. And they said them Chinamens could grow a dandy garden anywhere. They even grew gardens up in the on Gold Creek. But when they chased them out of there, they come down here and they so disliked 'em around here, this one outfit particularly, I won't name 'em at all, would for twenty bucks would go out and get 'em out of your hair, if that was what was bothering you."
Sam Schrager,,,"Well, didn't this Chinaman saythe wanted to sometime try to find the money thatthe'd been bilked ?"
Frank Milbert,,,"No, the said, so long as that outfit was in there that shot them, why, the wouldn't go back. He was just afraid to go back. But the said that all the gold they'd mined was up there, becausethe didn't know where it was, see, that's the way they did they traded off hiding it, andthe didn't know where it was."
Sam Schrager,,,"So, the would have had to search, too."
Frank Milbert,,,He would have had to search andthe saidthe didn't know where it was.
Sam Schrager,,,How many do you guess had been up there with them that had been killed?
Frank Milbert,,,"A dozen. He said there was a dozen of 'em. But you realize that a dozen of them with a thing and if you'd catch 'em, and get enough fire you'd smother half of them to death before they'd get out, you know. They were sleeping. You get enough smoke and stuff in the place, they'd never get out. A man sleeping, you know, is not too hard to get him overcome with smoke. He couldn't see wherethe was going or anything, you know, the smoke'd burn his eyes, blind him, you know. No, I could see where it could be done. I t would be a dastardly trick, but it could be done, alright."
Sam Schrager,,,That's cold-blooded murder.
Frank Milbert,,,"Yeah. Well, and after they'd gone there was no law here to amount to any thing then. That's for sure. The law didn't care anyhow about a Chinaman. They were indifferent, let's say, to the death of a Chinaman. That's what Old Greg told me down there. The law never went to any extremes ... of a Chinaman. He told me that the was county coroner down there for one term, andthe said they never bothered with the Chinamen."
Sam Schrager,,,In Owyhee County?
Frank Milbert,,,"Yeah, I spent a couple of days with the old fellow. He set there and tell me about being coroner. Why, the only ran for that job once, that was enough. He said, you get some awful ones, the said, see, fellows get killed in the mines or a horse'd kick him or something, you know, or get killed hauling freight in, or something. Or logging, they did an awful lot of taking tim ber off, you know, to supply firewood for the boilers and their stoves and their homes, you know. But, the said I asked him also whether they had very much, you know, gunplay. ""No,"" the said, ""there wasn't too much of that."" Oh, the said one timethe had to investigate a murder of one of these here in one of the gambling dens. He said there was a lot of them. There was eight houses of prostitution and as many gambling dens in there then. And someone had murdered one of them there, one of the prostitutes. Said it was a pretty bloody affair, they'd used a knife 'em. But the said the worst one was someone reported that a miner had committed suicide down by Triangle. Well, Triangle's a way down below Silver City in the most barren place you could think of. They said thatthe had a cabin down there and was mining on a little creek of some kind. Anyhow, the saidthe didn't know very much about whatthe was doing down there. He saidthe was a ... and the said the got a fellow to go with him and took horses and they went down there, it took 'em a day or two to get down to where this fellow was, and therethe saidthe was hanging had hung himself to the rafter of the cabin, to the ridgepole of the cabin. Wellthe said that it was pretty cold and snowy andthe said the cabin was cold so they built a fire in the stove it wasn't a stove a fireplace and started warming it up a little. And they debated between 'em whether to take the corpse out, take it down and take it outside, and they decided, no, you take it outside, they had to bow it over a horse to take it back, you know; tie the guy over a horse to take it back to town. I t would thaw out during the night, it was froze, stiff, the corpse was, it would thaw out a little overnight. He said, you know, we slept in that cabin just as sound with that corpse hanging in there as if it wasn't. He said the next morning they took it out and tied him on the horse, brought him in to the said I was gone five days on that trip. I never run for that job again."
Sam Schrager,,,"These Chinamen that were on Hoteling Creek, that they were killed, right?"
Frank Milbert,,,"It's near Hoteling Creek. They didn't live right on Hoteling Creek. They lived up Gold Creek just a little ways. I would say, from where they work ed it was less than a quarter of a mile. Probably three-four hundred yards."
Sam Schrager,,,"I suppose that they had been there for a year working, and all they had made was there, then some people must figure that there may be really a lot of money buried there."
Frank Milbert,,,"There is, there is bound to be some loot buried around up there, but where is it at? I have no less than two or three where this gold is buried stories and possibly more gold ledges, rich ones, lost up there."
Sam Schrager,,,"By the way, are there any other times that you heard of that the Chinese were murdered up in the hills?"
Frank Milbert,,,"Not in there. That's the only incident that I know of them being murdered, that is, that ever got out. There is no question but what some of them just plain disappeared without anybody There was no record of them be ing in the country lots of times, you know. So who knows?"
Sam Schrager,,,"And the Hoodoos, too. No"
Frank Milbert,,,"Yeah, you saw that one in Strychnine, the Hoodoos. hat was said to be so, that they dumped strychnine in the creek, you know, and poisoned 'em."
Sam Schrager,,,Did you hear that in the old days?
Frank Milbert,,,"Yes, I heard the story. I t isn't someone's figment of imagination, because they claimed they done that to 'em. You understand there was a lot of hatred of them Chinamen around for some reason. I t's kind of well, let's say, it kinda seemed to be a vogue to be along with everybody else and not like them, even though they were pretty good fellows, they were outcasts as tar as society was concerned."
Sam Schrager,,,"Well, what did you hear about the strychnine story?"
Frank Milbert,,,"Just about the story the same as is written in there. They had went up there after the rest had been out and dug a ditch, see, to get more water and these here couple of fellows that thought maybe they were doing pretty good, decided that'd be a way to get out and find out, so they poisoned 'em. See, they used the water out of the ditch, well, that ain't unusual. A miner didn't pay any attention to the water, you know, the took it for grant ed that it was fit to drink."
Sam Schrager,,,"Well, did it take much to strychnine the water?"
Frank Milbert,,,"Yes, it took considerable. Well, strychnine is pretty poisonous when you're talking of a flowing stream No, I would guess that a lot of the that was mainly someone bragging about trying to get rid of them that way, more than it was, let's say, did actually the might have done that, but whether they killed 'em doing that is a question mark. But you could take, there's a lot of places down in here where it's well known that they hung them and everything else. Dixie, down at Dixie, there's one they call the hangin' tree, where they hung the Chinamen on, and so forth. I've seen the thing, which they claim it to be, I don't know. Mistreating the Chinamen seemed to be the fashion them days. That's about all you could call it they were an inoffensive type of person generally, you know. A few of them, I guess, could be, there's an incident that they one or so 40 got a little vicious down here at Orofino or something at one time, but there's no never did I hear of any up in here. That Orofino one was that they put some powder in a stick of firewood or something and someone got I don't know J? the even got hurt with it but, they went out and hung later, five or eight of them or something for it. They were taking them down I guess one of them did kill someone, or murder someone, and they were taking 'em down to Lewiston and someone caught them on the road and hung the whole bunch of them. But that was the general attitude at the time towards them. I don't believe that they were that offensive. Anyway, there's probably a lot more white men around that needed hanging than they did. Especially when Plummer's outfit was around. They have quite a re cord."
Sam Schrager,,,"Well, what did the Carricos do as far as their mining operation on Gold Creek? They were in there for a long time?"
Frank Milbert,,,"Yeah. They started with sluii- gates and when the railroad come in they got them a hydraulic and they had the water all there together and they hydraulic mined. And the' records show and Old Adam claimed that they never sold the nuggets off their gold, they only sold the fine gold, and it showed the year thatthe lost his eyesight, the was the one that had the mechanical skill and stuff of the three of them, the yearthe lost his eye sight that record just fluked two hundred ounces it werijdown. I t picked up a little after that, but never went up to that again. They said that the Carricos, the other two; there was Adam, Elmer and Ed. Ed was next to Adam, Adam was the oldest. Park told me thatthe was in there when the come back from Alaska in 1900, and they were hydraulicing, the said, right out from the cabin there wherethe was at, at the time. And the said that they'd run it all night, you know, just a kerosene lantern or something, but in the morning they'd have to sweep the bedrock off of the hydraulic 41 and then they'd get out and pick the nuggets off of it. Well, this s standard practice, you know, because that way you're sure to get them, they don't have to run 'em down in the box and you get 'em that much soon er. He said the whole bunch of them would show up in the morning, you know, the women and all, andthe said they tried to discourage the rest of the women and so forth from picking them, butthe said that one of the wo men found a nugget and off she went you know, with the nugget just a yel ling andthe said the one on the hydraulic even tried to turn it on her to catch her, but she got away, the said. But, the said thatthe went on up in the upper corner, and you can still see see today the cornerthe was telling me about, andthe said the Old Man had taken a chair up there and was sit ting there with a shotgun andthe talked to 'em a bit, andthe saidthe was just keeping the boys from washing out his garden spot. He had a garden spot in this corner, see, and they were working this hydraulic in there, andthe had the shotgun sitting in a chair there to keep 'em from washing that out."
Sam Schrager,,,"His garden, really?"
Frank Milbert,,,"His garden. Now this is the Dad of these three boys. So I don't know tos"" when the died, butthe died somewhere shortly after that, somewhere between then and 1906, that was 1900."
Sam Schrager,,,When did Adam get blinded?
Frank Milbert,,,1906
Sam Schrager,,,What's the story? On how that happened.
