speaker,timestamp,End Time,words
Eva Daniels,00:42:58:11,00;43;26;14,"But then we didn't call them that. They kept the fire. And, so we, you know, the boys, each one had these great long sleeves about year long, and they'd holler, so and so, get on behind me and so on, and so get on behind her. And this particular time, Miss Leach was the last one on there, and she only had about that much to sit on."
Eva Daniels,00:43:26:17,00;43;37;21,"And of course, just as soon as that sled started, you know, I'd hit something and she fell off. But she followed the sled down the hill. Now this shut this off."
Sam Schrager,00:43:37:23,00;43;40;07,"Oh, is it going to be that bad there?"
Eva Daniels,00:43:40:09,00;43;44;11,"And so she, she went"
Sam Schrager,00:42:44:11,00;43;46;19,Why don't you try to tell in a way that we can put it down now? It's funny.
Eva Daniels,00:43:46:25,00;43;49;05,After we can start it again.
Sam Schrager,00:43:49:05,00;43;51;26,Okay.
Eva Daniels,00:43:51:28,00;44;17;20,"Coasting party. And so, the ones that were sitting out, you know, this trip down and the old Zimmerman had brought hedgerow to heart, had ridden a horse, and he took off his spurs, of course, to go down the hill, the coast. And he left him laying right by the fire. And there Sue Robertson then came along and she was going to sit down."
Eva Daniels,00:44:17:20,00;44;45;10,"Well, then the fire light against the spurs had caused the snow to melt right there. And she thought, well, I wouldn't be so wet to sit there. So she started to sit down. And that August Farrington said, I've seen lots of people act on the spur of the moment, but I never saw anybody sit on a spur for a moment."
Eva Daniels,00:44:45:13,00;44;51;06,At all. He was the name. Yeah.
Sam Schrager,00:44:51:09,00;44;59;02,"Well, these coasting parties, to some, some people would bring along toboggans and everybody would."
Eva Daniels,00:44:59:04,00;45;17;19,"Just so young boys would bring their toboggan. They were sled, and, none of them were bought, and that is very few of them. If there were about ones, you know, people couldn't afford them, then. But anyway, the boys would holler the names of the ones to get on behind them, you know, they'd be the front ones."
Eva Daniels,00:45:17:19,00;45;40;15,"They'd be the ones who put their feet in the things to guide and holler so and so, you know, behind so and so. It wasn't then we didn't go on. Oh, it was a long hill just like this, you know. But the snow plow had snow. It brought out the snow. You know, sometimes they're high and they couldn't get over."
Eva Daniels,00:45:40:17,00;45;48;10,"But anyway, that that coasting hill that was sure something. And it's still there to."
Sam Schrager,00:45:48:13,00;45;52;03,"Well then, then afterwards it would people get inside and have a hot, hot drink."
Eva Daniels,00:45:52:04,00;46;23;11,"No. Anything. No no no they they'd coach for an hour or two and then everybody go home. And like I say, there always be 3 or 4 older men that had girls or boys there that would go and keep the fire and see that the kids kept straight and good. Nobody thought of doing anything different. Right? Because, you know, nobody said a word about a."
Eva Daniels,00:46:23:14,00;46;32;13,"Chaperone. But anyhow, these older people's present, kept things all right."
Sam Schrager,00:46:32:15,00;46;43;09,"Well, these are papers that you talked about. Now, were they full of gossip about people to get jokes? But were they personal? I mean, yeah, but not particularly. Oh."
Eva Daniels,00:46:43:12,00;47;09;26,"Yes. We had the one about Sue sitting on the spur. Went in the next paper. But anyway, there was always something. And just everybody, they'd see something in the paper, you know, in a newspaper or used to be, jokes at the bottom of, magazines, you know, they had the story and then there'd be a little space left."
Eva Daniels,00:47:09:26,00;47;24;05,"Negative, story in there. Well, instead of, the names that were in the book, they'd put names that were in the community. And so we had a joke on so-and-so that way that."
Sam Schrager,00:47:24:07,00;47;30;08,"Well, somebody did some good. That was it. All funny. Good. Could they expect to find it in the newspaper?"
Eva Daniels,00:47:30:08,00;47;39;21,"Yeah, they expected to find it in the paper. And especially if you went out with a new boyfriend. Right. You bet. Your name was in the next paper."
Sam Schrager,00:47:39:23,00;47;41;17,Would one person read the whole paper?
Eva Daniels,00:47:41:17,00;47;47;17,"Yes. Yes, the literary reader would read that. Oh, there was only 2 or 3 sheets each time."
Sam Schrager,00:47:47:19,00;47;51;03,"Did this change around from time to time? Who would read it, or would they say yes?"
Eva Daniels,00:47:51:03,00;48;08;11,"Because at the beginning of each school year when they decided to organize literary why, then they had to choose the the literary reader and they had to choose the, what did they call the one that wrote the jokes."
Eva Daniels,00:48:08:13,00;48;20;10,"Well, anyhow, whatever it was, I suppose the editor and that was usually the teacher. They bring them all to her and she'd write them up for them. I know I read them all the time at grade."
Sam Schrager,00:48:20:13,00;48;23;18,"Well, now I was at it for the literary program. Or was there more than just the newspaper."
Eva Daniels,00:48:23:18,00;48;49;23,"Reading, you know, and, they read the newspaper and then, sometimes they had, program. I mean, the young people would have a program now or sometimes just one family, you know, if they were musical, we'd get out and play several songs, and maybe the whole group would sing song."
Eva Daniels,00:48:49:25,00;48;58;06,"Let's see, what else did they do? Anyhow? There was another chance to eat, and mothers always brought the cakes and sandwiches."
Sam Schrager,00:48:58:08,00;49;02;26,"Oh, would the party would would play party games follow after. After the."
Eva Daniels,00:49:02:26,00;49;33;12,"Literary afterwards? Yes, usually. But I like I say, Mr. and Mrs. Cantor are still living. They live right up here at the top of American Ridge. The first house and their family was very musical, and they'd get out and start to sing and and everybody would sing. Maybe they wouldn't play games that day. And then the next time, maybe there wouldn't be anybody so musical there, and they'd get out and play the running games."
Eva Daniels,00:49:33:15,00;49;48;19,"So it just depended on how things, shaped up."
Eva Daniels,00:49:48:22,00;50;16;22,"Really and truly enjoyed my teaching years. It, and so many of those children are around, you know, in the different communities since I have not moved away from very far from home, while those my pupils and the boys, men and women that I went to school with and neighbors, children maybe that I didn't go to school with are still around."
Eva Daniels,00:50:16:25,00;50;35;08,"I see them at every meeting that I attend of any kind, whether I go to Kendrick or whether I go to dairy or or, Southwick or wherever I see some of my pupils and some of my former schoolmates."
Sam Schrager,00:50:35:11,00;50;50;18,"Well, you you started helping around the house. You were saying just as a little kid. Eight. Did that did you take much of your much of your day doing that when you got home from school? Did you have work chores to do?"
Eva Daniels,00:50:50:18,00;51;10;20,"Oh, yes. I always had chores to do. My sisters job when we got home from school was always to shop the corn for the cows and things, and I always put the stuff in the barn and fed them hay. And then there were pigs to feed and, I suppose one of the other kids probably had to do that."
Eva Daniels,00:51:10:20,00;51;27;26,"I can't remember doing that very much, except in the summertime when the folks had to work. Why, they used to tell me, where do you feed the pigs now and then? I learned to milk at a very early age, too. I guess I must have been more than 6 or 7."
Sam Schrager,00:51:27:29,00;51;33;07,"So, Did you have much time to play?"
Eva Daniels,00:51:33:10,00;51;56;10,"Yes. I guess I had as much time as the other children in the community had to play, because we all had about the same thing to do. Some of them, How about having to do the chores and how many they had to do than I ever did, because I enjoyed. I got out washing the dishes very quick."
Eva Daniels,00:51:56:10,00;52;00;14,Sometimes.
Sam Schrager,00:52:00:16,00;52;01;23,Could you get something else to do?
Eva Daniels,00:52:01:23,00;52;09;08,"Yes. Oh, yes. Yeah, I'd like read the milk, the cow and more stations or I thought I would."
Eva Daniels,00:52:09:11,00;52;37;29,"And, And then we used to always have calves that we had to put into the pasture and then go get. But in the barn. And my children did that when they were, growing up. I've got so many pictures of my children with their calves and then we had little twins every one time. They all had to have pictures with them."
Eva Daniels,00:52:38:02,00;53;05;21,"Of course, after we got older, I mean, you know, you can put the cows and horses in the barn when you're 7 or 8. But anyhow, we got up to 9 or 10 or then we used to have to help in the garden and and help there when we planted potatoes or plain corn or something. So there was always something to do, but there was always a few minutes after lunch or."
Eva Daniels,00:53:05:24,00;53;14;28,Or maybe after supper sometimes when I had a chance to run and play and do the things that we wanted to.
Sam Schrager,00:53:15:01,00;53;24;21,"Well, for you to become a teacher, what did you need to do? What did you do? Oh."
Eva Daniels,00:53:24:24,00;53;54;14,"Well, I went to, I graduated from eighth grade at a gasser. And then I went two years to high school at Leland. And then, we had a neighbor, Mr. McFadden, that got me a job in our final. I got a job with the superintendent of schools to help his wife, and especially to babysit, because, you know, the superintendent has so many obligations, and he and his wife."
Eva Daniels,00:53:54:14,00;54;26;11,"And so they wanted a dependable person to take care of their children. They had two little girls. So, anyhow, that was my first job to go and stay with this couple and go to school. So I passed the 11th grade in our final. And then the next year, the same man, Mr. McFadden, got me a job at the banker's home in Lewiston, and it was the same thing over again."
Eva Daniels,00:54:26:13,00;55;04;01,"The banker and his wife had so many, social obligations. They want somebody to take care of their two little boys. And, of course, Mr. McFadden told a good girl I was. So the message took me to stay for the school year. But Mrs. McKee was a lot harder to work for. And in February I took a cold and I just could not get over it because she expected me to get up and go down and work the dishes and and look after the furnace fire and all those things that you're not supposed to do when you have a cold."
Eva Daniels,00:55:04:04,00;55;33;19,"And I guess I got pretty sick because she got scared and sent for my mom. So mom took me away from there, and, I stayed then with, Wayne Gardners. They had been our neighbors many years before and had moved to Lewiston to retire. And so she, Mrs. Wayne Garner, said she took me to school with that, of course, I was graduating and I had lots more schoolwork to do, you know, than I did in the years before."
Eva Daniels,00:55:33:21,00;55;41;14,"So, but that's what I did. I worked for my room and board at."
Sam Schrager,00:55:41:16,00;55;52;23,"The, How much how much more were you expected to do for your room board? I mean, you just said briefly, what you what? Well, do you do? It sounds like, quite a bit."
Eva Daniels,00:55:52:26,00;56;18;02,"Well, it was a lot at Lewiston, but in our final at the superintendent's house, I had a real nice place to stay. I, was expected to get up and get breakfast and usually to wash the dishes if there wasn't time to wash the dishes while I went on the school. Mrs. would do them. And then in the evening when I came home, I was to help get the evening meal."
Eva Daniels,00:56:18:05,00;56;39;05,"And then I wash the dishes, and on Saturday and Sunday I would be expected to help with all the meals, maybe get breakfast alone, and then the house had to be cleaned. There was always scrubbing to do and vacuuming to do, and then to change and so on. And I did those things. But anyhow, when I went to Lewiston."
Eva Daniels,00:56:39:05,00;56;40;18,"My, that was really something."
Sam Schrager,00:56:41:21,00;56;45;09,What what extra was there and she was expecting you to do besides.
Eva Daniels,00:56:45:09,00;56;51;21,"Well,"
Eva Daniels,00:56:51:24,00;57;17;08,"They had so many dinner parties, you know, and I had never been used to that. And of course, I had to serve. You know, this was really, What would you say? Classical home. And, I was the same as a servant when it came to serving the meal. And just about the same when the meal was to get ready."
Eva Daniels,00:57:17:11,00;57;25;11,You expected me to do a lot of things that I had never done before. But anyway.
Sam Schrager,00:57:25:13,00;57;29;00,I never for last year of school.
Eva Daniels,00:57:29:00,00;57;56;22,"Yes. And I had. I had a heavy load and I just well, I stayed up and did my work because I was bound to get through. And, I wanted to graduate and I did. And then that summer, I, stayed with the county superintendent. Her folks and my folks had been neighbors when they were young people."
Eva Daniels,00:57:56:24,00;58;14;04,"And then when she got to be county superintendent, where she was still a friend of the family. And so when I graduated from high school, you see, I was in Lewiston, and I had seen her from time to time. And when she found out I was graduating and that I wanted to go to normal that summer, why, she said, why don't you come stay with me?"
Eva Daniels,00:58:14:06,00;58;46;03,"And she says, after you get to teaching, you can pay me back for your board. So that's what I did. She charged me $50 board for the summer, nine weeks. And can you imagine that? What would you pay nowadays? Anyway, I stayed with her. She was a cripple. And, I stayed with her three summers, I think. See, when I went to summer school that first summer, all I got was what they call a third grade certificate."
Eva Daniels,00:58:46:06,00;59;07;09,"And, you know, I teach one year on that. Well, in the next summer, I got in two quarters. My school was only a seven month school, so I got I was a week or two weeks late to go to normal, but I still took the work and made it up and went the spring quarter and the summer quarter."
Eva Daniels,00:59:07:12,00;59;31;28,"So then I got a first grade certificate. I could teach three years on that without going back to school. But anyway, I was anxious to graduate and so I wanted to go every summer. But anyhow, the next summer, then the third summer, they had changed the law that you couldn't teach anymore and back and finished normal."
Sam Schrager,00:59:32:01,00;59;36;02,So you went to teaching. Then as soon as you after that very first summer.
Eva Daniels,00:59:36:02,00;59;42;17,"After that very first summer, I, I was 19."
Sam Schrager,00:59:42:19,00;59;48;03,And and is that when you went to was was Crescent the first school you taught at?
Eva Daniels,00:59:48:08,00;59;50;22,"Yes, I was there three years."
Sam Schrager,00:59:50:24,00;59;54;22,"How did you happen to, find, the counter's place to."
Eva Daniels,00:59:54:24,01;00;21;04,"Oh, well, that, always in each community there is, home that the teachers had lived at. You know, of course, when something happens, like a death or something. Why, of course you don't go there anymore. But anyhow, they had been boarding the teacher, and it's the same one in the Cold Spring school. The family that boarded a teacher lived just up the road a little ways above the schoolhouse."
Eva Daniels,01:00:21:04,01;00;42;14,"And they had always the first school. When I went first grade. I can remember that the teacher used to go up the hill to Haskins. So, you know, when you go into the community or usually the clerk or the school board would tell you that you're supposed to board so-and-so? So that's what we did."
Sam Schrager,01:00:42:16,01;00;47;27,So and you were saying to me that counters were really specially nice people to live with.
Eva Daniels,01:00:47:27,01;00;57;01,"They were wonderful, just wonderful. In fact, everyone in the whole community was wonderful as far as I was concerned."
Sam Schrager,01:00:57:03,01;01;03;06,"Well, tell me what it was that made their place especially nice to you. You were there at the time."
Eva Daniels,01:01:03:09,01;01;29;17,"Well, they were both were just so kind to me. And Mrs. Carter just was just like a mother to me when I would go out in the evening, you know, went to a dance or something where she'd say, have you be home at 11:00? Or she couldn't say ever. She was rushing. And, or if it was something else, you'd be home at a certain time."
Eva Daniels,01:01:29:17,01;02;00;27,"She specified that. Now, I suppose a lot of people would have rebelled against that. I don't know, I know I've heard of girls that did. You know, they they don't leave my mother and father. But I didn't mind. And, Mr. Carter was always doing something so nice. I know one time, family that their children rode to school on a little pony and,"
Eva Daniels,01:02:01:00,01;02;16;26,"They came to school one morning and said, we've got a new baby sister. We know right away I want to see that little baby sister. And so I said something about it when we were eating at counters, you know, one night. And he said, well, just wait till Saturday. And he said, you can ride rowdy over and sing."
Eva Daniels,01:02:16:28,01;02;28;04,"And so that's the first one of their horses that I ever rode. But anyway, I rode rowdy over for a little new baby."
Eva Daniels,01:02:28:06,01;02;34;01,But it was just the whole community were.
Eva Daniels,01:02:34:03,01;03;02;06,"So I don't know how you would say it, but they were just the friendliest people that could ever be. That Mrs. Kimberly that you saw in the paper in the picture there? Her three daughters. Still, when I see them, they're just as dear to me, you know, as a sister would be. Or a younger sister and the oldest girl coach now at Moscow."
Eva Daniels,01:03:02:07,01;03;22;04,"And she comes down every once in a while, you know, she has a day off. And that's Margaret Cray. And then, there are two of her brothers that live here. Well, just one lives in Kenrick, but the other lives out of Cambridge that way. And when they see me, they come and shake hands and ask me, where's Maggie?"
Eva Daniels,01:03:22:06,01;03;50;04,"Have you still got your cows? Yeah, we used to have chickens two years. And, you know, they're they're still interested in them. And I know one time when the older boy was in school that the county superintendent came to visit one day, which was our duty, and that was Lloyd Kimberly. When they, finished, well, they came up and read to me."
Eva Daniels,01:03:50:06,01;04;08;04,"And then, his story was about a little bluebird. That was his first year at school. And so he read that I showed you what to study, you know, for after lunch. They read twice a day when they were little like that. So they get through it. They've got a decent amount of books, you know, for them to get through."
Eva Daniels,01:04:08:07,01;04;41;27,"So, anyhow, when he got back, Gracie by the superintendent stepped up to him and, and she said, would you draw me a picture with. So yes, he was very anxious to draw a picture for. And then, so she wrote on his tablet on the top line or two, draw a blue bird color. The bird balloon. And so he did that, and I suppose that maybe she thought he didn't know how to do this."
Eva Daniels,01:04:41:27,01;05;03;08,"But anyhow, he did. And he made he draw, draw a bluebird and colored it blue. And then he took it to her, you know, she was sitting in the back and, you know, something wasn't just right, but she write it down so she could tell me later. She didn't say anything there. And oh my, was he ever proud when she smiled and said, what a wonderful bluebird that was."
Eva Daniels,01:05:03:08,01;05;20;15,"But you know, you if you give him a dollar, he wouldn't have been any happier. Here and now. He's a great big young man. My goodness, he's got a family. And,"
Sam Schrager,01:05:20:17,01;05;37;25,"You know when you were first starting there, you're only 19. Did you were you very apprehensive about it? I mean, were you thinking at all? It seemed like you kind of young. And as your first school and all that, did you find it? Difficult at first, or did you find it?"
Eva Daniels,01:05:37:27,01;05;44;16,You just know it was easy. It was easy. The only thing that I ever worried about was discipline.
Sam Schrager,01:05:44:16,01;05;45;19,You know.
Eva Daniels,01:05:45:22,01;06;18;27,"If if I disciplined someone I always wondered, had I done the right thing, and, I don't know why I never had any trouble that way. I did. A year or two later, I thought, my second school was start the Linden School, and, I had, 4 or 5 large boys. And there was one boy that was known in the community to be a pretty bad boy."
Eva Daniels,01:06:18:29,01;06;25;02,"And he were all in that way for still is, I guess I was."
Sam Schrager,01:06:25:04,01;06;28;24,"For what he went on for, So he still is."
Eva Daniels,01:06:28:24,01;06;52;25,"Yes. He's still the same. Yeah. He never changed. He never did learn to work. And, so he got these. You see, he was the leader, in other words. And he got these other young boys in the eighth grade. They might have been some seventh grade boys in it, too. But anyway, I can't remember exactly what they did anymore."
Eva Daniels,01:06:52:25,01;07;19;21,"But anyhow, they sure raised a rumpus in school. And so I expelled a couple of them, and one boy ran away. The other boy didn't. So of course, when evening came, why, the news was already out. It had gone home all right. Enough. And when school was out that evening, my and the boy that ran away, the mother came to the schoolhouse."
Eva Daniels,01:07:19:24,01;07;42;14,"They had heard that I had expelled her boy, and and the bad boy, and so I shouldn't have expelled her. That why. But boy. But then, anyhow, I thought he was as deep as the other mothers in it. But he he wasn't. And anyway, he was so afraid of being punished at home that he. That's why he ran away."
Eva Daniels,01:07:42:17,01;08;00;12,"But the other one and anyhow, this porter boy. Saw Mrs. Whybark coming up the road. And he went down to meet her and he says, Mrs. Whybark, I'm so sorry. He says, it was all my fault. And he says that William shouldn't have been expelled. He said it was all my fault and I'm so sorry."
Eva Daniels,01:08:00:15,01;08;30;02,"Well, you know, of course everybody thought then, you know, that he was being a good boy. They. I know they felt sorry for him. Do that. Actually, it was the Whybark, you know, that they should have felt sorry for. Because it wasn't his fault. If the other kid had gotten into so that, that was quite a hurtful thing for me, especially after I talked to Mrs. Whybark, because and later, now that I'm older, you know."
Eva Daniels,01:08:30:02,01;08;43;09,"Mr.. Whybark was so cruel to his horses. If he whipped those kids like he whipped those boxes and treated him. I don't wonder that poor William running away. But you know, a young person, you haven't learned all those things."
Sam Schrager,01:08:43:09,01;08;49;05,You did. What was her attitude when she spoke to you about? Oh.
Eva Daniels,01:08:49:08,01;09;16;03,"Well, she wanted to know why, and I told her and she said, well, why couldn't you have told me first before? Well, I said that, I was, angry. Of course, at the things that they had done. And I said there were some other boys that were getting into it, too, and I felt that I would break it up."
Eva Daniels,01:09:16:05,01;09;40;08,"Well, she says, I don't know why you picked on my poor boy. I said. I didn't pick on him. I just figured that he was in the wrong. And I said that, you know, the law then were a little different, I guess, than they are now. Anyhow, they went home for three days and then the the father or mother or both could bring him back to school and have him apologize."
Eva Daniels,01:09:40:08,01;10;04;24,"And also they were expected to go to the school board and apologize, but then they could come back to school. Now, I don't think it's that way now. I don't know what they do now. I am I'm not acquainted with their rules. But anyway, of course, I don't suppose that the white boy knew, you know, that he wouldn't be away from school always, or that he wouldn't be punished."
Eva Daniels,01:10:04:25,01;10;14;01,"Of course, we don't know what his father would have done, because, like I say years later, why I kind of felt entirely different about it."
Sam Schrager,01:10:14:03,01;10;16;03,He didn't come back.
Eva Daniels,01:10:16:05,01;10;25;07,"No. No, we went to an uncle, in Deary, and stayed there. I don't know whether he ever came back home or not. I can't remember."
Sam Schrager,01:10:25:09,01;10;32;01,"So you felt badly about it? Because even at the time, you thought that that this kid really wasn't so guilty."
Eva Daniels,01:10:32:02,01;10;51;09,"No, he wasn't he wasn't nearly as guilty as the other one. But anyway, I had trouble with the other one all my life. I rented a house and, there in Bovill to him, and I never did get any money from him. So I wrote him a letter."
Eva Daniels,01:10:52:06,01;10;58;27,"And told him that, the sheriff was the victim in a day or two."
Eva Daniels,01:10:58:29,01;11;12;02,"Anyhow, the sheriff did a victim, and and George wrote me a letter, and he said I was just ready to bring you a check. I don't know what you did that for. Yeah, you know, that was another one of his goodness. Well."
Sam Schrager,01:11:12:04,01;11;15;27,"What had that? What had he done, by the way, at school? What was the."
Eva Daniels,01:11:16:00,01;11;16;14,What.
Sam Schrager,01:11:16:17,01;11;20;27,"Triggered your, punishment?"
Eva Daniels,01:11:20:29,01;11;40;13,"I can't remember all of it. But anyhow, they had taken their period, and I don't know whether you knew or not, but the old seats were, the board. We just. Right down here a little. And they took the sharpened end, their pencil and poked the girls."
Sam Schrager,01:11:40:15,01;11;41;14,And I thought.
Eva Daniels,01:11:41:16,01;11;56;26,"Oh, boy, you know, the girls came up and and they were 2 or 3, and that made a scream, of course. But anyhow, George had several of em fixed up, so they were doing something they shouldn't do."
Eva Daniels,01:11:56:28,01;11;57;18,But anyway.
Sam Schrager,01:11:57:19,01;12;00;11,I take it it was probably more than one thing too.
Eva Daniels,01:12:00:12,01;12;17;12,"Well, it probably was. Well, those things always build up. You know, they do something today and we'll do something bigger tomorrow. And I mean, when they're in the mischief so."
Sam Schrager,01:12:17:18,01;12;33;16,"Well as far as discipline goes and as a rule, I mean, not not in an unusual case like this, but most of the time when you, when you had to discipline their, kids. What what was that you usually would do?"
Eva Daniels,01:12:33:19,01;12;59;16,"Well, I usually spanked them. The little ones usually made a stand in the corner and, sometimes made them stand at recess. And sometimes the bigger ones had to stand if they didn't have their life and they had to stay up and got their lesson, then. But, the ones that, were big enough to understand, but they were spanked for a think."
Eva Daniels,01:12:59:18,01;13;08;14,"But anyhow, that got some respect. But the last years that I taught why, you can touch it and you still can't."
Sam Schrager,01:13:08:16,01;13;15;19,"Did you find the liking, those early years of teaching that you that you needed to punish kids very often?"
Eva Daniels,01:13:15:21,01;13;49;07,"Not very often? No, not very often. And, My mom convinced me most of the time. I usually made them stand in the corner or stand at recess. That was the first thing. And, you know, some of them, you never had to do anything more to. So. That's it's just one of those things. That,"
Eva Daniels,01:13:49:09,01;14;12;02,"I think it's the same with children today, that a lot of you don't have to punish so much. But anyway, you're not allowed to anymore. And that's one thing that it seems to me like that a person needs. And the child needs to know that they can be punished. Do you know that you know their behavior quite a bit."
Sam Schrager,01:14:12:05,01;14;23;24,"Well, tell me what it was that you found so, so enjoyable about teaching when you were when you were doing it in those early years? Why do you like it so much?"
Eva Daniels,01:14:23:26,01;14;55;00,"I think it was the accomplishment and seeing them learn, most of them were real fast and they seemed to enjoy it. And I certainly enjoyed teaching them. Now. I thoroughly love to teach the little kids, and I finally got to do that the last four years that I got. You see, they when they consolidated the school why I was teaching in a country school, of course, they took me to town."
Eva Daniels,01:14:55:02,01;15;19;26,"I went to Griffin on one year, and then I was very three years, and all I had was just little first grader, and that was the most enjoyable, experience that I just ever had. I love to teach the others, but those little ones you can just for all, of course you've got all the time for them when you're just at the one grade."
Eva Daniels,01:15:19:29,01;15;40;26,"Which kind of complicated or finger because I had 31. But anyway, I still spend all my time just giving it to them. And I'll tell you, they can sure absorb a lot of it. And it's so wonderful to see them and to see the."
Eva Daniels,01:15:40:28,01;15;45;21,The rate of learning that they can do.
Eva Daniels,01:15:45:24,01;15;51;23,You just wouldn't believe it unless you were there for a day or 2 or 3.
Sam Schrager,01:15:51:25,01;15;58;12,"Is it because they're because they've never had the opportunity to learn in that kind of way, that I think they already too."
Eva Daniels,01:15:58:14,01;16;17;11,"They're just all ready to swallow it. And I'll tell you that those that are able to learn fast, I don't know how much more you could if you had more time, how much more you could teach them in the days that you have to do it. But it certainly is fun."
Sam Schrager,01:16:17:13,01;16;34;13,"Well, in these one room schools, though, it seems to me when I whenever I've thought about it, that the task a teacher had to perform was almost impossible in a way. I mean, I think of how you'd have to prepare all those different lessons and all those different subjects, all those different grades."
Eva Daniels,01:16:34:18,01;16;54;29,"It's terrible when they change the books, you know, after you've taught the same books for a few years, why the subject? It's all land. But anyhow, if that change the book, like, you know, they used to change the health books this year and the arithmetic books next year and the history books the next year. So you always had a new and that you had to study."
Eva Daniels,01:16:54:29,01;17;25;14,"And but after you taught in certain of these books, right. You didn't have to do very much. Sometimes you made out a set of questions or something. You were going to have an exam like that. But other than that, that wasn't so hard. And then, in the bigger schools, whenever the an eighth grade girl or an eighth grade boy, if you've got one that likes to, can take the little ones and let them read on on and come out company you, not me."
Eva Daniels,01:17:25:16,01;17;45;13,"I wish I could throw him out sometimes it's the ones that go around asking about the grammar. The highway men all have those in their regard, but now you know the ones up on the hill don't bother and you turn it in and call the number. But these guys on the row here follow each other. So we get a lot of static here."
Eva Daniels,01:17:45:13,01;18;05;29,"From there. The older boys and girls, I've had several boys that were real good at helping with the younger ones, but them help with the children up to the third or fourth grade. You know, that takes a big load off of the teacher. And they just to do. I had two girls there. Lyndon was good as any teacher I ever had."
Eva Daniels,01:18:05:29,01;18;27;01,"He helped me. Oh, they were good. They were both eighth grade girls, and they kind of had something going between that. I'll get my lesson first and I'll get to teach. So on. So, you know, all of us, I don't care who we are, we have a preference, you know, as to who we want to do with or do for."
Eva Daniels,01:18:27:03,01;18;49;04,"And they were that way. And they'd go how hard they would work to come up. And Mrs. Smith later, can I teach you second grade for a little while, or is there something I could do for a little while? No. They were so sweet and so good. And the little kids loved them, too, because, you know, they can help them."
Eva Daniels,01:18:49:04,01;19;19;02,"And of course, if these bigger ones would help, they get through with their readers so much quicker and they'd get a new reader. And of course, that's always such a, you know, or just no way to describe it. When I get a new reader, you know, there's a well, must be 7 or 8 little first grade books. And we always took the first half of those and then and they'd read those, but then we'd have a second half of them."
Eva Daniels,01:19:19:04,01;19;43;09,"So when they got a new book that was just out in this world, and of course they loved for these girls to help them because they were so good. And then they were, you know, just like big sisters to read them. And my they were good. But when I was at Christmas, it was one of the boys who's the mechanic for the."
Eva Daniels,01:19:43:12,01;20;06;16,"Busses for the Juliaetta and Kendrick area. Now I get to see him quite often. And he was real good at helping. Of course, Chris and I didn't have too many and I had 13 or 14. But anyhow, this boy was really good."
Sam Schrager,01:20:06:18,01;20;18;08,"What did you do with the kids that were slow, slow learners or kids that had problems learning?"
Eva Daniels,01:20:18:11,01;20;51;27,"I had very few of them in the country at Crescent or Lyndon or Dairy. At Park and at Walker. I had very few slow learners. I had about the same number in, all, except Lyndon. I had a big school when in 47 or 48, but all in until I got to the mine. I got just first grade when I went to or a fine or that year."
Eva Daniels,01:20:52:00,01;21;03;05,"The other teachers, you know, you have teachers meetings in the evening sometimes anyhow, their schedule, they say, first grade teachers will meet and so on and so on during."
Eva Daniels,01:21:03:05,01;21;25;14,"You know, at a certain time. And, and they just told me what to do. I had never been in a city school like that before. And they divide the first grade into about five groups. They recommend three groups. But anyhow, the other teachers had more than three, and I had either 4 or 5, and I believe it was five."
Eva Daniels,01:21:25:17,01;21;46;28,"And they put the very best. That's the first and then the second best and third best. And you get down to the worst, of course. And you don't call them these things, you know, you call them. Mine were birds. I had red birds and bluebirds and blackbirds and and little canaries, and I don't know what all but anyhow."
Eva Daniels,01:21:47:05,01;21;54;27,"And so they don't know that they're being,"
Eva Daniels,01:21:55:00,01;22;25;29,"Different than the others. And so, you just have to spend about twice or three times as much time with the lowest group. But anyhow, there's never anything say. And I often wondered, I had one little girl in the second group. She was just as cute as a button. But anyhow, after about the second week, I, it was when we divided them, you know, I could had them and kind of got acquainted with them."
Eva Daniels,01:22:26:01,01;22;49;03,"And you don't put a child in the lower group just because he's bashful. And that's why you get acquainted with him first. But anyhow, when we divided the classes, we put him in rows in the seats, you know, because a lot of the work they do right at their desk. Anyhow, there's one little girl at home and she says, I'm in the damn group."
Eva Daniels,01:22:49:05,01;22;54;19,How she do? I often wish that I knew.
Eva Daniels,01:22:54:22,01;23;12;02,"Because it wasn't a damn group. It was only the second group. But anyhow, along towards a Christmas or maybe a little later when she got back in the first group. And I'll tell you right now, I guess she was mighty happy. Anyhow, her mom was."
Eva Daniels,01:23:12:04,01;23;19;17,But I've wondered and wondered and wondered about that. How in the world did she know? I guess they're smarter than we think.
Sam Schrager,01:23:19:19,01;23;27;01,"Yeah. I mean, I could see where some kids might be aware enough to. Yeah, because they must rank each other."
Eva Daniels,01:23:27:03,01;23;54;24,"I think they must. I had a little Indian boy there. That was the cutest thing. And he never said a word. He just. Absolutely. You couldn't get him to say a word? Well, he was in the lowest group. Of course, but he was, Yeah. We just from Bashfulness. And anyhow, it went along till Thanksgiving. Come. He still hadn't said a word."
Eva Daniels,01:23:54:27,01;24;02;01,"So one day, one little boy was reading and he got stuck."
Eva Daniels,01:24:02:03,01;24;22;13,"And of course, then we found out their hands, and then I nod, and somebody would say the word, and the reader would go on. And one day this little Indian boy held up his hand. He had a smile from here. Here. You never saw anything so cute. And so I nodded to him and he said it. And you know, after that he just couldn't sit still."
