speaker,timestamp,words,End Time
Violet Frei Boag,00:38:12,"and, and.",00:38:15
Sam Schrager,00:38:15,But I know a lot of people who have.,00:38:20
Violet Frei Boag,00:38:20,"That was kind of interesting. Of course, I didn't. I had a chance to go there. I worked nights at many, like, you know, years.",00:38:30
Sam Schrager,00:38:30,"In, in Moscow.",00:38:32
Violet Frei Boag,00:38:32,"Yeah. All told, I did, nobody believe this year because I'd kill myself. But I worked three years and one nights, and then I got a chance to go up to university, and that was three and one, 24 years and years, and you live in the same. But I had I could have Fridays and Saturdays. well, then I had the two children and I drove back and forth to see.",00:39:03
Violet Frei Boag,00:39:03,And then.,00:39:04
Sam Schrager,00:39:04,From here.,00:39:05
Violet Frei Boag,00:39:05,"we, we moved here in 47 and then they went, we only had the one car and so they'd want to go. No one would take them. So I asked for Friday and Saturday off, and that's what I gave university and got all the time I was there. So I three or fortune and some.",00:39:27
Sam Schrager,00:39:27,"Well, how did the doctors treat nurses? By and large, on the whole media day, what I'm thinking is today, respect the nurses for their knowledge or did seems to me like a lot of doctors get kind of they think of, you know, they know it all and that.",00:39:44
Violet Frei Boag,00:39:44,"No, we I never had any complaint. I think that depends on the individual. Maybe, I don't know, but, the doctors always respected and admired us very, very much, even in training and and when we got out, you know, there I thought they were wonderful. The doctors that I knew, everybody standing.",00:40:14
Sam Schrager,00:40:14,"And, I don't know, maybe it's just today there's a little the feeling is a little different. Right. So but I don't know.",00:40:19
Violet Frei Boag,00:40:19,"Well you can't like everybody, you know that. And there's some doctors that you like very good and others and but you don't question what they do, you know, I mean, if you're working for them, but maybe you just say, well, I didn't like that. But then that was the way they did it, because I don't think it was that much criticize in the day.",00:40:45
Violet Frei Boag,00:40:45,And there is now.,00:40:47
Sam Schrager,00:40:47,it may be true. You mean criticizing about.,00:40:50
Violet Frei Boag,00:40:50,"the practice or what they did. Right? Because now they have so many specialists and things, and, most of our doctors are the ones I know and have gone to. They will recommend a specialist if they needed. There's very few that don't. So I just don't have any any remarks as far as criticizing.",00:41:14
Sam Schrager,00:41:14,"In the way of, of what a nurse's duties were. I heard that in that it hasn't been that long since, since they've had always to do, you know, like some of the, to some of them been making and clean up.",00:41:31
Violet Frei Boag,00:41:31,All right.,00:41:31
Sam Schrager,00:41:31,"Is that did you used to have to do that yourself. Oh, Nations.",00:41:35
Violet Frei Boag,00:41:35,"Oh, yes. You scrubbed bedpans. You scrubbed everything.",00:41:38
Sam Schrager,00:41:38,You did all all that.,00:41:39
Violet Frei Boag,00:41:39,"Oh, yes. In training. And also, in the years. Well, even you were expected to clean up your own messes. Even after I came to Moscow in 47 for you. We didn't have that much. You. Oh, now it's. Well, they're getting more to higher education. And the nurses, want to be advisors and superintendents. And that instead of the actual bedside care, I'm not.",00:42:16
Violet Frei Boag,00:42:16,"I didn't care for any of that. I wanted to do the bedside care. And I enjoyed it. I don't think, well, the patients don't get that loving tender that they used to get because, there's people who told me even when they go to Spokane, that they hardly ever see a nurse, a registered nurse. They have aides, and then they have these candys drive rooms that do, and they report to the supervisor on the floor.",00:42:47
Violet Frei Boag,00:42:47,"Well, how much and.",00:42:47
Sam Schrager,00:42:47,"How personal could the care unit that you'd that you could get? I mean, could it be very individualized.",00:42:55
Violet Frei Boag,00:42:55,"Oh hours. Yeah. Oh, definitely. Yes. Because we were only seeing so many patients to take care of, say maybe 4 or 5, depending on how busy we were. Oh, yes. Very personal. You had time to turn their pillow over and you had time to check them and ask them, you know, what they wanted, or a little individual things that meant so much to someone sick.",00:43:21
Violet Frei Boag,00:43:21,"And it still does, but then they just don't get it. Well, at times of change.",00:43:27
Sam Schrager,00:43:27,"So when you say 4 or 5 minutes, besides the other work, you had to do, you had so many patients.",00:43:34
Violet Frei Boag,00:43:34,"Yeah. And you know, 4 or 5 as well.",00:43:38
Sam Schrager,00:43:38,"And then besides that, you have things you had to do, right.",00:43:40
Violet Frei Boag,00:43:40,You had like you might be in charge of the medicine cart.,00:43:43
Sam Schrager,00:43:43,For it.,00:43:44
Violet Frei Boag,00:43:44,"Or you might be in charge of, utility room or the linen room, which you had to do together.",00:43:51
Sam Schrager,00:43:51,"Do you think that that helped the way people, look at, Sickness, as has changed very much. What did families do to. Well, I don't know. I was thinking about how different it is now.",00:44:10
Violet Frei Boag,00:44:10,"I think what you're trying to put across to me is, years ago, you didn't go to a doctor unless you had home remedies, and you did those until you really got, you know, had to have something then, whereas now you just get the egg and pain. You went to a doctor the same.",00:44:30
Sam Schrager,00:44:30,"That's right. That's what I was thinking. then I've just had to say. But but when,",00:44:37
Violet Frei Boag,00:44:38,Now there are people I won't go in. Probably not enough.,00:44:42
Sam Schrager,00:44:42,Maybe two.,00:44:44
Violet Frei Boag,00:44:44,"That won't go to a doctor. I mean, they don't visit the doctor. They feel good. No. Like with cancer, you could be running around without care, with cancer. And if you don't go and have checkups, why I but years ago, they did lots of things.",00:45:02
Sam Schrager,00:45:02,Did you do you think that a lot of those home remedies made sense?,00:45:05
Violet Frei Boag,00:45:05,"Oh, definitely. I even used mustard plasters to this day. My kids or grandkids get sick and one doctor said a mustard plaster. I never heard of it. And just recently I never heard of a mustard plaster. And I said, well, you're too young.",00:45:22
Sam Schrager,00:45:22,"No, I've heard of mustard plasters.",00:45:24
Violet Frei Boag,00:45:24,Sure.,00:45:27
Sam Schrager,00:45:27,"Or when you were growing up, did you see much sickness? I mean, see, people were really sick. And when you were interested in nursing?",00:45:35
Violet Frei Boag,00:45:35,"no, not tumor. No.",00:45:37
Sam Schrager,00:45:37,I think like that flu in 1917 or 18. In the war. Did you see that?,00:45:46
Violet Frei Boag,00:45:46,"Well, yes. But to me it didn't mean much. They we knew that they were all dying and, from it and I don't remember of us having it very hard to tell you the truth, but we lived, then in 1918, we lived it. And Collins.",00:46:09
Sam Schrager,00:46:09,"Well, we talk. I've read that people used to have poor health, you know, in the earlier in earlier years, especially, women had a lot of health problems in the late 1800s and that kind of thing, you know, chronic, a chronic.",00:46:24
Sam Schrager,00:46:26,"that, that and then there's all that tuberculosis.",00:46:30
Violet Frei Boag,00:46:30,"Oh, yes. They had in even in my time. Look at the polio we had. And now that's all taken care of. Now we're getting this virus. And we have more to the shots that they can give people. Well, medicine has improved enormously over what we've had years ago. But I don't know if we were healthy. We had a lot of exercise.",00:47:01
Violet Frei Boag,00:47:01,We had good food and that walking didn't hurt us in the cold weather. And it got or a bobble there got down to 40 many and many a time to zero.,00:47:19
Sam Schrager,00:47:19,"What about when people died in those days? You know too, I have heard that that death was much more often at home and that, The family would really be close to the person who was dying compared to the way it often is now. You know, you're in a hospital and and that sort of thing is.",00:47:46
Violet Frei Boag,00:47:46,"Well, I didn't come in contact with that so much. actual death in the whole marriage thing. I do know that they used to have weeks and and the patient that had passed away would be at home and the name taken to be undertaken. But as far as some people go in the season in the hospital, they would come and I couldn't see.",00:48:15
Violet Frei Boag,00:48:15,"It just shouldn't be too much different. Because of course that depends on the individual too. Some people are closer to their relatives and others, you know. For example, in your nursing homes, they put patients in there and then they forget to go, see you. They're out of the way. These older people, which is real sad because that is isn't everybody.",00:48:43
Sam Schrager,00:48:43,"You know. But but then, then then the old people were going to be staying with with their family.",00:48:49
Violet Frei Boag,00:48:49,"Oh yes. Yes, they did take care of their old people. They didn't have places. They just well, that were. Well, they weren't maintained like they are now. Now, we used to have nursing home there and they called it the old folks home. Well, that was really a disgrace when you look back.",00:49:13
Sam Schrager,00:49:13,And that's what I have heard.,00:49:14
Violet Frei Boag,00:49:14,"Yeah, it.",00:49:15
Sam Schrager,00:49:15,Was.,00:49:16
Violet Frei Boag,00:49:16,"It was, it really was.",00:49:19
Sam Schrager,00:49:19,But the kind of place that you would not want your. Well not relative to be in.,00:49:24
Violet Frei Boag,00:49:24,"Need and now they're more particular. They have to be due to the laws that's been made. They have to be clean, they have to be fireproof and all that. But that just went with growing up. And, Progress that they've made.",00:49:44
Sam Schrager,00:49:44,"I think it was good for the old people to be in the family. And, you know, I mean, I would think that it would kind of keep you going if you had a part to play in, in the house.",00:49:55
Violet Frei Boag,00:49:55,"And I think it is. Yes. Now, we had to put my mother in the nursing home, which we didn't like, but there was no way keeping them home. There was just it meant 24 hour doing and it couldn't be. But, luck would have it. She was so normal mentally, and she didn't know where she was and she wasn't too unhappy.",00:50:24
Violet Frei Boag,00:50:24,"But if she had been, we could have never, because she would always say, don't put me in a nursing home.",00:50:30
Violet Frei Boag,00:50:30,"Knowing that. And there are a lot of people now that don't want to go because of that one in Moscow. And you think Hollywood folks have. But the nursing homes today are real modern, and then they get the care. So.",00:50:48
Sam Schrager,00:50:48,"You know, when you were when you were learning to be a nurse at that time, do you think that that, was there a real great difference between the way medicine was advanced and the way it is now? Oh. Oh, well, this was.",00:51:04
Violet Frei Boag,00:51:04,"Oh, no, it's in the last 20 years is.",00:51:07
Sam Schrager,00:51:07,It's really change your mind.,00:51:10
Violet Frei Boag,00:51:10,"And we get antibiotics, you know, lots of them and did the work and. I don't know this seems to me like they had more vitamins now and things that they knew. It's it's marvelous what they've done in medicine.",00:51:29
Sam Schrager,00:51:29,Did they rely on the these at all hospitals. Them I mean were they at least like the folk remedies that they were.,00:51:35
Violet Frei Boag,00:51:35,Well they used them. Sure.,00:51:39
Sam Schrager,00:51:39,Could you give me an example of that.,00:51:41
Violet Frei Boag,00:51:41,"Well mustard plasters and things like that and hot packs and, and all those things in steamers like they do for pneumonia. And they were just well kettle you might say just for the respiratory. Now they have these huge machines and they have one they call a bird because it was like a bird. Well, it's just fabulous. Long as things that they have, oh.",00:52:14
Violet Frei Boag,00:52:15,And it makes it all easier for the nurses.,00:52:17
Sam Schrager,00:52:17,"One thing it really seems to me is it nursing compared to the other women's jobs that I heard of, like teaching? It sounds like you had an awful lot more work to do, because 12 hours a day, seven days a week is is more than that demand anything that I know work except maybe in the in the early days at, at, at the sawmill, I think there were some, some positions like firemen and that kind of thing where they worked seven days a week.",00:52:48
Sam Schrager,00:52:48,"But as late as the 30s, I haven't heard of that.",00:52:54
Violet Frei Boag,00:52:54,"Well, even I don't know, when we switched over the eight hours, I can't remember. I still live in Seattle. So it was before 47 and it wasn't too long before that. I can't remember just when. That was one point they'd ask you.",00:53:14
Sam Schrager,00:53:14,"If you really didn't. It didn't wear. You wear the nurses down, run them down to be working.",00:53:20
Violet Frei Boag,00:53:20,"Well, it didn't run us down. I didn't bother me any. But I suppose there's some that reminder, it's like this friend of mine. But then she had a lot of responsibility at home too.",00:53:32
Sam Schrager,00:53:32,And you.,00:53:32
Violet Frei Boag,00:53:32,"Didn't. Well, I had the children, you know, but, I guess I was just rugged. I don't know which piece of.",00:53:41
Sam Schrager,00:53:41,You didn't start working after you married.,00:53:43
Violet Frei Boag,00:53:43,"Oh, no. No. Well, I've worked, all my life. It's. It.",00:53:47
Sam Schrager,00:53:48,"Isn't that difference another difference between nursing and teaching? It seems like a lot of the teachers had to had to quit when they got married. I mean, that was kind of the way their contracts were written. Oh, teacher.",00:54:01
Violet Frei Boag,00:54:01,"but then there wasn't. There was a shortage of nurses. You see, two, two.",00:54:08
Sam Schrager,00:54:08,You think that's the reason that they.,00:54:10
Violet Frei Boag,00:54:10,"It probably was, of course, during depression, you see, I wasn't married, man. And if you got married, why you couldn't hold down a job.",00:54:22
Sam Schrager,00:54:22,Because it was in the depression.,00:54:24
Violet Frei Boag,00:54:24,"Oh, there's too many nurses in the breadline in Seattle. You wouldn't believe them because those were lean days.",00:54:35
Sam Schrager,00:54:35,So you were really lucky to get.,00:54:37
Violet Frei Boag,00:54:37,"Oh yeah I should say. And then that was a county hospital. And even when we didn't know if we're going to get paid. They cut our pay down to 70 or the month room water on me. And that was well, it was still good. I mean, you couldn't ask for any better. I don't know what your.",00:54:59
Sam Schrager,00:54:59,Dog did give you. Money left at the end of the month.,00:55:01
Violet Frei Boag,00:55:01,"Oh, yeah.",00:55:02
Sam Schrager,00:55:02,Real vision.,00:55:03
Violet Frei Boag,00:55:03,You had enough for clothes?,00:55:04
Sam Schrager,00:55:04,That's two. Or you had your room board. Take care.,00:55:07
Violet Frei Boag,00:55:07,Right. And. And then it didn't take as many calls in those days. They didn't dress like you do now.,00:55:14
Sam Schrager,00:55:14,"So what was the room? And, the, room, was it. And like a dormitory and all the nurses.",00:55:23
Violet Frei Boag,00:55:23,Yes. And we all had our own private rooms.,00:55:27
Violet Frei Boag,00:55:28,"Of course, that was just no hospital, honestly. And it was just wonderful. Of course, it's still busy in everything by now. Connie. Right.",00:55:38
Sam Schrager,00:55:38,"Well, I imagine a lot of the cases must have been, indigent. I mean, the people who were in the county hospital.",00:55:45
Violet Frei Boag,00:55:45,"Oh, yes.",00:55:46
Sam Schrager,00:55:46,Poor couldn't afford.,00:55:48
Violet Frei Boag,00:55:48,"Well, and when the depression hit, there was people that had money and didn't know, it was sad. I mean, they just lost everything. Just the same as if a depression, be it. Now, what do you think would happen? Have you ever thought.",00:56:02
Sam Schrager,00:56:03,I thought.,00:56:03
Sam Schrager,00:56:04,Never having lived through the 30s. Depression.,00:56:06
Violet Frei Boag,00:56:06,"Well, it hard on. We'd have more mice view of it. We'd have lots of suicides because we can't take it. The people of today have more money. Then they demand more. Even our two kids. Don't you think they do?",00:56:29
Sam Schrager,00:56:29,"Well, certainly. It's standard of living. And it seems to be. Well, yeah. There. Right. And a lot more than you really need to. Oh, sure.",00:56:36
Violet Frei Boag,00:56:37,"In our in our times, we didn't have all these luxury. We made our own entertainment. We had baskets, socials and you and sleigh riding, you know, groups and all those. Then we had a wonderful life in Moscow. Yes, in Moscow. And then we had I was a campfire girl and enjoyed that and all. And then of course, we, we were Protestants, went to church and we had our, groups there to prayer meetings and things, and we just really lived it up.",00:57:16
Violet Frei Boag,00:57:16,It was fun.,00:57:18
Sam Schrager,00:57:18,Was the church the the focus for the social life when you.,00:57:22
Violet Frei Boag,00:57:22,Yeah. Yes. Mostly. Right.,00:57:25
Sam Schrager,00:57:25,Was your mother very active in it?,00:57:27
Violet Frei Boag,00:57:27,not too no. Because she was so busy working. Working mostly.,00:57:34
Violet Frei Boag,00:57:34,But she'd go to church.,00:57:36
Sam Schrager,00:57:36,"What what do you think a difference was since you were with the, in Moscow? I know you didn't even know you live. Bovill.",00:57:44
Violet Frei Boag,00:57:44,"No. Not long enough,",00:57:46
Sam Schrager,00:57:46,I was just trying to think of what it how to. Most people I know either lived in a little town and country or.,00:57:51
Violet Frei Boag,00:57:52,Or in.,00:57:52
Sam Schrager,00:57:52,"Moscow. They didn't get to see both. And I think about the differences were between a little town like or a big one like Moscow. The difference in living there, I mean, I guess over, you know, everybody, right?",00:58:08
Violet Frei Boag,00:58:08,"You know, you couldn't like Moscow. No, but I, there wasn't that much difference, I don't think, because when you just. As far as our social life, I don't know, just went to shows and things and then the schools, they always had things that were entertaining. In your church life.",00:58:38
Sam Schrager,00:58:38,Do you remember the idea or hearing about it?,00:58:43
Violet Frei Boag,00:58:43,"Oh, yes.",00:58:44
Sam Schrager,00:58:44,What was your father's? And two towards towards what they were doing?,00:58:53
Violet Frei Boag,00:58:53,"Well, I never I don't recall. I remember saying I think they were very grateful that they had because of the work, even though they didn't get much money. There was people around here in those during depression. You know, I had an aunt here and I heard her say one time they didn't even have a farmer. Of course, the farmers in this area never.",00:59:15
Violet Frei Boag,00:59:15,"To prosper, you know, was marginal ground like they are out in, you know, jealousy. But they didn't have actual money to buy us a stamp. Now they were only $0.03 stamps in those days. Prices until they sell a crop and they raised chickens and, gather eggs. But I think it was, I would say the way I've heard people talk, they were very grateful for that.",00:59:48
Violet Frei Boag,00:59:49,For for the for the work.,00:59:51
Sam Schrager,00:59:51,"Yeah. Well, the, the idea with them is that I'm talking about the, the, the lumberjacks that went on strike in the.",00:59:59
Violet Frei Boag,01:00:00,"I won't work. Yeah, yeah.",01:00:02
Sam Schrager,01:00:02,That was right. That was in the. Well I guess they did come back in the 30s.,01:00:06
Violet Frei Boag,01:00:06,"Yeah, they were 17.",01:00:10
Violet Frei Boag,01:00:11,"But, I don't know that. It seemed to me like in our area when we lived up there, that that's all I ever did was log, and they did it all the time. Didn't seem to me like there was never any depression for them working.",01:00:28
Violet Frei Boag,01:00:28,And that was a beautiful country.,01:00:31
Sam Schrager,01:00:31,Bovill.,01:00:33
Violet Frei Boag,01:00:33,"A lot of trees. Oh, you just wouldn't believe it. That area, when you go from Elmer to Bovill, it's gorgeous. Just like a lover line.",01:00:47
Sam Schrager,01:00:47,And it's still really.,01:00:48
Violet Frei Boag,01:00:48,"Over the years. But the trees, they're just these huge white pine trees. It was gorgeous. Of course, I like outdoors. I like the wood dairies. I like pick huckleberries and mushrooms and, fish. Fish. That's my hobby and I enjoy it. Very good. I still do it.",01:01:15
Sam Schrager,01:01:15,"Did you do that when you were a kid? Yeah. Oh, yes.",01:01:18
Violet Frei Boag,01:01:18,"Oh, yes.",01:01:19
Sam Schrager,01:01:19,That's a sure good place to do. That's good.,01:01:22
Violet Frei Boag,01:01:22,"Well, in those days we had fish. I mean, we go out fishing, we get a tub full because we had there was a lot of. No, you don't do that. You just get your limit in grades and you got that name and some friends, of course, I think it's very nice that they do have the lakes here. I don't care much for lake fishing, but I do go down to Spring Valley and fish in the spring.",01:01:46
Violet Frei Boag,01:01:46,I like stream fishing. I don't get to go very far because we're pretty busy here for gardening since I retired away. It's really fun.,01:01:59
Sam Schrager,01:01:59,"Did you did you know the Wells? The wells is, Joe?",01:02:07
Violet Frei Boag,01:02:07,"Oh, yeah. Oh, yes. The Negros. Yeah. Oh, yes. You know, well, they lived in dairy.",01:02:14
Sam Schrager,01:02:14,"Yeah. what do you what do you remember them being, like.",01:02:19
Violet Frei Boag,01:02:19,Marvelous people? My dad was real good then.,01:02:23
Sam Schrager,01:02:23,The kind of the native Joe.,01:02:26
Violet Frei Boag,01:02:26,"Yeah. Oh, yeah. You can't find a better class of people than there were around Bovill in area. In this area in those days. They were friendly in, of course, are friendly to. And they're always willing to do things for people. I think you find that in many small community now in Seattle, when we left the Seattle in 47, you mean Seattle?",01:02:58
Violet Frei Boag,01:02:58,"Yeah, yeah, in history and traffic. And people say, oh, we should come back. And I said, no way. I got a good life right here. It's peaceful and quiet. Enjoy it. So I had thought, you know, I'd like to go back.",01:03:20
Sam Schrager,01:03:20,When you left. You mean you are in? What made you decide to come back?,01:03:25
Violet Frei Boag,01:03:25,"Well, my husband, Wonder Farm. And so we had been out, during the war when he went out to on the other side of what we call Duvall and look for this man on his farm. It was he had lots of money, and it was just a plaything for him and a right off, you know, for being a big business man.",01:03:50
Violet Frei Boag,01:03:50,"And he was there. Well, then he got a little tired of that because it would do this, do that. You know. So and one time he said, I would like to go to Idaho. And he liked this country because he'd been looking for Holy Mary instead. I said, well, you can find a place. So we came over and found this place.",01:04:16
Violet Frei Boag,01:04:16,Move.,01:04:17
Sam Schrager,01:04:17,Did you feel good about coming back?,01:04:18
Violet Frei Boag,01:04:18,"Oh, yes, I did for the children. mostly for because he wanted to. And the children. I thought it'd be a better life for them than it would be that hubbub in Seattle. And I never regretted that, because I think that would have been a nervous wreck, raising two children in that kind of environment, which was coming on.",01:04:43
Violet Frei Boag,01:04:43,And I couldn't do it. Now with the dope and the things they had to contend with. And it's it's sad. I don't know if this cause.,01:04:55
Sam Schrager,01:04:55,"We, you know, I mentioned the whales is because, they seem like such interesting people. What I would have heard about them, and they seem cute and real well accepted.",01:05:05
Violet Frei Boag,01:05:05,"Oh, yeah.",01:05:06
Sam Schrager,01:05:06,"Which is, kind of, gives you an idea of what the community was like. you know, that that they were always. Did you know Mary very well?",01:05:19
Violet Frei Boag,01:05:19,"No, not too.",01:05:20
Sam Schrager,01:05:20,Well existed.,01:05:21
Violet Frei Boag,01:05:21,"Long. I did not personally know because I was too young to know many things. but my mother did. And they they came to the house for two our, place here in Moscow. And mother had the boarding house, many, many. And they all really nice people. Then, I don't know, they had two children that were well educated.",01:05:53
Sam Schrager,01:05:53,Mary did.,01:05:54
Violet Frei Boag,01:05:54,Know.,01:05:55
Sam Schrager,01:05:55,"Louise story and, Billy.",01:06:00
Violet Frei Boag,01:06:00,"They were relatively nice people from. But I didn't know them very well either. Like, I think.",01:06:08
Unknown,01:06:09,Because they were.,01:06:16
Sam Schrager,01:06:16,"Did you know, Agnes later. That girl was killed. She was. And it was pretty early days, you know? And,",01:06:30
Violet Frei Boag,01:06:30,The name doesn't register.,01:06:31
Sam Schrager,01:06:31,"However, I think around.",01:06:35
Unknown,01:06:39,"when. I go out and,",01:06:46
Violet Frei Boag,01:06:46,"Oh, my name is that, I don't know. Yeah. I'm just visiting this name. Yeah. I've been here and you could tell grandma of fixing apples for you. you could help him. And then help them after a while.",01:07:07
Violet Frei Boag,01:07:07,We'll be through here pretty soon. Oh he was a darling. Oh I like that.,01:07:15
Sam Schrager,01:07:15,Were you just a kid when.,01:07:16
Violet Frei Boag,01:07:16,You saw him. he's a real good friend.,01:07:21
Sam Schrager,01:07:21,I hear the kids this trail around Farm Road.,01:07:23
Violet Frei Boag,01:07:23,Kind of.,01:07:27
Violet Frei Boag,01:07:27,"One expression. I'll never forget you name. He said. Well, with a little skiff of snow, we'll get them. By his farm, I said, I get to claim the apples.",01:07:40
Sam Schrager,01:07:40,And it's good little skippers.,01:07:42
Violet Frei Boag,01:07:42,"Now, if we can track them.",01:07:44
Violet Frei Boag,01:07:46,"He was precious. He used to come to our home even after we moved Moscow. His, you know, because the east coast, the coast. I like to go visit.",01:07:58
Sam Schrager,01:07:58,"When he was in town, when he was in Moscow to visit his.",01:08:05
Violet Frei Boag,01:08:05,His my nice guy.,01:08:10
Sam Schrager,01:08:10,Hired you was pretty easy really. On. Oh and one for drinks.,01:08:13
Violet Frei Boag,01:08:13,Two sherry because those days and was already out kind of exciting town you know polio the old.,01:08:26
Sam Schrager,01:08:26,With all the.,01:08:27
Violet Frei Boag,01:08:27,Moonshine you.,01:08:27
Sam Schrager,01:08:27,All that was going on.,01:08:29
Violet Frei Boag,01:08:29,"Right. Know. I remember one bootlegger that was in your hair and I think he had a Rolls-Royce anyway. Or or Stanley steamers going up and and I can't tell you his name. I've tried and I, I guess, or gonna ask you, it's not too long ago he remembered, but, he used to go in to Canada and get liquor.",01:08:57
Violet Frei Boag,01:08:57,"No one, man, nobody could catch you. He just let you stay. And we were learning to drive. I was about 12, and I like to drive car when the roads were narrow and nowadays. And I remember my dad telling me, he said, if you ever put my kids in a ditch, I'll kill you. It's the same old never reported.",01:09:25
Violet Frei Boag,01:09:25,"It won't do anything for he. Slow down. Not, simpler than that. grandma got out. So we never had any trouble with, you know, quite a guy. Oh, yeah. Summerfield. Yeah. Yeah. She's.",01:09:43
Sam Schrager,01:09:44,"I heard some. You got married. You have Moody. Yeah. Yeah, yeah, but there was quite a few people around. Oh, she actually.",01:09:57
Violet Frei Boag,01:09:57,They were trained in Alaska. Do they were class of people from the weather information.,01:10:03
Sam Schrager,01:10:03,"Speaking of which, I. It's funny, one of the things that strikes me about that those days from talking to people is that in Moscow, people weren't bothered to drink it very much. The better class of people that you mention, but they're always out Bovill trying to nab the poor lumberjacks. What it sounds.",01:10:22
Violet Frei Boag,01:10:22,Like bootleg get steals.,01:10:24
Violet Frei Boag,01:10:25,"Yeah, sure. I was drinking the Elks moose. Soon your.",01:10:36
Sam Schrager,01:10:36,The put it in the city.,01:10:39
Violet Frei Boag,01:10:39,Like.,01:10:39
Sam Schrager,01:10:39,"It was okay. But then I, it gave me the idea that they, that there's a way that they kind of look down on the rest of the Canada I mean from Moscow because they, because they really did have a different opinion about drinking, you know, in a, in the country.",01:10:56
Violet Frei Boag,01:10:56,"Well, some they had off a good route, China would do. Well. Too many people got poisoned for second for.",01:11:07
Sam Schrager,01:11:07,"But I didn't like some people tell me there was really a real difference. You know, I'm one of those people that were religious church goers. And on the one hand, and then the other people that were more, you know, people that drink.",01:11:23
Violet Frei Boag,01:11:23,"well, I imagine there was church goers that drank two.",01:11:31
Violet Frei Boag,01:11:32,"You know, going to church on Sunday and be ahead in during the week. You know, you have those type.",01:11:42
Sam Schrager,01:11:42,Of Moscow and you really dry you through. And it was a it was very much very strong ladies. That's right. We've got a revival coming out of you remember them. Oh yes. They were still coming in that you.,01:11:56
Violet Frei Boag,01:11:56,"Took them all in you to confess confessed. If you don't get special gift to you know, like I remember when I went up there and my mother's. What do you got there for? And I said, I don't know.",01:12:13
Sam Schrager,01:12:13,"it kind of glitch at the moment. Yeah. The. Well, did you ever go in the tents? I heard they set up tents in Moscow.",01:12:21
Violet Frei Boag,01:12:21,"Yeah, me and tents for, revival. And then we also intense for she talk was in Moscow. Yes. And also and involving they them big tents. You know she talks entertainment. That was a lively place. And your living room and childhood days. This, hospital. You've seen more?",01:12:47
Sam Schrager,01:12:47,Yes.,01:12:47
Violet Frei Boag,01:12:47,"Well, Doctor Gibson was our family doctor. Well, he moved, I moved department. Now, I don't know what year, and I don't I don't think anybody knows my family. That's when. But I do know when you went there because you took my dad. But, my brother in law, my husband's brother lives next door to a son, and his father was a doctor there after Doctor Grisman left, or Gibson.",01:13:18
Violet Frei Boag,01:13:18,"And his name was graves. Now, I don't know what you're. I don't know the man. Never heard of moving to land. Yeah, I don't know. What year is there? Somebody was asking me not too long ago, and I, in fact, this time we're over to Seattle. I talked to this and he couldn't remember either, just. But he wasn't there too long.",01:13:40
Violet Frei Boag,01:13:40,"But when he read this, the tree grew the trees in Utah, he said, well, that's a hospital where my dad was living. And it was kind of interesting. I said, well, we'll talk more. Maybe we can find out. He said he was going to ask his brother that was older and kind of pinpoint the dates. But, you know, dates are kind of hard to remember too.",01:14:01
Sam Schrager,01:14:01,"Oh yeah, we are, but I do. I heard the same thing that Gibbs moved too far watching.",01:14:08
Violet Frei Boag,01:14:08,We liked him. Was a good doctor.,01:14:13
Sam Schrager,01:14:13,"And then they said, they used to say, when there was no doctor in Bovill, the potlatch cared more about horses. And they do people because all they have is a horse doctor for a while. That's way I didn't write the story. The horse doctor was taking care of people to one supposed to, but he did because there was nobody else.",01:14:33
Violet Frei Boag,01:14:33,"Well, we've had several doctors there after Doctor Goodman. Gibson lives. Yeah, but I don't know. Of course, we were in Montgomery. Had different doctors too.",01:14:45
Sam Schrager,01:14:45,"Well, what was, what did you think of the university when you were there? as a student?",01:14:53
Violet Frei Boag,01:14:53,"oh, I enjoyed it. Only I wasn't interested in studies.",01:14:57
Violet Frei Boag,01:14:58,It was it was a.,01:14:59
Sam Schrager,01:14:59,Social life there at the.,01:15:01
Violet Frei Boag,01:15:01,Time. Oh yes.,01:15:07
Violet Frei Boag,01:15:07,"Oh yes. Yeah I, I don't imagine there would be. No, of course they had fraternities and.",01:15:14
Sam Schrager,01:15:14,"Yeah. for you, you didn't go in the sorority.",01:15:17
Violet Frei Boag,01:15:17,"Oh no. No no way. Did you like that kind of life. But then people that lived there didn't as much. The women that lived in Moscow, I stayed home. That's right. Some of them did for the social life. But,",01:15:32
Sam Schrager,01:15:32,"Well, it was more expensive to work. Oh, yes, the dorm would be.",01:15:36
Violet Frei Boag,01:15:36,"Oh, yes. But we didn't have time to socialize that much with working for me because I used to get a stamp on manuscripts.",01:15:48
Sam Schrager,01:15:48,"I heard that I heard that there was a real, you know, the the a lot of the fraternities and sororities, you know, did consider themselves to be the in, you know, oh, you thing at that time.",01:16:02
Violet Frei Boag,01:16:02,"Well, it still isn't it.",01:16:04
Sam Schrager,01:16:04,I guess it is still.,01:16:06
Violet Frei Boag,01:16:08,For people like you said the girls always joined this sorority. So they did get a husband and that's about all I went for you know. Wasn't the school the scholastic part. The thing that I want. But then that's hearsay I don't.,01:16:26
Sam Schrager,01:16:26,"Know when you were growing up. This is something it makes me think of. Did, did was there a lot of.",01:16:33
Violet Frei Boag,01:16:33,Pressure on.,01:16:33
Sam Schrager,01:16:33,"Those to get married, you know, to look for a husband, you know?",01:16:37
