speaker,timestamp,End Time,words
Sam Schrager,00:38:50:04,00;38;56;00,"You know that fire there did. Did many people leave? Kendrick? You know, not too many."
Roy Glenn,00:38:56:00,00;38;56;17,Not too.
Sam Schrager,00:38:56:17,00;38;58;23,Many. Most of all the merchants went back. And.
Roy Glenn,00:38:58:23,00;39;27;03,"That's right. The man. Different ones here. There's a Henderson of, starting a pretty good business down, and then, you know, it. The railroad had been coming through here, and, of course, earlier they hazy they, they taking most of their stuff from Pearce come out of Kendricks one of mine and days or so on. So he go mine and they come out and a lot of it out of Kendricks."
Roy Glenn,00:39:27:03,00;39;54;00,"So they had been doing pretty good just before the fire you know like a while down. So they I think the railroad come through here in 1891. Well they most of the stuff come from Moscow to the land and then to the railroad. Come of course, had opened up this whole country up north. They didn't have any railroad up to Clearwater."
Roy Glenn,00:39:54:00,00;40;06;08,"So, you know, all come from out of here. So that was quite a thing."
Mabel Glenn,00:40:06:10,00;40;28;20,"Early days they always told us about. This was a big part of the town too, that there's this Vietnam here. And I have wooden sidewalks, the home other. Yes. You have this road here that that is different. And it flooded all the miles from,"
Roy Glenn,00:40:28:23,00;40;55;17,"Yeah. This used to be, when when the timber was back in the mountains here, that this river was run. Well, gosh, you get it. Run big all summer. And the snow never went away. But then there it, the timber cut off here dries up. You know, it gets awful low in the summer. But anyway, this road here was all level with this part here."
Roy Glenn,00:40:55:17,00;41;19;22,"And they told us that this was the first bike that they had was a an overhead bank right here. And they had saloons here. And one of your flat, they should flood. And so they built the sidewalks and they put them up on stilts way up. And finally they had to put banisters on them because the fellows would get girl goodnight."
Roy Glenn,00:41:19:24,00;41;31;18,"What they the gamble a gamble here, and they'd fall into the river. So they had to put banisters on them all. We've had fellas here that told us an early day that this was the town when he is here."
Sam Schrager,00:41:31:18,00;41;32;20,No kidding.
Roy Glenn,00:41:32:22,00;41;56;12,"The first stores was built here and then and going out to Pierce. There's a little creek goes up here, and they just had a pack trail and that up that creek to go to Pierce. And that's the way they they survive in here, is it. And now these fellows still had some farms up here, but everything is fed up here and utilized there, you know."
Roy Glenn,00:41:56:13,00;42;05;21,Totally got this tram backed up to get it down here. They didn't have no road that you could get up and down was hardly anything at that early. They.
Sam Schrager,00:42:05:24,00;42;10;18,So from here to Pierce was pack trail. Yeah. It was this be in the 90s.
Roy Glenn,00:42:10:20,00;42;46;07,"Yeah. Back there. Yeah. And up even after the 90s. And then and up until oh 1919, three and four and six. Well, they're, they still have the back trails. Yeah. See Pierce was, was well, there's really no road to it much. Only pack trails contain all the trail that just be finding some old wagon roads, cut them out of the brush and then the sawmill on and and that's when then when mill the town was they made their own lumber."
Roy Glenn,00:42:46:09,00;42;57;04,"And there's old buildings in this country now that's built out of just the old rough lumber sea, and that they covered it over. And that's the way most of the towns was and made."
Sam Schrager,00:42:57:06,00;43;08;11,"Well, I've heard that, going from Peck around in that country, some people, before the railroad got up in there, would come to Kendrew for their supplies."
Roy Glenn,00:43:08:14,00;43;16;10,"Oh, yeah. Oh, they did a railroad was here. A lot of people come back home, left back country coming in from."
Sam Schrager,00:43:16:10,00;43;20;05,Here and all the way to Elk River. I'm sure he's not very happy.
Roy Glenn,00:43:20:07,00;43;25;07,Because they didn't. He says the only way to get in.
Sam Schrager,00:43:25:09,00;43;31;27,"Well, say like your family did, did they, trade most mostly in Canada or did they trade them?"
Roy Glenn,00:43:32:00,00;43;55;16,"Well, we traded mostly late on the store, but if we had Granger Ranch or stock now, we used to sell hogs, you know, they'd shipped them from here and stuff like that. We'd have to bring him to cannery to get him out of here. But the store they had a freighter, they called them, and they had wagons, and they'd get this stuff off of the."
Roy Glenn,00:43:55:18,00;44;26;23,"Oh, for the rail down here at the depot, and they'd take it to up to the store there. And then that whole community traded that. So they didn't come to Cambridge too much, you know, I don't know, trade what we called it at home. Yeah. They call that home. And they. They had a big flour mill at one time, be it Leo and made flour in one road you got so they could haul it."
Roy Glenn,00:44:27:00,00;44;55;08,"Why they store it. Made it out of the country and turn other place. Oh, they had mammoth made flour mill. And in that they had storage for grinding or grain, and then by the grain and take it in there and clean it, you had to wash them. They had to, you know, like they do now. And so they had a big well fixed up so they could have plenty of water and they'd wash it."
Roy Glenn,00:44:55:10,00;45;13;11,"And then they had, oh, lots of feed there. They, they had to take your grain there and have your feed ground for your stock, you know. And then you take it back to ranch. This big meal had to feed grain or to flour mill."
Sam Schrager,00:45:13:13,00;45;14;24,Did employ many people.
Roy Glenn,00:45:14:24,00;45;39;28,"There. Not too many. 8 or 10, I imagine. But I can remember the old man's name. We used to go there. Old man. Ziegler was the flour mill maker, was an old, old fella. And he had looked after the flour department. The same sack for our damn days. It didn't come out. And papers actually come out him in muslin sacks, you know, white ones."
Sam Schrager,00:45:40:00,00;45;43;19,That was that was it. Was there any water power for that? Miller? Was it a black.
Roy Glenn,00:45:43:19,00;45;44;19,"Hole, it or steam?"
Sam Schrager,00:45:44:22,00;45;48;09,"It was steam. Yeah, I see the steam."
Roy Glenn,00:45:48:12,00;46;15;06,"Yeah. Now, most of these sawmills back here was steam to let them get in a make steam. My iron and, some motors. Well, it ain't been long since the old steam boiler set up this little creek up here. For years and years old boilers. Fan mail was closed and gone, but the. Oh, boilers sit there for years."
Sam Schrager,00:46:15:08,00;46;24;14,"What did your family buy? Mostly during, during the year. What did they need to buy? Did you how did you do catalog order and free clothes and stuff?"
Roy Glenn,00:46:24:20,00;46;51;04,"A lot of it was. Yes. 1st May. Yeah. Sears Roebuck. You could order, but anyway, shoes and clothes and then, well, well, you raised your own vegetables and stuff and, you know, and, and your own garden, and you had your own meat most all the time and stuff like that. You just had to buy all your, your stuff that you cooked with your salt and your stuff."
Roy Glenn,00:46:51:04,00;47;19;17,"Right. That was the main thing, you know, and, and different stuff, which I had for the table didn't buy too much for the table you had, but you had beans and you had your meat and, your stuff. Right? That you had. Right? Yeah. All of it for a year, you know, and, then you had to live too, that we've talked about it a lot."
Roy Glenn,00:47:19:20,00;47;43;02,"What they have the prairies, they. And then we say, well, we had so on New Year's kids. Oh well they don't eat that much anymore. Well I said we go know full well we growed up on it anyway. And so they. Well but the eating has changed a whole lot. You know what we just."
Roy Glenn,00:47:43:05,00;48;08;03,"We were just talking about now my wife here is quite a gardener and that's our livelihood. Now we just we just eat a lot of that stuff. You know that from the garden. The couple. Our store really is never very high. And I like that because fancy stuff, we got our own deep freeze and we have our own meat, you know, and that is something you didn't have before."
Roy Glenn,00:48:08:04,00;48;39;05,"You had to cure the meat, keep it someplace cool or something, you know, and meat is a is a problem. You couldn't have fresh meat hardly, but can now. And in later years, when I was a kid, before I could get old enough to harvest, they had a meat market here in town, and they had a buggy with the top on it and the box on the back, and they had put fresh meat in there."
Roy Glenn,00:48:39:05,00;49;07;09,"And of course, everybody had an ice house, and they put ice up with sawdust, you know, for the year. And they'd put a chunk ice in there for this meat if you use it. That's right. They take you out some meat and leave it in consideration or they strike Mr. Long down here to stay alive. That used to drive a wagon and take me all over country different, different days."
Roy Glenn,00:49:07:09,00;49;24;08,"He had different register name, some meat. You know. Well, everybody had an ice house. Her folks had ice after her brother. But the town here ever store here, had ice house."
Roy Glenn,00:49:24:11,00;49;36;04,"Where they cut it off of the river here and in nowhere, you know, and and put it in there and and that was good. That was what they had to keep their stuff. We had this ice, you know."
Sam Schrager,00:49:36:07,00;49;38;13,On the ridge is where did they get their ice from?
Roy Glenn,00:49:38:18,00;49;44;08,"Well, some of them had ponds. They may have had lungs me up and they open there."
Mabel Glenn,00:49:44:10,00;49;45;16,And then had come to the river. Bobsled.
Roy Glenn,00:49:46:23,00;50;03;29,"Yeah. Well most anywhere now you can come down here and haul it out in a bobsled maybe. Oh yeah. Some of them had big ice houses here in town and they'd say, I, you could come in and get ice partner anytime. Couldn't you?"
Sam Schrager,00:50:04:01,00;50;14;15,"Well, you know, you talking about the thrashing a little bit and I was thinking of them crews were they almost all local matter did. Was there a lot of guys that would come in?"
Roy Glenn,00:50:14:15,00;50;26;10,"Well they have some guys, but they partner all local fellows like community. They'd be a few outsiders, but then they'd be local and watch pretty much."
Sam Schrager,00:50:26:13,00;50;31;04,Was that it? Was that a real was that a time when you could have a lot of sociability or.
Roy Glenn,00:50:31:05,00;50;43;05,"Oh, yeah, here's something going on all the time. You know, when they didn't cost you like it does now? Yeah. I was going to ask you to take your jacket off their hair."
Sam Schrager,00:50:43:07,00;50;56;04,"I was thinking, I was thinking in when you were thrashing when, Because I was thinking if everybody was getting together kind of, thrashed in there and lots of time. Or maybe there wasn't a lot of time with all the hard work."
Roy Glenn,00:50:56:05,00;50;59;26,"No, they wasn't a lot of time."
Mabel Glenn,00:50:59:29,00;51;03;27,"No. Oh, you ever seen no thrashing machine or. No."
Sam Schrager,00:51:03:29,00;51;12;17,"I've seen pictures with that one is a beauty that's got the a hole works, doesn't it? Oh, that's really something. Where was that taken?"
Mabel Glenn,00:51:12:19,00;51;37;13,"Oh that's wrong picture age. And, here's one of my brothers. Here's one of my brothers. She was the youngest in the family, and this one is 19 years old. And this one's 16. And now this fella's even older. So I was right. Oh, at that time, yes. And she. No steam engine."
Sam Schrager,00:51:37:15,00;51;43;23,"You know, that is a that is a beautiful picture. Oh, just isn't there just to have a whole thing laid out like this?"
Mabel Glenn,00:51:43:23,00;52;00;22,"Really? Oh, yeah. They're horses for courses on the wagon. And then there's your bundles in there, and there'd be the pictures. They would stay out in the field. And these fellows would hold em to the sash machine and sew it over into the."
Roy Glenn,00:52:00:24,00;52;01;16,Feeder.
Mabel Glenn,00:52:01:19,00;52;06;28,Feeder. And then when you go through and just don't show the sack pilot.
Sam Schrager,00:52:07:00,00;52;15;02,"Well, you can see that. You can see it. Yeah. Right there. You can see the spout. That's a straw pile."
Mabel Glenn,00:52:15:04,00;52;26;20,"Yeah, that's his profile. And that's what we use for our horses and cattle in the wintertime to feed this, holiday. Come out on top of."
Roy Glenn,00:52:26:23,00;52;36;04,"The meat lodge, chafe and stuff. Being that she they all go in the straw by and they they'd come through pretty good sometimes we pretty."
Mabel Glenn,00:52:36:06,00;52;45;07,"With our farm. We had always raised a lot of corn and we cut this for corn and we're proud of this corn. Father, long live this year."
Sam Schrager,00:52:45:12,00;52;45;22,Hm.
Mabel Glenn,00:52:45:23,00;52;54;20,"Straw. And, shuck corn right out to the pigs. But then. Oh."
Sam Schrager,00:52:54:23,00;53;02;07,"How hard was the work on that? At that time of the year, how hard did the men work? Was it a real. They worked real long days."
Mabel Glenn,00:53:02:11,00;53;07;19,"Oh, or they put in some. They like to look at."
Roy Glenn,00:53:07:19,00;53;20;01,"Oh, God. Now, you had the they figured on being in the field. You go in at 6:00 in the morning. Well, you had these horses to get ready to go, you know."
Mabel Glenn,00:53:20:03,00;53;35;13,Now here's what they call the header. Now this is they this was long time before this taken. They go along and cut the heads off and put them in this way. And then I take them to the machine and.
Sam Schrager,00:53:35:16,00;53;40;02,Yeah. 6:00. So they'd be get they'd be getting out in the field by six.
Roy Glenn,00:53:40:05,00;53;43;15,Oh yes. And then they'd work 7:00 in the evening.
Sam Schrager,00:53:43:17,00;53;44;14,Really?
Mabel Glenn,00:53:44:16,00;53;50;26,"Yeah. Now that picture I started that when I was 12 years old, working on that clock shack when."
Sam Schrager,00:53:50:26,00;53;51;21,You were 12.
Mabel Glenn,00:53:51:26,00;53;52;24,When I was 12.
Sam Schrager,00:53:52:24,00;53;58;29,"What did you do in the cookshack at that, at that age, were you that like the cook you were cooking?"
Mabel Glenn,00:53:59:01,00;54;09;27,"Cooking for the man I was. There's my sister and my cousin. She was quite older or not until after the cake cooking and, the."
Sam Schrager,00:54:09:27,00;54;10;26,One on the left or one in the.
Mabel Glenn,00:54:10:26,00;54;38;29,"Middle. Now, this, this is me here and here. We up at night. She. That was taken a few years ago. You tell her, this was the kitchen part, and the man would come in in the back here, and there was tables on there around. But there's a little place here with the kitchen. We stayed around 27, ma'am, and we also had to take out the lunch in between."
Mabel Glenn,00:54:39:01,00;54;41;02,Breakfast? Dinner.
Sam Schrager,00:54:41:05,00;54;45;18,"Well, had you learned how to cook before that? Before you was out in the cook house?"
Mabel Glenn,00:54:45:22,00;54;46;18,Yeah.
Sam Schrager,00:54:46:20,00;54;50;14,You learned that before you were 12. Then?
Mabel Glenn,00:54:50:17,00;54;59;16,I learned how to do everything. There's me. When I was a heap in a cafe here. Okay. That was taken years ago. She. The old buggy that taught me.
Roy Glenn,00:54:59:18,00;54;59;24,Uh-huh.
Mabel Glenn,00:54:59:26,00;55;05;18,Used to go to church. We inherited that. She was a part of that orchard.
Sam Schrager,00:55:05:21,00;55;06;10,Well.
Mabel Glenn,00:55:06:12,00;55;13;19,"Now, this is the corn crib. We chuck car and put it in there and feed it to her."
Sam Schrager,00:55:13:21,00;55;15;20,Did you milk cows when you were little?
Mabel Glenn,00:55:15:23,00;55;20;22,"Yeah, I was only five years old, and I started milking."
Mabel Glenn,00:55:20:25,00;55;23;02,And put. What was it about three years ago?
Sam Schrager,00:55:23:02,00;55;25;02,"Yeah, well, that's pretty recent."
Roy Glenn,00:55:25:04,00;55;26;13,Yeah. Her and her.
Mabel Glenn,00:55:26:15,00;55;45;01,And we always had a bunch of cows at whole one that just turned on the mother. That was our job. Take care of the cow and the orphanage. Go out until grain. And that's how we get our groceries. Well. And also eggs.
Sam Schrager,00:55:45:04,00;55;47;04,What did you think of the cookhouse work?
Mabel Glenn,00:55:47:07,00;56;13;04,"I thought that was about fun and because it was hard work, we wouldn't say nowadays because you had to haul the water, you know, and every heat, your water up on the stove and everything to wash these dishes and stuff, where. But it was a lot of work to and, now, of course, you have to have a meal, but you couldn't keep anything over it."
Mabel Glenn,00:56:13:04,00;56;22;19,You have to cook every meal. You know what a man did have no freezer to put anything in it. Keep it like you. It's not like.
Sam Schrager,00:56:22:21,00;56;24;16,But what made it fun?
Mabel Glenn,00:56:24:18,00;56;40;05,"Oh, I don't know. Just something different to give. Yeah. And, men always enjoy, you know, see how they come by the a cookout, What was the fun? Oh. Ha ha ha ha. We go, or."
Sam Schrager,00:56:40:07,00;56;43;19,"They call it the pie House. Yeah, I'm really."
Mabel Glenn,00:56:43:22,00;56;45;05,Cool with a fire.
Sam Schrager,00:56:45:08,00;56;55;23,"Oh, so it was a thing. I've had the idea from a people told me that The fiend was sort of the main thing. I mean, that's what that was. The sweetener for the whole business. Oh."
Mabel Glenn,00:56:55:23,00;57;16;01,"That's it. Oh, my gosh. We was raised on a farm, and we bring everything up on the farm. Now would be some cooked, come out here earlier on vacation. They would buy canned stuff out of the store and fix it. But we did. We raised our own garden."
Mabel Glenn,00:57:16:03,00;57;25;28,Garden and. Gather this stuff. Got our own chickens and got them ready for the meal.
Roy Glenn,00:57:26:01,00;57;28;14,"Yeah, there's a lot of that was done in the country."
Mabel Glenn,00:57:28:14,00;57;42;02,And so they they were a lot of work. We would get up or clock a lot of time. At the camp or out of bed. I said I couldn't do that. No.
Sam Schrager,00:57:42:04,00;57;46;12,"Well, the age of 12 that seems to me like an awfully long day's."
Mabel Glenn,00:57:46:16,00;57;49;26,"It was a long, long day. You ain't kidding."
Sam Schrager,00:57:49:28,00;57;53;08,Could you would you be exhausted by the end of the day? Is that.
Mabel Glenn,00:57:53:09,00;57;57;29,Really tired?
Mabel Glenn,00:57:58:02,00;58;09;00,"We had a they would be a feller that do the raft about, happy with how the water. Then he would also go to town. We'd need groceries and stuff."
Roy Glenn,00:58:09:00,00;58;11;01,And so we get the would.
Mabel Glenn,00:58:11:04,00;58;13;28,"You know, get to work. She it'd be a lot you to get."
Roy Glenn,00:58:14:00,00;58;14;23,To it all.
Mabel Glenn,00:58:14:24,00;58;28;13,"Yeah, yeah. They may get through this guy's field maybe around noon or. Gee, we'd have to pick everything up and get they move to the next neighbor. You see?"
Sam Schrager,00:58:28:15,00;58;30;21,"Move that cookhouse, pull it,"
Mabel Glenn,00:58:30:24,00;58;34;22,That was pulled by horses for courses. And take one of the.
Sam Schrager,00:58:34:25,00;58;41;02,"Allow us to throw throwing you. You're planning your food? Planning off somewhere, Oh, to get."
Mabel Glenn,00:58:41:05,00;58;53;17,"That, that would be hard. That jelly tried, but so we wouldn't have to move, go and between meals until after dinner or something. You like, hardship."
Sam Schrager,00:58:53:19,00;58;56;25,I don't look to really all that big to look at.
Mabel Glenn,00:58:56:26,00;59;02;25,"No, it wasn't mean. Too big of a massive, preposition room. And so when, you know."
Roy Glenn,00:59:02:25,00;59;04;17,It wasn't that big is this room.
Mabel Glenn,00:59:04:20,00;59;05;17,Was. Why does this.
Roy Glenn,00:59:05:21,00;59;07;26,"No, it wasn't. Why? You see."
Mabel Glenn,00:59:07:29,00;59;18;21,"Your kitchen, that big, you see, like, this is tables all the way around and to the end would be the door. Then it was a come down and that made a table."
Sam Schrager,00:59:18:21,00;59;21;19,"And you feed all the men at once in, in there."
Mabel Glenn,00:59:21:21,00;59;25;15,"Oh, yeah. Okay. Off to the town now that."
Roy Glenn,00:59:25:17,00;59;29;04,"Yeah. And the. You had a walkway, didn't you. In the."
Mabel Glenn,00:59:29:04,00;59;31;16,Middle. Yeah. It was a walkway in the middle.
Roy Glenn,00:59:31:24,00;59;43;29,And they sat down next to the wall. So you see and then they had a table about this way. And then that's where the food was set on the walkway. Here is where they put.
Mabel Glenn,00:59:43:29,00;59;59;11,"The, come the worst thing you had them days was, houseflies. You know, we didn't have things to control them like we did. So before noon, here we get up and the old beach towels and shoo them flies out."
Mabel Glenn,00:59:59:13,01;00;09;25,"Of course when the men opened the door, there they a bunch of them would come back in again. We all thought it was something terrible. But I guess they was all used to them, too."
Sam Schrager,01:00:09:26,01;00;22;08,"So, the kids, you always get the meals. Was they always ready on time, or did you have to really hustle to get a, you know, hurry, try to get things done? That seems to be a reason. Oh."
Mabel Glenn,01:00:22:11,01;00;29;06,A hurry to get things done. Just to your potatoes and everything.
Sam Schrager,01:00:29:06,01;00;39;08,You know how they divvy and you divvy up with the other girls that were working. Did it when you were 12. Was there certain jobs they had? You do.
Mabel Glenn,01:00:39:08,01;01;10;04,"And yes, they all had certain jobs. My job was like, okay, we'll have to of the bacon. My sister done, this time talking about this picture. She don't apply bacon, but I do the cake, bacon and the confusion. They didn't have sense to stir up some dough and stick a little dab like that. We had to roll out the road them and take a then cut them out, you know, then they."
Mabel Glenn,01:01:10:06,01;01;16;16,"Then we fix them all up, stick a little late and shop and, you know, they would think they was great."
Sam Schrager,01:01:16:19,01;01;22;08,"You know, see, I can't see a 12 year old kid taking that kind of responsibility today, kid."
Mabel Glenn,01:01:22:08,01;01;38;29,"You know, I couldn't. No, you don't. And you don't see a boy take that responsibility either. He got but get out in the field, plow and and also work. Oh, let's look at here on this."
Mabel Glenn,01:01:39:01,01;01;43;29,Picture here shows this.
Mabel Glenn,01:01:44:01,01;01;49;05,Boy here now he was brought up. Now he was only I would say 12. I'm not sure.
Sam Schrager,01:01:49:05,01;01;51;08,If that he looks so little.
Mabel Glenn,01:01:51:11,01;01;56;10,"And here's what I, he wasn't too much older than I so."
Sam Schrager,01:01:56:13,01;02;04;08,Charlie when do you remember the boy starting to work in this ration. What. What age were they. Do you remember.
Roy Glenn,01:02:04:10,01;02;20;04,"18 to 16. Made me guess you could drive a barn. Refuse well couldn't handle a male I, they give you a team and start to working. You bet you you could you could drive a paint but any any boy could drive the horses, you know."
Sam Schrager,01:02:20:10,01;02;21;03,Yeah.
Roy Glenn,01:02:21:06,01;02;31;06,"And then that him very well. But anyway, a lot of working in the field."
Mabel Glenn,01:02:31:09,01;02;38;16,They had one engine member one time. They would you straw.
Roy Glenn,01:02:38:18,01;02;39;27,And all the way out.
Mabel Glenn,01:02:39:29,01;02;42;05,They would make the.
Sam Schrager,01:02:42:08,01;02;47;22,To make it go. Is that what they call the straw burner right there? Yeah.
Mabel Glenn,01:02:47:24,01;02;51;13,And that was a job for somebody to bring that straw to your home.
Roy Glenn,01:02:51:13,01;03;03;18,"Yeah, yeah. Think so. But they go out in. The up, you know, and, keep the fires in and keep the water in it. Keep the steam."
Sam Schrager,01:03:03:20,01;03;12;22,"Yeah. Was it very important to the to boys to be able to do, man's. Oh he. Yeah. You sure you."
Roy Glenn,01:03:12:22,01;03;35;29,"Thought you or something when you could get to work with the man, you know? And, And another thing I'll bring to you, you always had when you as a young kid, if you had a suit of clothes, it's usually just here, you know? And. And this in your long stockings, you know, all the boys. Well, when you got your first long pants."
Roy Glenn,01:03:36:02,01;03;38;25,"Oh, I know you were somebody. And it was."
Mabel Glenn,01:03:38:25,01;03;40;06,On them.
Roy Glenn,01:03:40:09,01;04;02;23,"Then. You ready to work? And and they work. Well. Shoot. When we as kids, 12 and 14, 15 years old, there's an old guy used to live close to us and he always had a bunch of milk cows and stuff, and he had hay. Well, a day he wanted the hay. He'd get all those kids to work in that barn."
Roy Glenn,01:04:02:23,01;04;18;08,"And now that hay and tramp it, you know, on the wagons at all. And they'd pitch it in and we'd moved around there and we get $0.75 a day, and they gave us our dinner, and we thought we as a we are doing pretty good. You know, we."
Mabel Glenn,01:04:18:11,01;04;31;20,"Was gonna show it. He was telling about the pants. Nowadays, if we was to work on a cook shack, we'd be working something a little bit more so we could get around them days we had to wear dresses."
Sam Schrager,01:04:31:23,01;04;33;17,Just don't let down your toes.
Mabel Glenn,01:04:33:21,01;04;55;14,"Yeah. Oh, darker. And then, here I wash them. Or outside shoes I had to wear. And I used to get so disgusted with my mother, she would never let me go barefooted. But I figured if I, really have. Down on the bricks and six ridge. Well, rattlesnakes."
Mabel Glenn,01:04:56:02,01;05;21;08,"And she was worried about these rattlesnakes. And, one day, one got under this whole green ring and we had a time getting out. Did he ever rattle off a calf out there? We finally got him out. Killed in the desert. After I growed up, I struck a girl. She had never. What was all that trouble? She would wear shoes."
Sam Schrager,01:05:21:10,01;05;23;24,Did she warn you a lot about rattlesnakes?
Mabel Glenn,01:05:23:25,01;05;27;05,We was really warned about rattlesnakes.
Sam Schrager,01:05:27:07,01;05;34;15,"And these clothes don't look like the most like it's comfortable for a hot work. That must have been hot or two, right? Yeah."
Mabel Glenn,01:05:34:16,01;05;37;19,"Well, boy, the hot part of the summer."
Roy Glenn,01:05:37:20,01;05;39;01,Yeah. No.
Mabel Glenn,01:05:39:03,01;05;43;19,And you know how hot it would be in a little place like.
Sam Schrager,01:05:43:22,01;05;46;21,"And you were cooking on a wood stove, too, right?"
Mabel Glenn,01:05:46:21,01;05;54;25,"We was. We felt we had a pretty good we had a tent, but, of course, a man made it right. Their bed out on the ground."
Roy Glenn,01:05:54:28,01;05;55;18,Took shelter.
Mabel Glenn,01:05:55:18,01;05;59;16,"Oh, stockpile and thrown out their bedding. And that's where they had to."
Roy Glenn,01:05:59:18,01;06;01;06,Everybody took your bedding.
Mabel Glenn,01:06:01:06,01;06;07;06,"Along and went by, all right. And they crawl under the wagons to that what they do?"
Roy Glenn,01:06:07:06,01;06;09;22,Yeah.
Sam Schrager,01:06:09:24,01;06;16;22,"Well did you, were you cooking for somebody or did or was this your families. Was it a community."
Mabel Glenn,01:06:16:24,01;06;38;00,Well true for a man I was two of my brothers had share in marriage and two other fellowship had. I'm sure it sure crash. And then what do you like that was big for each one. I think it was a mother trash machine. Or maybe two was two or more on the ridge. Or do you even trash the lower end of the ridge?
Mabel Glenn,01:06:38:00,01;06;38;25,And we'd have to go.
Sam Schrager,01:06:38:25,01;06;40;14,To the upper end. Okay.
Mabel Glenn,01:06:40:16,01;06;53;02,"Until we figure we would have, in that way, the left of all this. So then after that, the beans come home so we don't have a long season, or."
Roy Glenn,01:06:53:04,01;06;54;04,"Yeah, right."
Sam Schrager,01:06:54:06,01;06;58;27,How would that what would that make it all together about? Maybe two months or a month and a half.
Mabel Glenn,01:06:58:28,01;07;00;06,"Oh, I think it off to the."
Sam Schrager,01:07:00:06,01;07;01;09,Last two months of.
Roy Glenn,01:07:01:10,01;07;02;28,"Oh, yeah."
Mabel Glenn,01:07:03:00,01;07;16;13,"Holiday homes. They had to haul their grain after they'd come in from Thrasher, you know, stacked up here. And that went up for wagons and hauled town. And that was Day Day's work to do."
Sam Schrager,01:07:16:13,01;07;23;00,"That well into the fall. Then by that time, by the time you get everything, everything hauled into town, maybe, I mean."
Roy Glenn,01:07:23:02,01;07;24;27,"Yeah, they just we."
Mabel Glenn,01:07:24:29,01;07;28;06,Had up and October them.
Roy Glenn,01:07:28:09,01;07;50;14,"And sometime in November. What are you going to say now. But we didn't do no farm work with the horses March until it rained so you could plow, you know, when they couldn't, your horses couldn't stand it to pull them plows in that old hard ground and and and you didn't have plows. Had to stay in the ground like they do now."
Roy Glenn,01:07:50:16,01;08;10;29,"The man must be one. So that didn't give you much time. We had lots of foot burners, we call them. That is a three horse outfit and just one for a. We got some out here in this year and you just fart and cut 16in in a small female and you'd have 2 or 3 of them would go on."
Roy Glenn,01:08:10:29,01;08;32;21,"And how would you go back to you, you talking about when you small. The armistice was signed a we were right out above Juliana and it's just a beautiful day. And while you were plowing, well, I was old enough that I could run a foot Barner. But my brother was old enough till he had one. Rode the plow with wheels on it."
Roy Glenn,01:08:32:23,01;08;56;20,"He could ride on that. And that's the way we were doing our plowing. We had a two plow Sam and a three horses on each one and one. He was an old enough, big enough to drive a foot motor, so they had a borrowed plow that had wheels on it. So we did have an A seat so he could sit on it."
Sam Schrager,01:08:56:22,01;08;58;16,Was it same about 16 inches?
Roy Glenn,01:08:58:16,01;09;00;17,Yeah. 16. It plows.
Sam Schrager,01:09:00:19,01;09;03;01,So then when you heard about the armistice.
Roy Glenn,01:09:03:03,01;09;30;01,"We were plowing over next to the hill above Juliaetta. There. And we stopped to raise the horses and we heard an awful noise down there. Juliaetta. Now, Juliaetta, it it had a cannery at that time. They can tomatoes and all kinds of fruit. Well, is it is a big steam out between all of their boilers and whistles going in."
Roy Glenn,01:09:30:01,01;10;00;23,"The bales was going. And so we we wrapped the lines up and walked out over the hill so we could see the town. And everybody was going up and down the streets and all and we went in at noon while they told us what day, what had happened. So, but what I mean, and it shows you what we're doing when we as little fellows that this happens, you know, it was known enough to to take a man's place, but we could still work."
Roy Glenn,01:10:00:27,01;10;23;17,"Know. But that's the way all the kids was at them days, wasn't it? Oh, and here you had a job, and you could. You could work at it. I hadn't really ram hay and stuff like that to kids. I everybody had a job. But you didn't make much money, but you didn't need much money and you could survive on it."
Mabel Glenn,01:10:23:19,01;10;55;19,"But I was talking about my my things. I went to Berkeley. Your folks always took a to the 4th of July celebration of the Thomas in July. And I had the park down there where the sawmill is now, and that was all trees and stuff, and I had it all fixed up. And of course, they'd have a carnival come in, Ferris wheel and stuff and, you know, for crackers and stuff like that, and take our lunch and eat out."
Sam Schrager,01:10:56:28,01;11;00;13,That was really that was the that was really the big celebration.
Mabel Glenn,01:11:00:13,01;11;07;24,"Of that celebration is all, kind of all about hay time. I wasn't any bigger then I"
Mabel Glenn,01:11:07:24,01;11;32;00,"Was there. I remember one time here they'd, bring hay in the barn. I think that was small and I could tramp it down because it could get pretty close to the shop, and I'd run out and tramp this hay down. And I went back to the house. I was going after another load. My mother was a make me up, dressed up, go to the celebration on my way."
Sam Schrager,01:11:32:03,01;11;34;23,So what? So she would try to dress on you then when you.
Mabel Glenn,01:11:35:00,01;11;38;28,Could try the dress on to see how it's there. Yeah.
Roy Glenn,01:11:39:00,01;11;42;23,"Mother, while we were talking, can't you start the lunch?"
Mabel Glenn,01:11:42:26,01;11;51;03,"Yeah, yeah, she could. I want to this is a bad too. Almost didn't. Oh, really?"
Sam Schrager,01:11:51:03,01;11;53;08,Yeah. Yeah. This is.
Mabel Glenn,01:11:53:10,01;11;56;15,For some. Oh hold on.
Sam Schrager,01:11:56:17,01;12;02;17,It's. No it's I really had hardly looked at it.
